name,index,cache_anchor_max_abs_diff,cache_m_safe_max_abs_diff,cache_color_max_abs_diff,crop_x,crop_y,crop_h,crop_w,cached_crop_mask_max_abs_diff,cached_crop_low_sigma_3p0_max_abs_diff,cached_crop_low_sigma_5p0_max_abs_diff,cached_crop_low_sigma_7p0_max_abs_diff,cached_crop_low_sigma_11p0_max_abs_diff,cached_crop_low_sigma_15p0_max_abs_diff
1000_0.74_1.6.png,0,0.0,0.0,0.0,107,14,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1001_0.89_1.66.png,1,0.0,0.0,0.0,84,33,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1002_0.73_1.47.png,2,0.0,0.0,0.0,103,55,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1003_0.9_1.06.png,3,0.0,0.0,0.0,91,78,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1004_0.91_1.17.png,4,0.0,0.0,0.0,121,62,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1005_0.74_1.81.png,5,0.0,0.0,0.0,104,131,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1006_0.89_1.55.png,6,0.0,0.0,0.0,69,66,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1007_0.68_1.25.png,7,0.0,0.0,0.0,27,57,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1008_0.52_1.98.png,8,0.0,0.0,0.0,49,77,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1009_0.84_0.56.png,9,0.0,0.0,0.0,28,81,256,256,0.0,0.0,0.0,0.0,0.0,0.0
100_0.65_1.43.png,10,0.0,0.0,0.0,56,30,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1010_0.91_1.13.png,11,0.0,0.0,0.0,7,85,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1011_0.79_0.66.png,12,0.0,0.0,0.0,71,28,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1012_0.85_1.28.png,13,0.0,0.0,0.0,10,143,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1013_0.63_1.83.png,14,0.0,0.0,0.0,41,6,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1014_0.74_1.61.png,15,0.0,0.0,0.0,60,144,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1015_0.7_1.92.png,16,0.0,0.0,0.0,141,125,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1016_0.8_1.72.png,17,0.0,0.0,0.0,136,75,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1017_0.91_1.44.png,18,0.0,0.0,0.0,54,34,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1018_0.88_0.54.png,19,0.0,0.0,0.0,119,127,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1019_0.82_1.87.png,20,0.0,0.0,0.0,98,3,256,256,0.0,0.0,0.0,0.0,0.0,0.0
101_0.78_1.87.png,21,0.0,0.0,0.0,64,121,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1020_0.5_0.98.png,22,0.0,0.0,0.0,21,86,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1021_0.73_0.84.png,23,0.0,0.0,0.0,106,62,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1022_0.66_1.05.png,24,0.0,0.0,0.0,1,30,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1023_0.5_1.87.png,25,0.0,0.0,0.0,8,21,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1024_0.69_1.66.png,26,0.0,0.0,0.0,40,76,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1025_0.95_1.79.png,27,0.0,0.0,0.0,60,44,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1026_0.77_0.89.png,28,0.0,0.0,0.0,130,68,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1027_0.57_1.77.png,29,0.0,0.0,0.0,25,6,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1028_0.97_1.41.png,30,0.0,0.0,0.0,1,0,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1029_0.71_0.56.png,31,0.0,0.0,0.0,120,19,256,256,0.0,0.0,0.0,0.0,0.0,0.0
102_0.94_1.18.png,32,0.0,0.0,0.0,51,42,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1030_0.75_1.69.png,33,0.0,0.0,0.0,104,87,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1031_0.76_0.7.png,34,0.0,0.0,0.0,45,37,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1032_0.6_0.6.png,35,0.0,0.0,0.0,19,91,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1033_0.52_1.2.png,36,0.0,0.0,0.0,30,28,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1034_0.55_0.77.png,37,0.0,0.0,0.0,125,100,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1035_0.76_1.14.png,38,0.0,0.0,0.0,0,17,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1036_0.69_1.69.png,39,0.0,0.0,0.0,101,27,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1037_0.89_0.54.png,40,0.0,0.0,0.0,56,125,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1038_0.87_1.29.png,41,0.0,0.0,0.0,74,27,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1039_0.79_1.79.png,42,0.0,0.0,0.0,118,61,256,256,0.0,0.0,0.0,0.0,0.0,0.0
103_0.75_1.59.png,43,0.0,0.0,0.0,59,97,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1040_0.78_2.0.png,44,0.0,0.0,0.0,16,80,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1041_0.64_0.82.png,45,0.0,0.0,0.0,46,124,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1042_0.91_0.56.png,46,0.0,0.0,0.0,139,13,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1043_0.68_1.87.png,47,0.0,0.0,0.0,95,101,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1044_0.69_0.99.png,48,0.0,0.0,0.0,84,60,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1045_0.58_1.58.png,49,0.0,0.0,0.0,120,48,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1046_0.91_1.69.png,50,0.0,0.0,0.0,127,30,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1047_0.89_1.57.png,51,0.0,0.0,0.0,101,99,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1048_0.73_0.95.png,52,0.0,0.0,0.0,14,139,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1049_0.97_1.09.png,53,0.0,0.0,0.0,0,79,256,256,0.0,0.0,0.0,0.0,0.0,0.0
104_0.88_1.76.png,54,0.0,0.0,0.0,66,62,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1050_0.61_1.24.png,55,0.0,0.0,0.0,120,117,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1051_0.69_0.54.png,56,0.0,0.0,0.0,131,132,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1052_0.73_1.22.png,57,0.0,0.0,0.0,66,116,256,256,0.0,0.0,0.0,0.0,0.0,0.0
