name,index,anchor_psnr,m_safe_mean,m_safe_p95,delta_star_abs_mean,color_gain,color_target_abs_mean,global_budget,global_score,low_sigma_3p0_gain,low_sigma_3p0_target_abs_mean,low_sigma_3p0_leftover_abs_mean,low_sigma_5p0_gain,low_sigma_5p0_target_abs_mean,low_sigma_5p0_leftover_abs_mean,low_sigma_7p0_gain,low_sigma_7p0_target_abs_mean,low_sigma_7p0_leftover_abs_mean,low_sigma_11p0_gain,low_sigma_11p0_target_abs_mean,low_sigma_11p0_leftover_abs_mean,low_sigma_15p0_gain,low_sigma_15p0_target_abs_mean,low_sigma_15p0_leftover_abs_mean
1000_0.74_1.6.png,0,36.89458465576172,0.2134159654378891,0.23104599118232727,0.011697301641106606,1.2227973937988281,0.010227726772427559,0.552537202835083,0.5864976644515991,1.8944587707519531,0.011313285678625107,0.0019636638462543488,1.8494110107421875,0.011179482564330101,0.0022690575569868088,1.8130416870117188,0.011084005236625671,0.0024912706576287746,1.7539024353027344,0.010948149487376213,0.002847034251317382,1.7046470642089844,0.010842463001608849,0.0031522628851234913
1001_0.89_1.66.png,1,35.02743911743164,0.15698379278182983,0.16719751060009003,0.013728269375860691,0.8389320373535156,0.012500278651714325,0.4067375659942627,0.473443865776062,1.4360466003417969,0.013404692523181438,0.0023162327706813812,1.4106712341308594,0.013351923786103725,0.0026142990682274103,1.3868904113769531,0.013309105299413204,0.002869785064831376,1.3412666320800781,0.013234948739409447,0.0033476680982857943,1.2980613708496094,0.013169392943382263,0.003804332111030817
1002_0.73_1.47.png,2,33.70071029663086,0.08550451695919037,0.09020225703716278,0.01485405396670103,0.15316009521484375,0.008051379583775997,0.22414658963680267,0.33341747522354126,0.6553840637207031,0.014679348096251488,0.0017404922982677817,0.6493949890136719,0.014612088911235332,0.001955208135768771,0.643341064453125,0.014540769159793854,0.0021444670855998993,0.6306800842285156,0.01438362617045641,0.002508769277483225,0.6172752380371094,0.014211023226380348,0.002871206495910883
1003_0.9_1.06.png,3,38.71543502807617,0.05866250395774841,0.06175117939710617,0.009292403236031532,0.25724029541015625,0.007809937000274658,0.15472088754177094,0.2761227488517761,0.5044212341308594,0.009056675247848034,0.0018142488552257419,0.49457550048828125,0.008993544615805149,0.00201729079708457,0.4853935241699219,0.00893495324999094,0.0021878411062061787,0.4680595397949219,0.008825467899441719,0.002503511030226946,0.4519767761230469,0.008723018690943718,0.0028000373858958483
1004_0.91_1.17.png,4,37.05818557739258,0.07627230137586594,0.08056873828172684,0.011332755908370018,0.37054443359375,0.010421345941722393,0.20043234527111053,0.31437164545059204,0.6656761169433594,0.011140918359160423,0.001933105057105422,0.655029296875,0.011082611046731472,0.0021541109308600426,0.6450920104980469,0.011035659350454807,0.0023417340125888586,0.6262855529785156,0.010954654775559902,0.0026924123521894217,0.60882568359375,0.010880780406296253,0.0030250500421971083
1005_0.74_1.81.png,5,38.33662796020508,0.11804071068763733,0.1313372403383255,0.009153404273092747,0.06362152099609375,0.002135047921910882,0.29426106810569763,0.3879503309726715,0.7847671508789062,0.007624788675457239,0.003843395272269845,0.7042350769042969,0.007099058013409376,0.0044349306263029575,0.6463050842285156,0.006700508762151003,0.004865602124482393,0.5662765502929688,0.006176020484417677,0.00548234349116683,0.5135650634765625,0.005870162975043058,0.005894589237868786
1006_0.89_1.55.png,6,37.09894561767578,0.1934923231601715,0.21624109148979187,0.010038366541266441,0.09506607055664062,0.002430519089102745,0.4755699634552002,0.5261765718460083,1.3847389221191406,0.00858796015381813,0.0037198399659246206,1.2513084411621094,0.008023316971957684,0.004414524883031845,1.1520843505859375,0.00760259572416544,0.004938523285090923,1.0133934020996094,0.0069939312525093555,0.005673374515026808,0.919158935546875,0.006576227955520153,0.006155102513730526
1007_0.68_1.25.png,7,38.79450607299805,0.02106962539255619,0.022920336574316025,0.008664296939969063,0.046596527099609375,0.005176282022148371,0.05432908609509468,0.17468921840190887,0.15294647216796875,0.007699054200202227,0.002919776365160942,0.1435089111328125,0.007363338954746723,0.003394370898604393,0.13647842407226562,0.007117647677659988,0.0037488057278096676,0.1263580322265625,0.006820737849920988,0.0042617665603756905,0.11931610107421875,0.006630503106862307,0.004611107055097818
1008_0.52_1.98.png,8,39.02428436279297,0.01296052522957325,0.014283689670264721,0.008118510246276855,0.0078582763671875,0.002117948606610298,0.03362393006682396,0.14516712725162506,0.07533645629882812,0.006478048861026764,0.003930790815502405,0.066497802734375,0.006006957031786442,0.004457507748156786,0.06035614013671875,0.005649884231388569,0.004825294949114323,0.051868438720703125,0.005132428370416164,0.005344934295862913,0.046173095703125,0.004782397300004959,0.005711901001632214
1009_0.84_0.56.png,9,44.44461441040039,4.93106635985896e-05,5.3642263083020225e-05,0.004792235791683197,7.2479248046875e-05,0.002395718591287732,0.0001274581445613876,0.02625018171966076,0.000370025634765625,0.004470719024538994,0.0013752062804996967,0.000354766845703125,0.004378167912364006,0.0015508827054873109,0.000339508056640625,0.004301025532186031,0.0017068430315703154,0.00031280517578125,0.004169352352619171,0.001989973708987236,0.000301361083984375,0.004052844829857349,0.002219044603407383
