variant,target_mode,eval_images,need_pearson,need_spearman,need_auroc_high_vs_low,need_auprc_high,need_pred_high_coverage,need_target_high_coverage,need_monotonic_pairs,need_monotonic_valid_pairs,low_context_false_strong_rate
d6a_quantile,quantile,600,0.27097476392472164,0.24652502238509832,0.6611238684194524,0.39649228245580775,0.0,0.337926025390625,3,4,0.0
d6b_log,log,600,0.27115348554490853,0.2913587819832091,0.6883467777060968,0.42065381889964787,0.0,0.3416573079427083,4,4,0.0
d6c_ordinal_quantile,quantile,600,0.36323970098212727,0.3297659988770789,0.713320424884963,0.43534801529842426,0.0,0.337926025390625,4,4,0.0
d6s_shuffled_quantile,quantile,600,-0.2487440955844555,-0.25296594789787913,0.3368847309797995,0.28056900328871426,0.0,0.337926025390625,0,4,0.0
