haze4k_group_digest,haze4k_representative_source,haze4k_representative_id,its_split,its_scene_id,its_full_id,candidate_hamming_distance,forward_correlation,forward_score_gap,family_adjusted_forward_gap,top64_best_family_size,reverse_correlation,reverse_score_gap,mutual_nearest,accepted
33e4e142768f5929b825fa8b0343f8c487597a5c36998deaaffe79b5a4381faa,HAZE4K_TRAIN,1893,ITS_VALIDATION,10603,ITS_VALIDATION:10603,16,0.6343634724617004,0.002956569194793701,0.002956569194793701,1,0.8318994045257568,0.012439608573913574,False,False
33f9ce93aa4c3adf9944e13cd7f46999746f3b11cf6ffe5c01a079625ba77e4e,HAZE4K_TEST,61,ITS_TRAIN,0661,ITS_TRAIN:0661,18,0.5467903017997742,0.1039152443408966,0.1039152443408966,1,0.6211954355239868,0.07440513372421265,False,False
340d2f42b4fc369d11a6ad5270a9643071816957ed9fd020c6626c959403f1ce,HAZE4K_TRAIN,1249,ITS_TRAIN,1134,ITS_TRAIN:1134,18,0.5695750117301941,0.10434761643409729,0.10434761643409729,1,0.5862874388694763,0.012526333332061768,False,False
341759638a59939b44937df2405f3c301fcbbbaa9c8b3e4072aaae6c815b87cb,HAZE4K_TRAIN,1393,ITS_TRAIN,6156,ITS_TRAIN:6156,17,0.6909984946250916,0.012645184993743896,0.012645184993743896,1,0.7196779251098633,0.02867943048477173,False,False
34b2c74623b2de14f9f259d339f48f649032851455fcdc6618120c70fe7e08b7,HAZE4K_TRAIN,553,ITS_TRAIN,8219,ITS_TRAIN:8219,16,0.5546289086341858,0.03222078084945679,0.03222078084945679,1,0.769367516040802,0.04484426975250244,False,False
350da980e929a5258f6655f4f857e4f1a1b410f01a4ae6250a590e026afe2368,HAZE4K_TRAIN,1757,ITS_TRAIN,6045,ITS_TRAIN:6045,12,0.7842997312545776,0.02063143253326416,0.02063143253326416,1,0.7842997312545776,0.034916579723358154,True,False
3519818ff767a3f835e30dc8f69a8a7debdd355771642af4e9ed28cd9bfb1eaa,HAZE4K_TEST,5,ITS_TRAIN,5989,ITS_TRAIN:5989,16,0.5300025939941406,0.017542362213134766,0.017542362213134766,1,0.8849471807479858,0.00028574466705322266,False,False
35b1a3e3139ed1674f61f3ff7e1e54b1df1ec1eedebf4499ec315669aeeff9c9,HAZE4K_TRAIN,1277,ITS_TRAIN,2009,ITS_TRAIN:2009,17,0.4515897333621979,0.02865627408027649,0.02865627408027649,1,0.6468575596809387,0.0010201334953308105,False,False
3664abd46b75cbc20781643bb5f1e3663f189ef0c2aa7c7931f8cd000a499a10,HAZE4K_TRAIN,129,ITS_TRAIN,1338,ITS_TRAIN:1338,18,0.7562505006790161,0.06401211023330688,0.06401211023330688,1,0.9795676469802856,0.08618557453155518,False,False
367d110eb50739b35c71d849898438ae886282a4225fe2b80b1b853f8875f136,HAZE4K_TRAIN,445,ITS_TRAIN,3695,ITS_TRAIN:3695,17,0.7353634238243103,0.002493441104888916,0.002493441104888916,1,0.939005970954895,0.10123199224472046,False,False
36a76264d1508d53603143047080aeea2483ee0e9687ee4740bd9f1e33a680ac,HAZE4K_TRAIN,1773,ITS_TRAIN,6105,ITS_TRAIN:6105,17,0.9015462398529053,0.043617308139801025,0.043617308139801025,1,0.9015462398529053,0.2173323631286621,True,False
37415185725c309317b45d31b7ece065744ccd515760b44c528bdf1412e54cb9,HAZE4K_TRAIN,1077,ITS_TRAIN,5910,ITS_TRAIN:5910,15,0.5198874473571777,0.01204538345336914,0.01204538345336914,1,0.7989159822463989,0.04686248302459717,False,False
3753c15633afa9bef48bdb31b9a3ed247ab9c927010784e3907c8844463bcf80,HAZE4K_TRAIN,1833,ITS_TRAIN,7710,ITS_TRAIN:7710,10,0.9472987651824951,0.07973980903625488,0.07973980903625488,1,0.9472987651824951,0.08300787210464478,True,False
37b3d38fb13d04fd230ccb9f6ce9d414d35bb08c51f25786ff202cd7dab14c35,HAZE4K_TEST,881,ITS_TRAIN,1773,ITS_TRAIN:1773,10,0.7715497612953186,0.022005856037139893,0.022005856037139893,1,0.7715497612953186,0.2523289918899536,True,False
37b4624656043337545a7e89dd9ec07a98553247e769fe39f2168ef668921d8d,HAZE4K_TRAIN,2609,ITS_TRAIN,5867,ITS_TRAIN:5867,4,0.8493242859840393,0.3564963638782501,0.3564963638782501,1,0.8493242859840393,0.4109318256378174,True,False
37e8d52af3c81e814562ab8be5bbed00913058aff36c90bcd5aaca7c0dcb9161,HAZE4K_TEST,209,ITS_TRAIN,4826,ITS_TRAIN:4826,17,0.7247836589813232,0.026774883270263672,0.026774883270263672,1,0.7984206676483154,0.0008490085601806641,False,False
37f780fb304417ba9a8aaf78b6cfcf6698b5f6df088f1a5f66a0e6c08911eced,HAZE4K_TRAIN,577,ITS_TRAIN,1302,ITS_TRAIN:1302,17,0.8695078492164612,0.017617464065551758,0.017617464065551758,1,0.8695078492164612,0.03668177127838135,True,False
37fd8801cb14c144f48a0f39d7d715c3ca2622ea95e89e2f800d240f3c583e62,HAZE4K_TRAIN,2437,ITS_VALIDATION,10751,ITS_VALIDATION:10751,12,0.9196876883506775,0.010186493396759033,0.01590263843536377,2,0.9196876883506775,0.48062223196029663,True,False
38394d2d65d53a6fae0f7703a26d3c0ac8993fc77b687c1db0d685e2212a4ed1,HAZE4K_TRAIN,1373,ITS_TRAIN,2177,ITS_TRAIN:2177,18,0.7607721090316772,0.09998929500579834,0.09998929500579834,1,0.8666386008262634,0.09849435091018677,False,False
383ccf6c55f2556f046b3d292a5f4ce54a4ec53fd296fbdadc5171571263b975,HAZE4K_TRAIN,2253,ITS_TRAIN,5741,ITS_TRAIN:5741,14,0.6509093642234802,0.029043197631835938,0.029043197631835938,1,0.6509093642234802,0.11127805709838867,True,False
38ccaeae7a6b1200a3409340456017ff650bdd36b854cfdfc5f7fb31addc2a3b,HAZE4K_TRAIN,2065,ITS_TRAIN,3595,ITS_TRAIN:3595,11,0.9426743984222412,0.09958869218826294,0.09958869218826294,1,0.9426743984222412,0.0886223316192627,True,False
38d3d11142b1fb3b76c3900494e2de605b5621cfe91e2c926299dc497a2139b9,HAZE4K_TRAIN,501,ITS_TRAIN,6402,ITS_TRAIN:6402,14,0.8461957573890686,0.004676520824432373,0.004676520824432373,1,0.8907702565193176,0.04256260395050049,False,False
38f51b874dbce1e3cfa10167555535aa66d1f44032cd3deab451955da9475234,HAZE4K_TRAIN,2861,ITS_TRAIN,0468,ITS_TRAIN:0468,5,0.9345198273658752,0.05517935752868652,0.05517935752868652,1,0.9345198273658752,0.46200811862945557,True,False
392988846fe6dd99a1475664db0fa9c49d7bf9e30ea674d6035932be40eca4e4,HAZE4K_TRAIN,2269,ITS_TRAIN,5785,ITS_TRAIN:5785,6,0.9400010108947754,0.12075603008270264,0.12075603008270264,1,0.9400010108947754,0.41893070936203003,True,False
3939aedc546b9930b573c12f54014833a3f268bff21487bdfa8aad70a8b2dde5,HAZE4K_TRAIN,1173,ITS_TRAIN,6783,ITS_TRAIN:6783,17,0.5878927707672119,0.025439858436584473,0.025439858436584473,1,0.8303201198577881,0.03691709041595459,False,False
396960fe73915b044e883b2453169de82ec429888ea5ceaea0f8d29320ee0886,HAZE4K_TRAIN,1889,ITS_TRAIN,5982,ITS_TRAIN:5982,14,0.7230745553970337,0.1215636134147644,0.1215636134147644,1,0.7230745553970337,0.09935343265533447,True,False
3971371e86641068d2e6b86f5fc253a75a84e71327340f2139fb2f2b27e818ec,HAZE4K_TRAIN,645,ITS_TRAIN,3550,ITS_TRAIN:3550,17,0.9338619709014893,0.03660011291503906,0.03660011291503906,1,0.9338619709014893,0.0039026737213134766,True,False
39aaf927d9e6aa06bc7143b2b4a9a8e98b90592ee7e1f235486f78b6bacebd40,HAZE4K_TEST,493,ITS_TRAIN,3545,ITS_TRAIN:3545,17,0.814263105392456,0.05797684192657471,0.05797684192657471,1,0.9220007658004761,0.011941015720367432,False,False
39eb5e2283a520d833c44ccc1fec6eb097845d9cf5f74d27847b6ff8f0b3513b,HAZE4K_TRAIN,1061,ITS_TRAIN,7527,ITS_TRAIN:7527,16,0.873508095741272,0.015709757804870605,0.015709757804870605,1,0.873508095741272,0.0009887218475341797,True,False
3a81c5ebdc4a143a2b53a023172dd31683f0b130ee4ea60b56798681fe9502f0,HAZE4K_TRAIN,881,ITS_TRAIN,8201,ITS_TRAIN:8201,15,0.8083950281143188,0.023360610008239746,0.023360610008239746,1,0.8750888705253601,0.00236588716506958,False,False
3a87f57f56c2c8721987c3d5fab6c8f91b8aea39b8caa4f5451d2f97a9cd320f,HAZE4K_TRAIN,17,ITS_TRAIN,2767,ITS_TRAIN:2767,18,0.5323621034622192,0.12121397256851196,0.12121397256851196,1,0.6411303281784058,0.0017374753952026367,False,False
3acf47dbe46ab37e9541f43f2456dcfbd938ed3d8c542be0897022ed2ce136ee,HAZE4K_TEST,57,ITS_TRAIN,4104,ITS_TRAIN:4104,17,0.6654653549194336,0.02934497594833374,0.02934497594833374,1,0.6992031931877136,0.00372922420501709,False,False
3afc965f0b383335b60b7a3db7dc643ff66b279c8a3b4be66625ec3a74fa2e66,HAZE4K_TRAIN,2381,ITS_VALIDATION,10539,ITS_VALIDATION:10539,7,0.946970522403717,0.005159437656402588,0.005159437656402588,1,0.946970522403717,0.14011520147323608,True,False
3bb4f7ab4b87d12da64a2c1bf88f48c6c6d65f2325bcaa1f560a957b3b20bcc4,HAZE4K_TRAIN,2625,ITS_TRAIN,7109,ITS_TRAIN:7109,12,0.7919427156448364,0.1468641757965088,0.1468641757965088,1,0.7919427156448364,0.3087562620639801,True,False
3c0c4835e96ee6ba6acd273b59cd3f8ff19b810c142c7a69dd6d93e5ffa21864,HAZE4K_TRAIN,1545,ITS_TRAIN,7548,ITS_TRAIN:7548,17,0.519363284111023,0.013387799263000488,0.013387799263000488,1,0.803619921207428,0.02022033929824829,False,False
3cba9a622251c0959e404af91f7c83eeb75fd391ed298f89566b8276f9e43216,HAZE4K_TRAIN,949,ITS_TRAIN,0926,ITS_TRAIN:0926,17,0.6045417189598083,0.02310311794281006,0.02310311794281006,1,0.7166215777397156,0.0376431941986084,False,False
3d9711fa1e9a8e7499f47769ba2efcf4f5e8f3dac03962e727ea52edd14706d0,HAZE4K_TRAIN,2213,ITS_TRAIN,5641,ITS_TRAIN:5641,13,0.8158291578292847,0.08869969844818115,0.08869969844818115,1,0.8158291578292847,0.13374042510986328,True,False
3dc194716a08655584689a0a7b31b07ca0270c4f13c65c37bbd443ee697e5ff9,HAZE4K_TEST,177,ITS_TRAIN,6463,ITS_TRAIN:6463,17,0.5199035406112671,0.008084654808044434,0.008084654808044434,1,0.5521003603935242,0.02843719720840454,False,False
3e3dbf0ea047ce824a63686884eaf5db2491347b83a6cf9bd4d1eb7c930d6b45,HAZE4K_TEST,781,ITS_TRAIN,7060,ITS_TRAIN:7060,9,0.7953330278396606,0.41451311111450195,0.41451311111450195,1,0.7953330278396606,0.393967866897583,True,False
3e665a4dece153a65c69d7b37e54bce03b7e5fc64635ddb02f668da5bd4b2192,HAZE4K_TRAIN,421,ITS_TRAIN,2985,ITS_TRAIN:2985,16,0.8812819719314575,0.009073138236999512,0.009073138236999512,1,0.8812819719314575,0.006693601608276367,True,False
3e7a6984ff613cccb299e785e5c43d03961096696c8252c05cd47d719f1e1df9,HAZE4K_TEST,189,ITS_TRAIN,4031,ITS_TRAIN:4031,18,0.8690290451049805,0.024204909801483154,0.024204909801483154,1,0.8690290451049805,0.03411000967025757,True,False
3ee31d4c63b760c4f9792dd7f33d1cd9098339bc8d7037709ad8c61000ec054f,HAZE4K_TRAIN,2541,ITS_TRAIN,3669,ITS_TRAIN:3669,8,0.9546524286270142,0.03363978862762451,0.03363978862762451,1,0.9546524286270142,0.4260624647140503,True,False
3ef7282b11eddef6a5f68544c2986d31a8306ce077276a0bae0816933286380a,HAZE4K_TRAIN,2573,ITS_TRAIN,3761,ITS_TRAIN:3761,3,0.9807323217391968,0.023816585540771484,0.023816585540771484,1,0.9807323217391968,0.1673191785812378,True,True
3f02bb68d9ff5097d8855057bf14b25c0db7e7be112656cf49506dd62244e6ac,HAZE4K_TRAIN,541,ITS_TRAIN,9945,ITS_TRAIN:9945,17,0.6623432040214539,0.007601022720336914,0.007601022720336914,1,0.762956976890564,0.018579959869384766,False,False
3f2afeda3b5f21f5f298add87a24b95ac8fa5ca8015712ab06c78a602fc6bc1c,HAZE4K_TRAIN,109,ITS_TRAIN,8201,ITS_TRAIN:8201,16,0.8220526576042175,0.010129749774932861,0.010129749774932861,1,0.8750888705253601,0.00236588716506958,False,False
3f5ae5eaf1842cdf12a1adb848f2e6712ca0ad9fcffc8708e378c91ae4a31603,HAZE4K_TEST,989,ITS_TRAIN,2148,ITS_TRAIN:2148,10,0.8883064389228821,0.09309828281402588,0.09309828281402588,1,0.8883064389228821,0.2284892201423645,True,False
3f66a9c51915e681f69477438cb612f6ce111425b2e3b35acee2e017f6776534,HAZE4K_TRAIN,2073,ITS_TRAIN,4127,ITS_TRAIN:4127,15,0.6214669942855835,0.04724133014678955,0.04724133014678955,1,0.6214669942855835,0.16046833992004395,True,False
3f86f33ecf48ce1671fe27f682703360118841b8ededa799ad57125e0df9aaad,HAZE4K_TRAIN,1689,ITS_TRAIN,3865,ITS_TRAIN:3865,4,0.957361102104187,0.38443267345428467,0.38443267345428467,1,0.957361102104187,0.365375816822052,True,False
40126ae3d49b00e89eb31f4a1b6b8a24fe9f065896fc6846b183060ca1d3c65d,HAZE4K_TRAIN,2833,ITS_TRAIN,0357,ITS_TRAIN:0357,6,0.9073119163513184,0.0288771390914917,0.0288771390914917,1,0.9073119163513184,0.385738730430603,True,False
406879f3aa4f72b3b297ad9da842a96f4b4e4286fd3f109919aa00f85becb3c5,HAZE4K_TRAIN,1413,ITS_TRAIN,8893,ITS_TRAIN:8893,15,0.728628396987915,0.0023032426834106445,0.0023032426834106445,1,0.8493210673332214,0.01564919948577881,False,False
409c052d8750d5bf4d514790a600ae303c9e3098ec6f759ad4483cb218913cc3,HAZE4K_TEST,41,ITS_TRAIN,0695,ITS_TRAIN:0695,18,0.8464779853820801,0.003143131732940674,0.003143131732940674,1,0.8547769784927368,0.008298993110656738,False,False
40c6af6d5f96d5a146799f919e3da93576b28a6f869d881f67011ea3c917231a,HAZE4K_TRAIN,2453,ITS_TRAIN,2092,ITS_TRAIN:2092,18,0.4549272358417511,0.029015034437179565,0.029015034437179565,1,0.6968815922737122,0.01308143138885498,False,False
40da52f7e4d9e022675e233ac59d6f0a31d025ad08f424c98b03340727be623c,HAZE4K_TRAIN,1793,ITS_TRAIN,7544,ITS_TRAIN:7544,8,0.9601500034332275,0.059224486351013184,0.059224486351013184,1,0.9601500034332275,0.20275652408599854,True,False
40e35d92ee5412fad38d419d13582ee601e4053da5739702e10cc39fbd2539d7,HAZE4K_TRAIN,1245,ITS_TRAIN,8350,ITS_TRAIN:8350,17,0.7248508930206299,0.013567805290222168,0.013567805290222168,1,0.7834800481796265,0.007760941982269287,False,False
40ec2e5017e3301aa08202dbaff0f605d7e92f29090e30e035abb6b78894daab,HAZE4K_TEST,213,ITS_TRAIN,3595,ITS_TRAIN:3595,17,0.8095577955245972,0.04635179042816162,0.04635179042816162,1,0.9426743984222412,0.0886223316192627,False,False
40f04410b606dd71517efad3f5acf6b467579e135e29d141cc8847512986dd02,HAZE4K_TRAIN,1085,ITS_TRAIN,7668,ITS_TRAIN:7668,16,0.4905744791030884,0.002936124801635742,0.002936124801635742,1,0.7974468469619751,0.011454105377197266,False,False
410ebf39bbcf96e214606aaa61c4d35c04838b29d76ee3f26d643cab64ae4ceb,HAZE4K_TRAIN,625,ITS_TRAIN,7661,ITS_TRAIN:7661,15,0.8241174817085266,0.08251798152923584,0.08251798152923584,1,0.9074358940124512,0.03244578838348389,False,False
4175866c47bad349a0fa692c54227169be1dbdc3bfd5a6beb9a806bc30096304,HAZE4K_TRAIN,353,ITS_TRAIN,1490,ITS_TRAIN:1490,16,0.6067677140235901,0.002302825450897217,0.002302825450897217,1,0.7646518349647522,0.00499957799911499,False,False
41afac6d0899dbd70898563a26636d673a3248fe06d3fb4e5a477ea01112fa3f,HAZE4K_TRAIN,2257,ITS_TRAIN,5757,ITS_TRAIN:5757,9,0.9124547839164734,0.003720581531524658,0.003720581531524658,1,0.9124547839164734,0.16900795698165894,True,False
41ded6acdb9c49c99a5bf2e80bd16c4f022ea522f6597d02d88d3ebc7c22479e,HAZE4K_TRAIN,2709,ITS_TRAIN,6715,ITS_TRAIN:6715,16,0.48132291436195374,0.025153368711471558,0.025153368711471558,1,0.5488929152488708,0.010446131229400635,False,False
4257068730dd991d39767dfaef67c4e5e86fd768972e238383c789abc370bd85,HAZE4K_TEST,709,ITS_TRAIN,6900,ITS_TRAIN:6900,5,0.9736884832382202,0.49062708020210266,0.49062708020210266,1,0.9736884832382202,0.45556533336639404,True,False
42f886769e6e526f9fff48ade2a1f7229001eb63267f56e87505ae9777bee372,HAZE4K_TRAIN,1613,ITS_TRAIN,1338,ITS_TRAIN:1338,4,0.9795676469802856,0.17776238918304443,0.17776238918304443,1,0.9795676469802856,0.08618557453155518,True,False
4323fe8f15ed8c30fd5a2877c140af3f0de335f9cc69e070d24b6dc6e5b6c5d4,HAZE4K_TRAIN,2209,ITS_TRAIN,5633,ITS_TRAIN:5633,6,0.9214107990264893,0.24553143978118896,0.24553143978118896,1,0.9214107990264893,0.20680052042007446,True,False
435ac6c9fa08b57e67f0001afb12fb0f008b75c675bdbeaf908dc4dedee72981,HAZE4K_TRAIN,937,ITS_TRAIN,3545,ITS_TRAIN:3545,17,0.9001173973083496,0.0680311918258667,0.0680311918258667,1,0.9220007658004761,0.011941015720367432,False,False
43b693cb8b76745e1c85eeee685c5ecc52741519e57c73b2794619e0e4c5f12b,HAZE4K_TRAIN,13,ITS_TRAIN,3545,ITS_TRAIN:3545,15,0.9010680317878723,0.0658113956451416,0.0658113956451416,1,0.9220007658004761,0.011941015720367432,False,False
43e2e293259a3471f549b4f3e1c173358e82b0d6fe98fda3e9dc7828521fd5a1,HAZE4K_TRAIN,1941,ITS_TRAIN,1580,ITS_TRAIN:1580,15,0.7472676038742065,0.16035985946655273,0.16035985946655273,1,0.7472676038742065,0.2732994258403778,True,False
4455b5bbc3f7aada7b6077d26b45e800c4ab28e48246cb429e78fb945ee6acfe,HAZE4K_TEST,917,ITS_TRAIN,1924,ITS_TRAIN:1924,6,0.9360439777374268,0.15935003757476807,0.15935003757476807,1,0.9360439777374268,0.30931925773620605,True,False
445bef37251b59e7546e37714667ef45e972ae09404714bf158b0d173f9bf3db,HAZE4K_TRAIN,2545,ITS_TRAIN,3689,ITS_TRAIN:3689,5,0.9227901697158813,0.18332022428512573,0.18332022428512573,1,0.9227901697158813,0.16539108753204346,True,False
4460f9a0ea5c6e8f9e4a72eaf90579881cd1b018a6a7f44df8fba095aa7579c2,HAZE4K_TRAIN,1365,ITS_TRAIN,4857,ITS_TRAIN:4857,15,0.7519986629486084,0.006851077079772949,0.006851077079772949,1,0.7734774947166443,0.0015884637832641602,False,False
453aee15f7cfc69b9b82f43a088f370d541a4de5447f7b67861393171bd7ae20,HAZE4K_TRAIN,2645,ITS_TRAIN,7231,ITS_TRAIN:7231,12,0.7818275094032288,0.045650482177734375,0.045650482177734375,1,0.7818275094032288,0.30919694900512695,True,False
45c6402980f3bd06be16731eab5ae5cb56395a938df12ec6221946d5de43e47e,HAZE4K_TRAIN,565,ITS_TRAIN,1337,ITS_TRAIN:1337,15,0.8157886266708374,0.0033992528915405273,0.0033992528915405273,1,0.8972311615943909,5.78761100769043e-05,False,False
462e0940eca004f161703a70c7770f62dba415d4cc7ad08cc23d690d4e9308ed,HAZE4K_TRAIN,2557,ITS_TRAIN,8097,ITS_TRAIN:8097,11,0.6957907676696777,0.03117924928665161,0.03117924928665161,1,0.7055022120475769,0.00971144437789917,False,False
463da6be4fe40431e16de9d5243a1407c7c7cfdd2d7f211350158fe109c36ae6,HAZE4K_TEST,625,ITS_TRAIN,6657,ITS_TRAIN:6657,7,0.792820155620575,0.02737218141555786,0.02737218141555786,1,0.792820155620575,0.2668992280960083,True,False
465b584657df77be1b2f3706c494fe909519a59b7b24939c412cc7a667c32b71,HAZE4K_TEST,921,ITS_TRAIN,1944,ITS_TRAIN:1944,5,0.9313937425613403,0.17597579956054688,0.17597579956054688,1,0.9313937425613403,0.31600522994995117,True,False
476026ebf2d06228e76674fff962e8ed31532a51a06a0c6869e7393ee7d8eccb,HAZE4K_TEST,10,ITS_TRAIN,7706,ITS_TRAIN:7706,17,0.7643972039222717,0.03193694353103638,0.03193694353103638,1,0.8080486059188843,0.008249402046203613,False,False
47c6d543d318f951c68a52cef588c5ecbd3a290fcaf6acb40cb9b6fcc66bf85c,HAZE4K_TRAIN,473,ITS_TRAIN,7863,ITS_TRAIN:7863,17,0.809668779373169,0.011909544467926025,0.011909544467926025,1,0.8866718411445618,0.007098853588104248,False,False
47c8532b4ea31f10c3ddc592b12edf256c8072d8311d09d9256be872ac811ccf,HAZE4K_TRAIN,2633,ITS_TRAIN,7195,ITS_TRAIN:7195,2,0.8940145373344421,0.2883736491203308,0.2883736491203308,1,0.8940145373344421,0.45239174365997314,True,False
480d0460d13da3d5cc77f0c0da7b44c9e6765f5cfd7b38b3cfe6a2e4c6e5ab9c,HAZE4K_TRAIN,321,ITS_TRAIN,1338,ITS_TRAIN:1338,17,0.8373386263847351,0.05827289819717407,0.05827289819717407,1,0.9795676469802856,0.08618557453155518,False,False
480db8346e72af47b3a993d778cc87b3f4d1d3bb588766254f38a09685490a56,HAZE4K_TRAIN,2953,ITS_TRAIN,0830,ITS_TRAIN:0830,13,0.7408219575881958,0.14505892992019653,0.14505892992019653,1,0.7408219575881958,0.3681260645389557,True,False
480f632803e62dc25e13ac678f2f88add627758ea42a80aefcf108c342d8f206,HAZE4K_TEST,753,ITS_TRAIN,7005,ITS_TRAIN:7005,7,0.9156396389007568,0.2598000168800354,0.2598000168800354,1,0.9156396389007568,0.339449942111969,True,False
48197feb77662dd48f9179cdc847feca71826f7fa692659e0d3b0fbfc9535230,HAZE4K_TRAIN,2133,ITS_TRAIN,4382,ITS_TRAIN:4382,9,0.9160643815994263,0.03335249423980713,0.03335249423980713,1,0.9160643815994263,0.3398163318634033,True,False
484084acf62ae00768e533eeafe967b82c42007962207ab3e42963da67877066,HAZE4K_TEST,945,ITS_TRAIN,2793,ITS_TRAIN:2793,15,0.6840770840644836,0.0031580328941345215,0.0031580328941345215,1,0.7184776067733765,0.026980578899383545,False,False
488e225173504d4b88f1481616bf22aa72cb659bdc74dadb3545cab8d0d2f3a9,HAZE4K_TEST,665,ITS_TRAIN,6809,ITS_TRAIN:6809,14,0.6316338777542114,0.21592935919761658,0.21592935919761658,1,0.6316338777542114,0.22028404474258423,True,False
48dca9ad0cb79866f2339c95499f0e3b308c032fd258503c4388c97af63b4b4c,HAZE4K_TRAIN,357,ITS_TRAIN,2167,ITS_TRAIN:2167,18,0.48780590295791626,8.702278137207031e-06,8.702278137207031e-06,1,0.737613320350647,0.041025638580322266,False,False
48fe28f43eef36bc3e18ccf2295f3cbe9550eea7ce13f8dbc587207ea1371403,HAZE4K_TRAIN,181,ITS_TRAIN,2996,ITS_TRAIN:2996,18,0.5964606404304504,0.03241485357284546,0.03241485357284546,1,0.842373251914978,0.03867536783218384,False,False
4a05c897735bb48e91b1dfe82829b13f7bf7e20ddb8f7f7cc0c4c2df3512fede,HAZE4K_TRAIN,2141,ITS_TRAIN,4463,ITS_TRAIN:4463,10,0.8210337162017822,0.2872598171234131,0.2872598171234131,1,0.8210337162017822,0.25992655754089355,True,False
4abcc52ec1257a73dc609f5530db13cfe50d77e35dc4e95123ce367fe8200a8a,HAZE4K_TRAIN,201,ITS_TRAIN,3220,ITS_TRAIN:3220,18,0.8444681763648987,0.02260768413543701,0.02260768413543701,1,0.8525301218032837,0.00806194543838501,False,False
4ae21ae454a81e2ca544f2e73d513cafaba8a56036d05ed1acd25422d0efdbc5,HAZE4K_TRAIN,1973,ITS_TRAIN,7587,ITS_TRAIN:7587,18,0.5128191709518433,0.02750176191329956,0.02750176191329956,1,0.6856352090835571,0.015217423439025879,False,False
4b410e706d57a8e9daa0d4fff88b47dcf96c5633097d630ea8a1bf3c909f5f4b,HAZE4K_TRAIN,1053,ITS_TRAIN,3087,ITS_TRAIN:3087,14,0.8158531785011292,0.01789301633834839,0.01789301633834839,1,0.8158531785011292,0.007692515850067139,True,False
4b8ef34621a2f7cd077e4372fcf178b3c10020935d8ae87e91ce69251490ab3b,HAZE4K_TEST,265,ITS_TRAIN,8886,ITS_TRAIN:8886,17,0.8905541896820068,0.04311096668243408,0.04311096668243408,1,0.9034279584884644,0.004446744918823242,False,False
4bb4d66284344f6a26fbd1364303ed278d88ab30f6ab223f2006ccd4540f65af,HAZE4K_TRAIN,161,ITS_TRAIN,2327,ITS_TRAIN:2327,17,0.6819462180137634,0.008355379104614258,0.008355379104614258,1,0.7697909474372864,0.013289928436279297,False,False
4c32efeaf436dbbafce26b33e4607b6655d6ae753f8bf0a2f8150c021bbedc40,HAZE4K_TRAIN,637,ITS_TRAIN,7609,ITS_TRAIN:7609,15,0.6579577326774597,0.012334048748016357,0.012334048748016357,1,0.8417906761169434,0.02705204486846924,False,False
4d20c359a3d0426c423cf54f2b06eac263326d608d4eef86775b65187b21e83f,HAZE4K_TRAIN,2353,ITS_TRAIN,1344,ITS_TRAIN:1344,17,0.7053760886192322,0.14234691858291626,0.14234691858291626,1,0.7053760886192322,0.1087607741355896,True,False
4d25b42cc8b0a7e1b52b2cc397a4e5ee9d669662f46df78583ba191b1432d3f0,HAZE4K_TRAIN,1401,ITS_TRAIN,1167,ITS_TRAIN:1167,18,0.7826107740402222,0.01460796594619751,0.01460796594619751,1,0.8108508586883545,0.010125398635864258,False,False
4d6367f4bffd7648c64432914b70e1e0a65d14ef7b40456587d17c4c2aee2db3,HAZE4K_TEST,329,ITS_TRAIN,0916,ITS_TRAIN:0916,18,0.5789016485214233,0.02431797981262207,0.02431797981262207,1,0.7845315337181091,0.006315171718597412,False,False
4d65e7b63ac689fd71feed1e45e184e0f9fe051286926d2eed09430949cf9e27,HAZE4K_TRAIN,1881,ITS_TRAIN,1256,ITS_TRAIN:1256,8,0.9792566299438477,0.1643671989440918,0.1643671989440918,1,0.9792566299438477,0.13019680976867676,True,False
4d9751ffd4541e3a1d8c64b5799a035b06f10c3bf0e38196733d7a23b023b1d9,HAZE4K_TEST,689,ITS_TRAIN,6855,ITS_TRAIN:6855,12,0.870951771736145,0.07533955574035645,0.07533955574035645,1,0.870951771736145,0.28918129205703735,True,False
4de4ad64da08a8be669c0ac8361fb5ce6d3c91424d032597b5fb93254ecfb3a4,HAZE4K_TRAIN,613,ITS_TRAIN,3274,ITS_TRAIN:3274,17,0.7610081434249878,0.02470862865447998,0.02470862865447998,1,0.7610081434249878,0.06586557626724243,True,False
4eb945a44d8bb56265e8ac6bdb1df59f0083965de8f86a7c435d3a86d88cd7ae,HAZE4K_TRAIN,933,ITS_TRAIN,7863,ITS_TRAIN:7863,16,0.8795729875564575,0.03136533498764038,0.03136533498764038,1,0.8866718411445618,0.007098853588104248,False,False
50696884e3109b5e165fe0714bbfb9c10b34faf7e16ddc9ce77dca95cc744cdb,HAZE4K_TRAIN,753,ITS_TRAIN,3550,ITS_TRAIN:3550,17,0.7254089117050171,0.007271766662597656,0.007271766662597656,1,0.9338619709014893,0.0039026737213134766,False,False
5133d7d8f936a0e99d771b3c2347c053770b1868f30050e3ecbdaa3769ff7753,HAZE4K_TRAIN,1769,ITS_TRAIN,6085,ITS_TRAIN:6085,11,0.9249503016471863,0.0034005045890808105,0.0034005045890808105,1,0.9249503016471863,0.08993935585021973,True,False
