split,feature,keep_auroc,keep_dir_auroc,keep_direction,keep_ap,keep_positive_rate,keep_spearman,open_auroc,open_dir_auroc,open_direction,open_ap,open_positive_rate,open_spearman
calib_even,a0_luma,0.4970356043489391,0.5029643956510609,low,0.5028141877903959,0.5013829528240641,-0.005998431064732759,0.49701522684742305,0.502984773152577,low,0.5077106502537443,0.5048149751136117,-0.004887196076107952
calib_even,action_delta_abs,0.501987477124618,0.501987477124618,high,0.5031587731579334,0.5013829528240641,0.0052503216320088945,0.5036822963104434,0.5036822963104434,high,0.508033490900127,0.5048149751136117,0.007839642980555816
calib_even,action_delta_signed,0.49822082062541206,0.5017791793745879,low,0.5002570078684404,0.5013829528240641,-0.003086940412496522,0.4986220641068137,0.5013779358931862,low,0.5044654935761629,0.5048149751136117,-0.002979667565507098
calib_even,beta_abs,0.5010756051329833,0.5010756051329833,high,0.5029300294191453,0.5013829528240641,0.004255230201235466,0.5028515106849256,0.5028515106849256,high,0.5080353336626647,0.5048149751136117,0.006921808768106739
calib_even,border_dist,0.5032987032520653,0.5032987032520653,high,0.5023194123449178,0.5013829528240641,0.0014433234228147327,0.5028963601172247,0.5028963601172247,high,0.5058809452039509,0.5048149751136117,0.0020782700712600375
calib_even,d7c_logit_max,0.5063187854789079,0.5063187854789079,high,0.5079508302116514,0.5013829528240641,0.00921457413994535,0.508346436438059,0.508346436438059,high,0.5130731511725761,0.5048149751136117,0.012387600050025746
calib_even,d7c_logit_mean,0.5045460713815302,0.5045460713815302,high,0.50679162904269,0.5013829528240641,0.006566750977514583,0.5063557047916782,0.5063557047916782,high,0.5117088795808995,0.5048149751136117,0.009509017437782517
calib_even,d7c_margin,0.5018929786029082,0.5018929786029082,high,0.5043533623366931,0.5013829528240641,0.0026462757633147743,0.5030371520507778,0.5030371520507778,high,0.5087361228063327,0.5048149751136117,0.004814277490610167
calib_even,d7c_score,0.5018929786029082,0.5018929786029082,high,0.5043533623366931,0.5013829528240641,0.0026462757633147743,0.5030371520507778,0.5030371520507778,high,0.5087361228063327,0.5048149751136117,0.004814277490610167
calib_even,density,0.4936022818827384,0.5063977181172616,low,0.49646675872000445,0.5013829528240641,-0.011474707851191673,0.4931025775217655,0.5068974224782345,low,0.49961082145134283,0.5048149751136117,-0.011558290814003957
calib_even,density_x_delta_abs,0.4936204703354722,0.5063795296645278,low,0.49648590323430486,0.5013829528240641,-0.011106762640151533,0.49371171618421417,0.5062882838157858,low,0.5003472534980659,0.5048149751136117,-0.010174170941662989
calib_even,fused_norm,0.5035370778414762,0.5035370778414762,high,0.5044031526912641,0.5013829528240641,0.005824067688969803,0.5047280213283585,0.5047280213283585,high,0.5087189014082241,0.5048149751136117,0.007490136634331934
calib_even,gamma_abs,0.5009703159353507,0.5009703159353507,high,0.5022987614850098,0.5013829528240641,0.004368512536556134,0.5028017350724039,0.5028017350724039,high,0.5072716034603831,0.5048149751136117,0.007000959647356994
calib_even,input_dark,0.49637712858232735,0.5036228714176727,low,0.5011639695204859,0.5013829528240641,-0.007132261178394951,0.49644789452388527,0.5035521054761147,low,0.5052947516778731,0.5048149751136117,-0.0056907070134968
calib_even,input_luma,0.496548773129865,0.503451226870135,low,0.500880275673266,0.5013829528240641,-0.0070364653499360484,0.49651760580665544,0.5034823941933446,low,0.504839224285863,0.5048149751136117,-0.005781491633823017
calib_even,input_saturation,0.502079369106431,0.502079369106431,high,0.5017615117847255,0.5013829528240641,0.0024496687259405975,0.5009360859550981,0.5009360859550981,high,0.5044925281462544,0.5048149751136117,0.0004924389562325832
calib_even,input_std,0.50194585873905,0.50194585873905,high,0.5018605661415491,0.5013829528240641,0.001058776058509622,0.5018155863902984,0.5018155863902984,high,0.5054647021050394,0.5048149751136117,0.0016821485063969678
calib_even,margin_x_delta_abs,0.5021266062251258,0.5021266062251258,high,0.5035490335179503,0.5013829528240641,0.003803478808336417,0.5036807297699021,0.5036807297699021,high,0.5085372051374923,0.5048149751136117,0.006405482840331102
calib_even,residual_abs,0.49704830872990324,0.5029516912700968,low,0.5009037075641704,0.5013829528240641,-0.006244798472021444,0.49732713464652567,0.5026728653534743,low,0.5044437775192513,0.5048149751136117,-0.005536360927305237
calib_even,residual_x_delta_abs,0.49678836296428036,0.5032116370357196,low,0.500480080347807,0.5013829528240641,-0.0037237480600042744,0.498203180583352,0.501796819416648,low,0.5051611486379984,0.5048149751136117,-0.0015132716289009767
calib_even,score_x_delta_abs,0.5028560863712244,0.5028560863712244,high,0.5035759998053106,0.5013829528240641,0.006648472479835542,0.5047339827672641,0.5047339827672641,high,0.5086401060478074,0.5048149751136117,0.00954281532939269
calib_even,x1_norm,0.5028526157028351,0.5028526157028351,high,0.5038034551237387,0.5013829528240641,0.005092100545618636,0.5035789246446921,0.5035789246446921,high,0.5079098947351605,0.5048149751136117,0.0061983397401544245
calib_even,x2_norm,0.5026443279455055,0.5026443279455055,high,0.5034547386944824,0.5013829528240641,0.00807397308402383,0.5044964005729112,0.5044964005729112,high,0.5085807056824506,0.5048149751136117,0.010558041891086636
calib_even,x_pos,0.49766563485320586,0.5023343651467942,low,0.49792539390949175,0.5013829528240641,-0.002915747533485744,0.49767781273466044,0.5023221872653396,low,0.5018688157095881,0.5048149751136117,-0.002594192075304669
calib_even,y_pos,0.5041261538459254,0.5041261538459254,high,0.5040315651974565,0.5013829528240641,0.0053515858854949055,0.5045699013095211,0.5045699013095211,high,0.5079268157633526,0.5048149751136117,0.0063376955201262
holdout_odd,a0_luma,0.49622746437892157,0.5037725356210785,low,0.5033094298765681,0.5015135375653956,-0.003215615250580372,0.4972162586916674,0.5027837413083326,low,0.5103600735634941,0.5057339140283695,-0.0012690944631347702
holdout_odd,action_delta_abs,0.4998698093821482,0.5001301906178518,low,0.4990176272618887,0.5015135375653956,0.0016102460423151953,0.5017587636390366,0.5017587636390366,high,0.5051061731220431,0.5057339140283695,0.00450144471985399
holdout_odd,action_delta_signed,0.49726126501163725,0.5027387349883627,low,0.498796253570716,0.5015135375653956,-0.006893835299089493,0.4991336640054555,0.5008663359945444,low,0.5050887913442796,0.5057339140283695,-0.005919956310464948
holdout_odd,beta_abs,0.49877960629775425,0.5012203937022457,low,0.49864445764002185,0.5015135375653956,0.00036777333353603994,0.5006836301672236,0.5006836301672236,high,0.5052954666280579,0.5057339140283695,0.0034389247136274712
holdout_odd,border_dist,0.5030567936181414,0.5030567936181414,high,0.5037356982731273,0.5015135375653956,0.0020677645363406127,0.5027436672384036,0.5027436672384036,high,0.5077047938288,0.5057339140283695,0.002438918741329698
holdout_odd,d7c_logit_max,0.5046833044943159,0.5046833044943159,high,0.5063336186819702,0.5015135375653956,0.0075409249358283,0.5078822305947773,0.5078822305947773,high,0.5136533686558535,0.5057339140283695,0.011325538263673102
