risk_threshold,group,fold,seed,val_count,val_positive,roc_auc,pr_auc,top50_positive,precision_at_50,recall_at_50,top50_enrichment,top100_positive,precision_at_100,recall_at_100,top100_enrichment,top200_positive,precision_at_200,recall_at_200,top200_enrichment
-0.2,B5_internal_sensitivity,4,2026,480,17,0.7183331215855673,0.23054683771552495,6.0,0.12,0.35294117647058826,3.388235294117647,7.0,0.07,0.4117647058823529,1.9764705882352944,11.0,0.055,0.6470588235294118,1.5529411764705883
-0.2,B6_spatial_plus_sensitivity,0,3407,480,14,0.799202942979767,0.2842356169465504,7.0,0.14,0.5,4.800000000000001,8.0,0.08,0.5714285714285714,2.742857142857143,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.2,B6_spatial_plus_sensitivity,1,3407,480,14,0.7847946045370938,0.09673458478463788,4.0,0.08,0.2857142857142857,2.742857142857143,7.0,0.07,0.5,2.4000000000000004,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.2,B6_spatial_plus_sensitivity,2,3407,480,10,0.7817021276595745,0.18787612530747788,6.0,0.12,0.6,5.76,7.0,0.07,0.7,3.3600000000000003,8.0,0.04,0.8,1.9200000000000002
-0.2,B6_spatial_plus_sensitivity,3,3407,480,12,0.7252492877492878,0.0648616605710932,5.0,0.1,0.4166666666666667,4.0,7.0,0.07,0.5833333333333334,2.8000000000000003,9.0,0.045,0.75,1.7999999999999998
-0.2,B6_spatial_plus_sensitivity,4,3407,480,17,0.7164273916910177,0.19717940591951996,5.0,0.1,0.29411764705882354,2.823529411764706,8.0,0.08,0.47058823529411764,2.2588235294117647,12.0,0.06,0.7058823529411765,1.6941176470588235
-0.2,B6_spatial_plus_sensitivity,0,3411,480,14,0.7990496627835684,0.284198502431401,7.0,0.14,0.5,4.800000000000001,8.0,0.08,0.5714285714285714,2.742857142857143,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.2,B6_spatial_plus_sensitivity,1,3411,480,14,0.7846413243408952,0.09316315621320932,4.0,0.08,0.2857142857142857,2.742857142857143,7.0,0.07,0.5,2.4000000000000004,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.2,B6_spatial_plus_sensitivity,2,3411,480,10,0.7817021276595745,0.18787612530747788,6.0,0.12,0.6,5.76,7.0,0.07,0.7,3.3600000000000003,8.0,0.04,0.8,1.9200000000000002
-0.2,B6_spatial_plus_sensitivity,3,3411,480,12,0.7252492877492878,0.0648616605710932,5.0,0.1,0.4166666666666667,4.0,7.0,0.07,0.5833333333333334,2.8000000000000003,9.0,0.045,0.75,1.7999999999999998
-0.2,B6_spatial_plus_sensitivity,4,3411,480,17,0.7165544403506543,0.19719799155282544,5.0,0.1,0.29411764705882354,2.823529411764706,8.0,0.08,0.47058823529411764,2.2588235294117647,12.0,0.06,0.7058823529411765,1.6941176470588235
-0.2,B6_spatial_plus_sensitivity,0,2026,480,14,0.799202942979767,0.2842356169465504,7.0,0.14,0.5,4.800000000000001,8.0,0.08,0.5714285714285714,2.742857142857143,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.2,B6_spatial_plus_sensitivity,1,2026,480,14,0.7844880441446965,0.09314239766388059,4.0,0.08,0.2857142857142857,2.742857142857143,7.0,0.07,0.5,2.4000000000000004,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.2,B6_spatial_plus_sensitivity,2,2026,480,10,0.7817021276595745,0.18787612530747788,6.0,0.12,0.6,5.76,7.0,0.07,0.7,3.3600000000000003,8.0,0.04,0.8,1.9200000000000002
-0.2,B6_spatial_plus_sensitivity,3,2026,480,12,0.7252492877492878,0.0648616605710932,5.0,0.1,0.4166666666666667,4.0,7.0,0.07,0.5833333333333334,2.8000000000000003,9.0,0.045,0.75,1.7999999999999998
-0.2,B6_spatial_plus_sensitivity,4,2026,480,17,0.7164273916910177,0.19717940591951996,5.0,0.1,0.29411764705882354,2.823529411764706,8.0,0.08,0.47058823529411764,2.2588235294117647,12.0,0.06,0.7058823529411765,1.6941176470588235
-0.2,B7_all_runtime_spatial_sensitivity,0,3407,480,14,0.7680870631514408,0.2657534742495035,7.0,0.14,0.5,4.800000000000001,9.0,0.09,0.6428571428571429,3.0857142857142854,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.2,B7_all_runtime_spatial_sensitivity,1,3407,480,14,0.7443286327406499,0.08750754294712633,5.0,0.1,0.35714285714285715,3.428571428571429,6.0,0.06,0.42857142857142855,2.057142857142857,10.0,0.05,0.7142857142857143,1.7142857142857144
-0.2,B7_all_runtime_spatial_sensitivity,2,3407,480,10,0.7780851063829787,0.17209103011639018,5.0,0.1,0.5,4.800000000000001,6.0,0.06,0.6,2.88,8.0,0.04,0.8,1.9200000000000002
-0.2,B7_all_runtime_spatial_sensitivity,3,3407,480,12,0.7519586894586895,0.07167591990078194,5.0,0.1,0.4166666666666667,4.0,6.0,0.06,0.5,2.4,10.0,0.05,0.8333333333333334,2.0
-0.2,B7_all_runtime_spatial_sensitivity,4,3407,480,17,0.6999110659382544,0.14699508366334155,6.0,0.12,0.35294117647058826,3.388235294117647,8.0,0.08,0.47058823529411764,2.2588235294117647,13.0,0.065,0.7647058823529411,1.835294117647059
-0.2,B7_all_runtime_spatial_sensitivity,0,3411,480,14,0.7680870631514408,0.2657534742495035,7.0,0.14,0.5,4.800000000000001,9.0,0.09,0.6428571428571429,3.0857142857142854,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.2,B7_all_runtime_spatial_sensitivity,1,3411,480,14,0.6778050275904353,0.07975126066491571,4.0,0.08,0.2857142857142857,2.742857142857143,5.0,0.05,0.35714285714285715,1.7142857142857144,9.0,0.045,0.6428571428571429,1.5428571428571427
-0.2,B7_all_runtime_spatial_sensitivity,2,3411,480,10,0.7140425531914893,0.22839450888938478,5.0,0.1,0.5,4.800000000000001,6.0,0.06,0.6,2.88,7.0,0.035,0.7,1.6800000000000002
-0.2,B7_all_runtime_spatial_sensitivity,3,3411,480,12,0.7519586894586895,0.07167591990078194,5.0,0.1,0.4166666666666667,4.0,6.0,0.06,0.5,2.4,10.0,0.05,0.8333333333333334,2.0
-0.2,B7_all_runtime_spatial_sensitivity,4,3411,480,17,0.6469317748697752,0.0980066807675553,5.0,0.1,0.29411764705882354,2.823529411764706,6.0,0.06,0.35294117647058826,1.6941176470588235,10.0,0.05,0.5882352941176471,1.411764705882353
-0.2,B7_all_runtime_spatial_sensitivity,0,2026,480,14,0.8137645616186389,0.2453151667561322,8.0,0.16,0.5714285714285714,5.485714285714286,9.0,0.09,0.6428571428571429,3.0857142857142854,12.0,0.06,0.8571428571428571,2.057142857142857
-0.2,B7_all_runtime_spatial_sensitivity,1,2026,480,14,0.677038626609442,0.07968786025723755,4.0,0.08,0.2857142857142857,2.742857142857143,5.0,0.05,0.35714285714285715,1.7142857142857144,9.0,0.045,0.6428571428571429,1.5428571428571427
-0.2,B7_all_runtime_spatial_sensitivity,2,2026,480,10,0.7780851063829787,0.17209103011639018,5.0,0.1,0.5,4.800000000000001,6.0,0.06,0.6,2.88,8.0,0.04,0.8,1.9200000000000002
-0.2,B7_all_runtime_spatial_sensitivity,3,2026,480,12,0.7521367521367521,0.07169756492242695,5.0,0.1,0.4166666666666667,4.0,6.0,0.06,0.5,2.4,10.0,0.05,0.8333333333333334,2.0
-0.2,B7_all_runtime_spatial_sensitivity,4,2026,480,17,0.6470588235294118,0.0980126074968823,5.0,0.1,0.29411764705882354,2.823529411764706,6.0,0.06,0.35294117647058826,1.6941176470588235,10.0,0.05,0.5882352941176471,1.411764705882353
-0.3,B3_internal_spatial,0,3407,480,12,0.8612891737891738,0.3319341373847599,6.0,0.12,0.5,4.8,9.0,0.09,0.75,3.5999999999999996,11.0,0.055,0.9166666666666666,2.1999999999999997
-0.3,B3_internal_spatial,1,3407,480,10,0.7587234042553191,0.07491916618989516,4.0,0.08,0.4,3.8400000000000003,6.0,0.06,0.6,2.88,8.0,0.04,0.8,1.9200000000000002
-0.3,B3_internal_spatial,2,3407,480,8,0.8207097457627118,0.20851756594170884,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B3_internal_spatial,3,3407,480,9,0.8249587166784619,0.11009349766795523,6.0,0.12,0.6666666666666666,6.4,7.0,0.07,0.7777777777777778,3.733333333333334,8.0,0.04,0.8888888888888888,2.1333333333333333
-0.3,B3_internal_spatial,4,3407,480,14,0.8099325567136726,0.19935254561178523,6.0,0.12,0.42857142857142855,4.114285714285714,9.0,0.09,0.6428571428571429,3.0857142857142854,12.0,0.06,0.8571428571428571,2.057142857142857
-0.3,B3_internal_spatial,0,3411,480,12,0.8612891737891738,0.3319341373847599,6.0,0.12,0.5,4.8,9.0,0.09,0.75,3.5999999999999996,11.0,0.055,0.9166666666666666,2.1999999999999997
-0.3,B3_internal_spatial,1,3411,480,10,0.7587234042553191,0.07491916618989516,4.0,0.08,0.4,3.8400000000000003,6.0,0.06,0.6,2.88,8.0,0.04,0.8,1.9200000000000002
-0.3,B3_internal_spatial,2,3411,480,8,0.8207097457627118,0.20851756594170884,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B3_internal_spatial,3,3411,480,9,0.8249587166784619,0.11009349766795523,6.0,0.12,0.6666666666666666,6.4,7.0,0.07,0.7777777777777778,3.733333333333334,8.0,0.04,0.8888888888888888,2.1333333333333333
-0.3,B3_internal_spatial,4,3411,480,14,0.8099325567136726,0.19935254561178523,6.0,0.12,0.42857142857142855,4.114285714285714,9.0,0.09,0.6428571428571429,3.0857142857142854,12.0,0.06,0.8571428571428571,2.057142857142857
-0.3,B3_internal_spatial,0,2026,480,12,0.8612891737891738,0.3319341373847599,6.0,0.12,0.5,4.8,9.0,0.09,0.75,3.5999999999999996,11.0,0.055,0.9166666666666666,2.1999999999999997
-0.3,B3_internal_spatial,1,2026,480,10,0.7587234042553191,0.07491916618989516,4.0,0.08,0.4,3.8400000000000003,6.0,0.06,0.6,2.88,8.0,0.04,0.8,1.9200000000000002
-0.3,B3_internal_spatial,2,2026,480,8,0.8207097457627118,0.20851756594170884,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B3_internal_spatial,3,2026,480,9,0.8249587166784619,0.11009349766795523,6.0,0.12,0.6666666666666666,6.4,7.0,0.07,0.7777777777777778,3.733333333333334,8.0,0.04,0.8888888888888888,2.1333333333333333
-0.3,B3_internal_spatial,4,2026,480,14,0.8099325567136726,0.19935254561178523,6.0,0.12,0.42857142857142855,4.114285714285714,9.0,0.09,0.6428571428571429,3.0857142857142854,12.0,0.06,0.8571428571428571,2.057142857142857
-0.3,B4_hazy_plus_internal_spatial,0,3407,480,12,0.875,0.3185611456760687,8.0,0.16,0.6666666666666666,6.3999999999999995,10.0,0.1,0.8333333333333334,4.0,11.0,0.055,0.9166666666666666,2.1999999999999997
-0.3,B4_hazy_plus_internal_spatial,1,3407,480,10,0.7351063829787234,0.10849285666811834,4.0,0.08,0.4,3.8400000000000003,6.0,0.06,0.6,2.88,7.0,0.035,0.7,1.6800000000000002
-0.3,B4_hazy_plus_internal_spatial,2,3407,480,8,0.8148834745762712,0.16018436269990116,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,7.0,0.035,0.875,2.1
-0.3,B4_hazy_plus_internal_spatial,3,3407,480,9,0.7794291106393018,0.13475819524612886,6.0,0.12,0.6666666666666666,6.4,7.0,0.07,0.7777777777777778,3.733333333333334,7.0,0.035,0.7777777777777778,1.866666666666667
-0.3,B4_hazy_plus_internal_spatial,4,3407,480,14,0.7722256284488044,0.14859389505593668,6.0,0.12,0.42857142857142855,4.114285714285714,7.0,0.07,0.5,2.4000000000000004,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.3,B4_hazy_plus_internal_spatial,0,3411,480,12,0.8748219373219374,0.31855109946349086,8.0,0.16,0.6666666666666666,6.3999999999999995,10.0,0.1,0.8333333333333334,4.0,11.0,0.055,0.9166666666666666,2.1999999999999997
-0.3,B4_hazy_plus_internal_spatial,1,3411,480,10,0.7351063829787234,0.10849285666811834,4.0,0.08,0.4,3.8400000000000003,6.0,0.06,0.6,2.88,7.0,0.035,0.7,1.6800000000000002
-0.3,B4_hazy_plus_internal_spatial,2,3411,480,8,0.8148834745762712,0.16018436269990116,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,7.0,0.035,0.875,2.1
-0.3,B4_hazy_plus_internal_spatial,3,3411,480,9,0.7794291106393018,0.13475819524612886,6.0,0.12,0.6666666666666666,6.4,7.0,0.07,0.7777777777777778,3.733333333333334,7.0,0.035,0.7777777777777778,1.866666666666667
-0.3,B4_hazy_plus_internal_spatial,4,3411,480,14,0.772378908645003,0.14864334370351615,6.0,0.12,0.42857142857142855,4.114285714285714,7.0,0.07,0.5,2.4000000000000004,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.3,B4_hazy_plus_internal_spatial,0,2026,480,12,0.8748219373219374,0.31855109946349086,8.0,0.16,0.6666666666666666,6.3999999999999995,10.0,0.1,0.8333333333333334,4.0,11.0,0.055,0.9166666666666666,2.1999999999999997
-0.3,B4_hazy_plus_internal_spatial,1,2026,480,10,0.7351063829787234,0.10849285666811834,4.0,0.08,0.4,3.8400000000000003,6.0,0.06,0.6,2.88,7.0,0.035,0.7,1.6800000000000002
-0.3,B4_hazy_plus_internal_spatial,2,2026,480,8,0.8148834745762712,0.16018436269990116,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,7.0,0.035,0.875,2.1
-0.3,B4_hazy_plus_internal_spatial,3,2026,480,9,0.7794291106393018,0.13475819524612886,6.0,0.12,0.6666666666666666,6.4,7.0,0.07,0.7777777777777778,3.733333333333334,7.0,0.035,0.7777777777777778,1.866666666666667
-0.3,B4_hazy_plus_internal_spatial,4,2026,480,14,0.7722256284488044,0.14863451227777078,6.0,0.12,0.42857142857142855,4.114285714285714,7.0,0.07,0.5,2.4000000000000004,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.3,B5_internal_sensitivity,0,3407,480,12,0.8073361823361823,0.1411408672702767,7.0,0.14,0.5833333333333334,5.6000000000000005,8.0,0.08,0.6666666666666666,3.1999999999999997,10.0,0.05,0.8333333333333334,2.0
-0.3,B5_internal_sensitivity,1,3407,480,10,0.7061702127659575,0.04669069604885895,3.0,0.06,0.3,2.88,5.0,0.05,0.5,2.4000000000000004,7.0,0.035,0.7,1.6800000000000002
-0.3,B5_internal_sensitivity,2,3407,480,8,0.7767478813559322,0.17652187701355035,3.0,0.06,0.375,3.6,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B5_internal_sensitivity,3,3407,480,9,0.8398207124321774,0.07993125477090218,5.0,0.1,0.5555555555555556,5.333333333333334,7.0,0.07,0.7777777777777778,3.733333333333334,8.0,0.04,0.8888888888888888,2.1333333333333333
-0.3,B5_internal_sensitivity,4,3407,480,14,0.7975168608215818,0.24623562525433584,6.0,0.12,0.42857142857142855,4.114285714285714,8.0,0.08,0.5714285714285714,2.742857142857143,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.3,B5_internal_sensitivity,0,3411,480,12,0.8073361823361823,0.1411408672702767,7.0,0.14,0.5833333333333334,5.6000000000000005,8.0,0.08,0.6666666666666666,3.1999999999999997,10.0,0.05,0.8333333333333334,2.0
-0.3,B5_internal_sensitivity,1,3411,480,10,0.7061702127659575,0.04669069604885895,3.0,0.06,0.3,2.88,5.0,0.05,0.5,2.4000000000000004,7.0,0.035,0.7,1.6800000000000002
-0.3,B5_internal_sensitivity,2,3411,480,8,0.7767478813559322,0.17652187701355035,3.0,0.06,0.375,3.6,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B5_internal_sensitivity,3,3411,480,9,0.8400566171266808,0.08006928099588492,5.0,0.1,0.5555555555555556,5.333333333333334,7.0,0.07,0.7777777777777778,3.733333333333334,8.0,0.04,0.8888888888888888,2.1333333333333333
-0.3,B5_internal_sensitivity,4,3411,480,14,0.7975168608215818,0.24623562525433584,6.0,0.12,0.42857142857142855,4.114285714285714,8.0,0.08,0.5714285714285714,2.742857142857143,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.3,B5_internal_sensitivity,0,2026,480,12,0.8073361823361823,0.1411408672702767,7.0,0.14,0.5833333333333334,5.6000000000000005,8.0,0.08,0.6666666666666666,3.1999999999999997,10.0,0.05,0.8333333333333334,2.0
-0.3,B5_internal_sensitivity,1,2026,480,10,0.7061702127659575,0.04669069604885895,3.0,0.06,0.3,2.88,5.0,0.05,0.5,2.4000000000000004,7.0,0.035,0.7,1.6800000000000002
-0.3,B5_internal_sensitivity,2,2026,480,8,0.7764830508474576,0.17641927783434377,3.0,0.06,0.375,3.6,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B5_internal_sensitivity,3,2026,480,9,0.8400566171266808,0.08006928099588492,5.0,0.1,0.5555555555555556,5.333333333333334,7.0,0.07,0.7777777777777778,3.733333333333334,8.0,0.04,0.8888888888888888,2.1333333333333333
-0.3,B5_internal_sensitivity,4,2026,480,14,0.7975168608215818,0.24623562525433584,6.0,0.12,0.42857142857142855,4.114285714285714,8.0,0.08,0.5714285714285714,2.742857142857143,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.3,B6_spatial_plus_sensitivity,0,3407,480,12,0.8299501424501424,0.26719325094388624,6.0,0.12,0.5,4.8,8.0,0.08,0.6666666666666666,3.1999999999999997,11.0,0.055,0.9166666666666666,2.1999999999999997
-0.3,B6_spatial_plus_sensitivity,1,3407,480,10,0.7312765957446808,0.05666474887389147,4.0,0.08,0.4,3.8400000000000003,5.0,0.05,0.5,2.4000000000000004,7.0,0.035,0.7,1.6800000000000002
-0.3,B6_spatial_plus_sensitivity,2,3407,480,8,0.808792372881356,0.17073580968901564,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B6_spatial_plus_sensitivity,3,3407,480,9,0.8292050011795234,0.09195956918051133,7.0,0.14,0.7777777777777778,7.466666666666668,7.0,0.07,0.7777777777777778,3.733333333333334,8.0,0.04,0.8888888888888888,2.1333333333333333
-0.3,B6_spatial_plus_sensitivity,4,3407,480,14,0.8113120784794604,0.22338042429110988,6.0,0.12,0.42857142857142855,4.114285714285714,7.0,0.07,0.5,2.4000000000000004,12.0,0.06,0.8571428571428571,2.057142857142857
-0.3,B6_spatial_plus_sensitivity,0,3411,480,12,0.8299501424501424,0.26719325094388624,6.0,0.12,0.5,4.8,8.0,0.08,0.6666666666666666,3.1999999999999997,11.0,0.055,0.9166666666666666,2.1999999999999997
-0.3,B6_spatial_plus_sensitivity,1,3411,480,10,0.7312765957446808,0.05666474887389147,4.0,0.08,0.4,3.8400000000000003,5.0,0.05,0.5,2.4000000000000004,7.0,0.035,0.7,1.6800000000000002
-0.3,B6_spatial_plus_sensitivity,2,3411,480,8,0.8085275423728814,0.1707291154420515,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B6_spatial_plus_sensitivity,3,3411,480,9,0.82896909648502,0.09167466889561104,7.0,0.14,0.7777777777777778,7.466666666666668,7.0,0.07,0.7777777777777778,3.733333333333334,8.0,0.04,0.8888888888888888,2.1333333333333333
-0.3,B6_spatial_plus_sensitivity,4,3411,480,14,0.8113120784794604,0.22338042429110988,6.0,0.12,0.42857142857142855,4.114285714285714,7.0,0.07,0.5,2.4000000000000004,12.0,0.06,0.8571428571428571,2.057142857142857
-0.3,B6_spatial_plus_sensitivity,0,2026,480,12,0.8299501424501424,0.26719325094388624,6.0,0.12,0.5,4.8,8.0,0.08,0.6666666666666666,3.1999999999999997,11.0,0.055,0.9166666666666666,2.1999999999999997
-0.3,B6_spatial_plus_sensitivity,1,2026,480,10,0.7312765957446808,0.05666474887389147,4.0,0.08,0.4,3.8400000000000003,5.0,0.05,0.5,2.4000000000000004,7.0,0.035,0.7,1.6800000000000002
-0.3,B6_spatial_plus_sensitivity,2,2026,480,8,0.808792372881356,0.17073580968901564,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B6_spatial_plus_sensitivity,3,2026,480,9,0.8292050011795234,0.09195956918051133,7.0,0.14,0.7777777777777778,7.466666666666668,7.0,0.07,0.7777777777777778,3.733333333333334,8.0,0.04,0.8888888888888888,2.1333333333333333
-0.3,B6_spatial_plus_sensitivity,4,2026,480,14,0.8113120784794604,0.22338042429110988,6.0,0.12,0.42857142857142855,4.114285714285714,7.0,0.07,0.5,2.4000000000000004,12.0,0.06,0.8571428571428571,2.057142857142857
-0.3,B7_all_runtime_spatial_sensitivity,0,3407,480,12,0.8279914529914529,0.30986432181095025,8.0,0.16,0.6666666666666666,6.3999999999999995,8.0,0.08,0.6666666666666666,3.1999999999999997,10.0,0.05,0.8333333333333334,2.0
-0.3,B7_all_runtime_spatial_sensitivity,1,3407,480,10,0.7059574468085107,0.07330946490084583,4.0,0.08,0.4,3.8400000000000003,6.0,0.06,0.6,2.88,7.0,0.035,0.7,1.6800000000000002
-0.3,B7_all_runtime_spatial_sensitivity,2,3407,480,8,0.7939618644067796,0.16714184937869148,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B7_all_runtime_spatial_sensitivity,3,3407,480,9,0.7848549186128804,0.11088806810431111,6.0,0.12,0.6666666666666666,6.4,6.0,0.06,0.6666666666666666,3.2,7.0,0.035,0.7777777777777778,1.866666666666667
-0.3,B7_all_runtime_spatial_sensitivity,4,3407,480,14,0.778969957081545,0.17006488866390782,5.0,0.1,0.35714285714285715,3.428571428571429,9.0,0.09,0.6428571428571429,3.0857142857142854,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.3,B7_all_runtime_spatial_sensitivity,0,3411,480,12,0.8281695156695157,0.3099235822407859,8.0,0.16,0.6666666666666666,6.3999999999999995,8.0,0.08,0.6666666666666666,3.1999999999999997,10.0,0.05,0.8333333333333334,2.0
-0.3,B7_all_runtime_spatial_sensitivity,1,3411,480,10,0.7059574468085107,0.07330946490084583,4.0,0.08,0.4,3.8400000000000003,6.0,0.06,0.6,2.88,7.0,0.035,0.7,1.6800000000000002
-0.3,B7_all_runtime_spatial_sensitivity,2,3411,480,8,0.8034957627118644,0.18344074116132938,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B7_all_runtime_spatial_sensitivity,3,3411,480,9,0.7855626326963907,0.11094271722644272,6.0,0.12,0.6666666666666666,6.4,6.0,0.06,0.6666666666666666,3.2,7.0,0.035,0.7777777777777778,1.866666666666667
-0.3,B7_all_runtime_spatial_sensitivity,4,3411,480,14,0.778969957081545,0.17006488866390782,5.0,0.1,0.35714285714285715,3.428571428571429,9.0,0.09,0.6428571428571429,3.0857142857142854,11.0,0.055,0.7857142857142857,1.8857142857142857
-0.3,B7_all_runtime_spatial_sensitivity,0,2026,480,12,0.854522792022792,0.336812237678297,8.0,0.16,0.6666666666666666,6.3999999999999995,9.0,0.09,0.75,3.5999999999999996,10.0,0.05,0.8333333333333334,2.0
-0.3,B7_all_runtime_spatial_sensitivity,1,2026,480,10,0.7051063829787234,0.07291220783200782,4.0,0.08,0.4,3.8400000000000003,6.0,0.06,0.6,2.88,7.0,0.035,0.7,1.6800000000000002
-0.3,B7_all_runtime_spatial_sensitivity,2,2026,480,8,0.8034957627118644,0.18344074116132938,6.0,0.12,0.75,7.2,6.0,0.06,0.75,3.6,6.0,0.03,0.75,1.8
-0.3,B7_all_runtime_spatial_sensitivity,3,2026,480,9,0.7822599669733428,0.10919569319409488,6.0,0.12,0.6666666666666666,6.4,6.0,0.06,0.6666666666666666,3.2,7.0,0.035,0.7777777777777778,1.866666666666667
-0.3,B7_all_runtime_spatial_sensitivity,4,2026,480,14,0.778969957081545,0.17006488866390782,5.0,0.1,0.35714285714285715,3.428571428571429,9.0,0.09,0.6428571428571429,3.0857142857142854,11.0,0.055,0.7857142857142857,1.8857142857142857
