oracle,scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
S0_fulludp_alpha,all,600,0.5458499304453532,0.49600262546539303,0.45553127288818357,0.34838801256815594,0.7353954823811849,0.0,0.735,0.6982717120459301,1.0,0,0.0,0.006361933328210577
S1_plus_expert_alpha,all,600,1.7503897507985433,1.6607006886800129,2.537715161641439,2.3373065840403235,1.0435833485921224,0.0,0.985,0.9717400774599938,1.0,0,0.0,0.006361933328210577
gain_over_S0,all,600,1.20453982035319,1.1157664620081584,2.082183888753255,1.86458216603597,0.3081878662109375,0.0,0.7066666666666667,0.6690133642720903,1.0,0,0.0,0.006361933328210577
