oracle,scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
S0_fulludp_alpha,all,600,0.5458499304453532,0.49600262546539303,0.45553127288818357,0.34838801256815594,0.7353954823811849,0.0,0.735,0.6982717120459301,1.0,0,0.0,0.006361933328210577
S1_plus_expert_alpha,all,600,3.370075445175171,3.269756244977315,4.909155438741048,4.758979379653931,1.5824099731445314,0.0,1.0,0.9936380666717896,1.0,0,0.0,0.006361933328210577
gain_over_S0,all,600,2.8242255147298176,2.708854065577189,4.453624165852864,4.2838412901560465,0.8470144907633463,0.0,0.9066666666666666,0.880733078830851,1.0,0,0.0,0.006361933328210577
