scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
all,600,3.5780522632598877,3.3187336568832397,8.276923433939617,7.896319922765096,-1.0485372416178385,0.0013194296757380168,0.7683333333333333,0.7329316940097966,0.7683333333333333,124,124.0,0.24088336534710333
val_regular,300,1.4507401275634766,1.077621873855591,6.116619720458984,5.5640916188557945,-1.9224696350097656,0.0005994153022766114,0.5733333333333334,0.5167848970036206,0.5733333333333334,117,234.0,0.44625247849428934
val_hard,300,5.7053643989562985,5.402861649831136,8.933579279581705,8.38279045232137,2.9999374389648437,0.0020394440491994224,0.9633333333333334,0.9355455130036123,0.9633333333333334,7,14.0,0.04737255433287896
