ablation,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,mean_drop_vs_full,hard_drop_vs_full
full,600,3.6624197928110758,3.5711382710138957,4.929342486063639,4.7868285020192465,2.282163976033529,1.0,0.9936380666717896,1.0,0,0.0,0.006361933328210577,,
remove_wdmamba,600,2.1160281244913737,2.0415858483314517,2.2522710927327476,2.097527561187744,1.9726732381184895,0.99,0.9783561648617456,1.0,0,0.0,0.006361933328210577,1.546391668319702,2.6770713933308916
remove_fsudp,600,3.370075445175171,3.269756244977315,4.909155438741048,4.758979379653931,1.5824099731445314,1.0,0.9936380666717896,1.0,0,0.0,0.006361933328210577,0.2923443476359049,0.020187047322591134
