scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
all,600,2.64239156405131,2.4651516928672788,4.206926918029785,3.81132288869222,1.2047945404052733,0.0019294390082359315,0.8583333333333333,0.8281468238305398,0.8583333333333333,71,71.0,0.14663887240619716
val_regular,300,2.0202247873942056,1.7919732033411662,3.509223887125651,3.0176584739685057,1.0433573404947916,0.0011868943770726522,0.8166666666666667,0.7689704376794907,0.8166666666666667,46,92.0,0.1984669639866331
val_hard,300,3.264558340708415,3.0068691409428916,4.213256810506185,3.6670431811014814,2.1171060689290364,0.0026719836393992104,0.9,0.8608327216490345,0.9,25,50.0,0.12012238097512637
