split,name,A0_PSNR,A0_SSIM,FullUDP_PSNR,fulludp_dPSNR,feature_input_mean,feature_input_std,feature_input_grad_mean,feature_input_dark_mean,feature_depth_mean,feature_depth_std,feature_depth_grad_mean,feature_a0_mean,feature_a0_std,feature_a0_grad_mean,feature_a0_saturation_high,feature_a0_saturation_low,feature_udp_mean,feature_udp_std,feature_udp_grad_mean,feature_diff_signed_mean,feature_diff_abs_mean,feature_diff_abs_std,feature_diff_abs_p50,feature_diff_abs_p90,feature_diff_abs_p95,feature_diff_abs_max,feature_diff_grad_mean,feature_diff_to_a0_ratio,feature_a0_udp_psnr,input_edge_density,input_low_texture_proxy,dark_channel_mean,sky_highlight_proxy,airlight_proxy_p99,transmission_mean,transmission_std,haze_density_mean,haze_density_p90,S0_dPSNR,S0_action,wdmamba_best_dPSNR,wdmamba_best_action,wdmamba_endpoint_dPSNR,wdmamba_fulludp_mae,wdmamba_residual_cosine,fsudp_best_dPSNR,fsudp_best_action,fsudp_endpoint_dPSNR,fsudp_fulludp_mae,fsudp_residual_cosine,mbtaylor_best_dPSNR,mbtaylor_best_action,mbtaylor_endpoint_dPSNR,mbtaylor_fulludp_mae,mbtaylor_residual_cosine,S1_dPSNR,S1_action,S1_gain_over_S0,S1_selected_expert,S2_dPSNR,S2_action,S2_gain_over_S0,S2_selected_expert,S3_dPSNR,S3_action,S3_gain_over_S0,S3_selected_expert
val_regular,1012_0.85_1.28.png,38.416282653808594,0.9647232890129089,39.37397003173828,0.9576873779296875,0.4813558757305145,0.1974620670080185,0.029348760843276978,0.4600957930088043,0.3490390181541443,0.3623414635658264,0.0028135180473327637,0.1588028371334076,0.20605865120887756,0.04951542615890503,0.0014604167081415653,0.031218750402331352,0.15856152772903442,0.2089429795742035,0.0494694784283638,-0.00024129927624017,0.006809741724282503,0.00491960858926177,0.006080809980630875,0.01332368329167366,0.015580185689032078,0.03900212049484253,0.0011916867224499583,0.042881738394498825,41.513484954833984,0.029348760843276978,-0.1974622756242752,0.4600957930088043,0.05053124949336052,0.900653600692749,0.3787277936935425,0.2641918957233429,0.6212722063064575,0.9686274528503418,1.087249755859375,fulludp:alpha=0.5,4.124427795410156,wdmamba:alpha=0.5,3.9469833374023438,0.008811497129499912,0.5728628635406494,5.279109954833984,fsudp:alpha=0.5,2.3772430419921875,0.012532981112599373,0.5311480760574341,0.2626457214355469,mbtaylor:alpha=0.375,-0.542816162109375,0.008219563402235508,0.19441495835781097,4.124427795410156,wdmamba:alpha=0.5,3.0371780395507812,wdmamba,5.279109954833984,fsudp:alpha=0.5,4.191860198974609,fsudp,5.279109954833984,fsudp:alpha=0.5,4.191860198974609,fsudp
val_regular,1016_0.8_1.72.png,39.61763381958008,0.9955521821975708,37.48888397216797,-2.1287498474121094,0.6316078305244446,0.22116275131702423,0.011839833110570908,0.6149551868438721,0.3332337737083435,0.29338309168815613,0.0015870134811848402,0.3663497865200043,0.2982361614704132,0.026896225288510323,0.026658333837985992,0.0007249999907799065,0.36966797709465027,0.2946512699127197,0.026628324761986732,0.0033182096667587757,0.007467190735042095,0.006425474304705858,0.005753368139266968,0.016086168587207794,0.019622506573796272,0.06094157695770264,0.0009450443903915584,0.020382679998874664,40.1302375793457,0.011839833110570908,-0.22116298973560333,0.6149551868438721,0.2894437313079834,0.9633986949920654,0.31558963656425476,0.23425181210041046,0.6844104528427124,0.9647058844566345,0.079437255859375,fulludp:alpha=0.125,1.9933280944824219,wdmamba:alpha=0.5,-0.03185272216796875,0.011227917857468128,0.18126153945922852,1.5763473510742188,fsudp:alpha=0.5,0.5155143737792969,0.009408530779182911,0.24189434945583344,1.3836822509765625,mbtaylor:alpha=0.5,-0.713409423828125,0.012048616074025631,0.12323804944753647,1.9933280944824219,wdmamba:alpha=0.5,1.9138908386230469,wdmamba,1.9933280944824219,wdmamba:alpha=0.5,1.9138908386230469,wdmamba,1.9933280944824219,wdmamba:alpha=0.5,1.9138908386230469,wdmamba
val_regular,1023_0.5_1.87.png,37.465614318847656,0.9968034625053406,32.5631103515625,-4.902503967285156,0.588937520980835,0.16294759511947632,0.019141506403684616,0.558870792388916,0.3193304240703583,0.24783973395824432,0.00385301373898983,0.5917239785194397,0.2869322896003723,0.02711762860417366,0.01216666679829359,0.02370000071823597,0.590861439704895,0.27910560369491577,0.02710956521332264,-0.0008625013870187104,0.009989672340452671,0.008405126631259918,0.007414326071739197,0.023172546178102493,0.026780257001519203,0.07108688354492188,0.0011619867291301489,0.016882317140698433,37.68429183959961,0.019141506403684616,-0.16294775903224945,0.558870792388916,0.07672499865293503,0.9320261478424072,0.2341553270816803,0.19344209134578705,0.7658447027206421,0.9803921580314636,0.0,fulludp:alpha=0.0,0.3813323974609375,wdmamba:alpha=0.25,-1.9154815673828125,0.013266114518046379,0.11316736042499542,1.9171981811523438,fsudp:alpha=0.5,2.6771087646484375,0.013691860251128674,-0.27465683221817017,1.4308013916015625,mbtaylor:alpha=0.5,1.2672119140625,0.014809386804699898,-0.31783443689346313,0.3813323974609375,wdmamba:alpha=0.25,0.3813323974609375,wdmamba,1.9171981811523438,fsudp:alpha=0.5,1.9171981811523438,fsudp,1.9171981811523438,fsudp:alpha=0.5,1.9171981811523438,fsudp
val_regular,1031_0.76_0.7.png,42.84375762939453,0.9985350370407104,42.43931198120117,-0.4044456481933594,0.5751945972442627,0.29778632521629333,0.022575749084353447,0.5576941967010498,0.19947195053100586,0.2095307856798172,0.0031511131674051285,0.4634835422039032,0.3855420649051666,0.030335187911987305,0.08167500048875809,0.08713958412408829,0.4662022888660431,0.38463130593299866,0.030132245272397995,0.0027187527157366276,0.004020757507532835,0.0039523509331047535,0.0030562877655029297,0.008181165903806686,0.010797143913805485,0.047293394804000854,0.0005430023302324116,0.00867508165538311,44.97743225097656,0.022575749084353447,-0.2977866232395172,0.5576941967010498,0.36768749356269836,0.9816993474960327,0.3034047782421112,0.19059257209300995,0.6965951919555664,0.9254902005195618,0.49050140380859375,fulludp:alpha=0.375,2.1961288452148438,wdmamba:alpha=0.5,0.9187202453613281,0.007249774411320686,-0.02021130360662937,2.0549583435058594,fsudp:alpha=0.5,2.5566368103027344,0.006213628686964512,-0.029415303841233253,2.093780517578125,mbtaylor:alpha=0.5,0.5524063110351562,0.007059169467538595,0.08114679157733917,2.1961288452148438,wdmamba:alpha=0.5,1.70562744140625,wdmamba,2.1961288452148438,wdmamba:alpha=0.5,1.70562744140625,wdmamba,2.1961288452148438,wdmamba:alpha=0.5,1.70562744140625,wdmamba
val_regular,1035_0.76_1.14.png,33.747764587402344,0.9929153919219971,34.61579132080078,0.8680267333984375,0.5878452658653259,0.24302826821804047,0.012625273317098618,0.5399232506752014,0.2766101062297821,0.27163562178611755,0.0022448161616921425,0.4199669063091278,0.29990464448928833,0.01938530243933201,0.012110416777431965,0.0010541666997596622,0.4190555512905121,0.29801204800605774,0.019367624074220657,-0.0009113646228797734,0.00506059592589736,0.0043794442899525166,0.00400109589099884,0.01086739543825388,0.014374924823641777,0.04276660084724426,0.0005620936863124371,0.012049986980855465,43.4882698059082,0.012625273317098618,-0.24302852153778076,0.5399232506752014,0.2620687484741211,0.9189542531967163,0.29967162013053894,0.28180038928985596,0.7003284096717834,0.9843137264251709,0.5409889221191406,fulludp:alpha=0.5,5.3785858154296875,wdmamba:alpha=0.5,8.725372314453125,0.015388322994112968,0.44208571314811707,3.194183349609375,fsudp:alpha=0.5,7.113384246826172,0.009513271041214466,0.47936832904815674,5.104667663574219,mbtaylor:alpha=0.5,5.502662658691406,0.016318904235959053,0.43032702803611755,5.3785858154296875,wdmamba:alpha=0.5,4.837596893310547,wdmamba,5.3785858154296875,wdmamba:alpha=0.5,4.837596893310547,wdmamba,5.3785858154296875,wdmamba:alpha=0.5,4.837596893310547,wdmamba
val_regular,1037_0.89_0.54.png,35.944435119628906,0.9982537031173706,35.36072540283203,-0.583709716796875,0.509293794631958,0.26422250270843506,0.02283022552728653,0.4881669282913208,0.22581632435321808,0.21519915759563446,0.0028356064576655626,0.48174718022346497,0.27277952432632446,0.023726917803287506,0.016629166901111603,0.00010208333696937189,0.4788971543312073,0.27188774943351746,0.02373737096786499,-0.002849979093298316,0.0047249505296349525,0.0031831872183829546,0.004647940397262573,0.00849536620080471,0.010274833999574184,0.026217252016067505,0.0003725761780515313,0.009807946160435677,44.886802673339844,0.02283022552728653,-0.26422277092933655,0.4881669282913208,0.24717499315738678,0.988235354423523,0.2954753637313843,0.19253240525722504,0.7045246362686157,0.9254902005195618,0.0,fulludp:alpha=0.0,4.103649139404297,wdmamba:alpha=0.5,6.439716339111328,0.012285297736525536,0.06390564888715744,0.0226898193359375,fsudp:alpha=0.25,-0.2718849182128906,0.00432214979082346,0.4101743698120117,1.6090126037597656,mbtaylor:alpha=0.5,2.0819778442382812,0.01117134653031826,-0.1380942463874817,4.103649139404297,wdmamba:alpha=0.5,4.103649139404297,wdmamba,4.103649139404297,wdmamba:alpha=0.5,4.103649139404297,wdmamba,4.103649139404297,wdmamba:alpha=0.5,4.103649139404297,wdmamba
val_regular,1039_0.79_1.79.png,32.14398956298828,0.9955849051475525,31.58839225769043,-0.5555973052978516,0.6747772693634033,0.1803303062915802,0.015789035707712173,0.6588711738586426,0.2120363414287567,0.21180245280265808,0.002595474710687995,0.48417988419532776,0.27620208263397217,0.023733709007501602,0.015412500128149986,8.541666466044262e-05,0.48540371656417847,0.27625393867492676,0.023630458861589432,0.001223825034685433,0.004966018721461296,0.004259081091731787,0.00385892391204834,0.010330677032470703,0.01284179650247097,0.0684986412525177,0.0006241694209165871,0.01025655772536993,43.68545150756836,0.015789035707712173,-0.18033050000667572,0.6588711738586426,0.3652375042438507,0.9647058844566345,0.197880819439888,0.17188496887683868,0.802119255065918,0.9647058844566345,0.0,fulludp:alpha=0.0,4.772541046142578,wdmamba:alpha=0.5,8.652385711669922,0.01773194409906864,-0.20546330511569977,0.18603134155273438,fsudp:alpha=0.25,-0.9534702301025391,0.015872718766331673,-0.17891015112400055,0.7164459228515625,mbtaylor:alpha=0.5,0.2741508483886719,0.015301890671253204,-0.05230775848031044,4.772541046142578,wdmamba:alpha=0.5,4.772541046142578,wdmamba,4.772541046142578,wdmamba:alpha=0.5,4.772541046142578,wdmamba,4.772541046142578,wdmamba:alpha=0.5,4.772541046142578,wdmamba
val_regular,1063_0.51_1.61.png,34.06106948852539,0.9881767630577087,29.454479217529297,-4.606590270996094,0.6296319365501404,0.20566247403621674,0.008460633456707,0.6171346306800842,0.2654486298561096,0.25950878858566284,0.0019110625144094229,0.40235602855682373,0.30822446942329407,0.014418479986488819,0.025310417637228966,0.016431249678134918,0.4167875647544861,0.31231212615966797,0.014724543318152428,0.014431559480726719,0.015702689066529274,0.010707465931773186,0.013654828071594238,0.03213448077440262,0.0343591682612896,0.05654442310333252,0.0008352474542334676,0.03902685269713402,34.4222297668457,0.008460633456707,-0.20566269755363464,0.6171346306800842,0.32989373803138733,0.9529411792755127,0.22697295248508453,0.2020587921142578,0.7730270624160767,0.95686274766922,0.0,fulludp:alpha=0.0,4.02166748046875,wdmamba:alpha=0.5,6.734333038330078,0.026762481778860092,-0.4936402142047882,2.7633285522460938,fsudp:alpha=0.5,5.7232513427734375,0.02187962830066681,-0.5233718752861023,1.3486328125,mbtaylor:alpha=0.5,0.9812088012695312,0.02303455024957657,-0.5689751505851746,4.02166748046875,wdmamba:alpha=0.5,4.02166748046875,wdmamba,4.02166748046875,wdmamba:alpha=0.5,4.02166748046875,wdmamba,4.02166748046875,wdmamba:alpha=0.5,4.02166748046875,wdmamba
val_regular,1076_0.71_1.18.png,35.23798370361328,0.9977800250053406,35.73495864868164,0.4969749450683594,0.5449446439743042,0.21224351227283478,0.014448897913098335,0.507169783115387,0.17500098049640656,0.27274686098098755,0.0013008058303967118,0.47265347838401794,0.2721063494682312,0.018263377249240875,0.02122499980032444,0.00010000000474974513,0.47579532861709595,0.26647332310676575,0.018204465508461,0.0031418518628925085,0.008137759752571583,0.005369862541556358,0.00718274712562561,0.015122447162866592,0.01776129938662052,0.03747457265853882,0.0005723571521230042,0.017217179760336876,40.220088958740234,0.014448897913098335,-0.21224373579025269,0.507169783115387,0.1626249998807907,0.8758170008659363,0.302207887172699,0.24993710219860077,0.6977921724319458,0.9803921580314636,0.6220474243164062,fulludp:alpha=0.5,3.462749481201172,wdmamba:alpha=0.5,5.151454925537109,0.013459675014019012,0.34805309772491455,0.1431121826171875,fsudp:alpha=0.5,-0.08052825927734375,0.007427912671118975,0.4092022478580475,1.91729736328125,mbtaylor:alpha=0.5,3.098003387451172,0.010862060822546482,0.22993804514408112,3.462749481201172,wdmamba:alpha=0.5,2.8407020568847656,wdmamba,3.462749481201172,wdmamba:alpha=0.5,2.8407020568847656,wdmamba,3.462749481201172,wdmamba:alpha=0.5,2.8407020568847656,wdmamba
val_regular,1080_0.59_1.22.png,40.876853942871094,0.9971413612365723,38.958106994628906,-1.9187469482421875,0.41008204221725464,0.14762276411056519,0.03295807167887688,0.37846052646636963,0.3770658075809479,0.1952703893184662,0.010028282180428505,0.2816873788833618,0.21277056634426117,0.05047507584095001,0.0010333333630114794,0.02928750030696392,0.2844375669956207,0.212275892496109,0.05037764087319374,0.00275019439868629,0.004820751491934061,0.0044811866246163845,0.0036823153495788574,0.010233096778392792,0.013099884614348412,0.0639752745628357,0.0010350204538553953,0.017113836482167244,43.63304901123047,0.03295807167887688,-0.14762292802333832,0.37846052646636963,0.0011124999728053808,0.7490196228027344,0.41931265592575073,0.18611057102680206,0.5806873440742493,0.843137264251709,0.0,fulludp:alpha=0.0,2.12255859375,wdmamba:alpha=0.5,1.4388427734375,0.009135894477367401,-0.04813649505376816,1.954742431640625,fsudp:alpha=0.5,2.2336273193359375,0.0059950887225568295,0.41586214303970337,1.8495025634765625,mbtaylor:alpha=0.5,1.4221572875976562,0.008478116244077682,-0.008403410203754902,2.12255859375,wdmamba:alpha=0.5,2.12255859375,wdmamba,2.12255859375,wdmamba:alpha=0.5,2.12255859375,wdmamba,2.12255859375,wdmamba:alpha=0.5,2.12255859375,wdmamba
