oracle,scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
S0_fulludp_alpha,all,600,0.5458499304453532,0.49600262546539303,0.45553127288818357,0.34838801256815594,0.7353954823811849,0.735,0.6982717120459301,1.0,0,0.0,0.006361933328210577
S0_fulludp_alpha,val_hard,300,0.4821974817911784,0.40584289201100665,0.41748280843098956,0.28699990463256836,0.6339145914713542,0.65,0.5944380674759518,1.0,0,0.0,0.012643429997735661
S0_fulludp_alpha,val_regular,300,0.609502379099528,0.5459986839294433,0.4768996938069661,0.3695615488688151,0.7979890441894532,0.82,0.7725658602716683,1.0,0,0.0,0.012643429997735661
S2,all,600,3.6624197928110758,3.5711382710138957,4.929342486063639,4.7868285020192465,2.282163976033529,1.0,0.9936380666717896,1.0,0,0.0,0.006361933328210577
S2,val_hard,300,4.304214839935303,4.194567659378052,5.150680465698242,4.961483084360759,3.535709025065104,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661
S2,val_regular,300,3.020624745686849,2.89504249382019,4.376880645751953,4.179816205342611,2.0780616760253907,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661
S2_gain_over_S0,all,600,3.1165698623657225,3.0156209446589153,4.4738112131754555,4.31446354675293,1.5467684936523438,0.9883333333333333,0.9761156900024708,1.0,0,0.0,0.006361933328210577
S2_gain_over_S0,val_hard,300,3.8220173581441244,3.6962867310841876,4.733197657267253,4.505523082733155,2.90179443359375,0.99,0.9710159953649372,1.0,0,0.0,0.012643429997735661
S2_gain_over_S0,val_regular,300,2.411122366587321,2.2719907115300493,3.899980951944987,3.6760214055379232,1.2800726318359374,0.9866666666666667,0.9662239391535501,1.0,0,0.0,0.012643429997735661
