scope,count,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600
all,4,0.8956208229064941,0.3693523406982422,-0.713409423828125,0.0002187490463256836,0.5,0.5,2,300.0
val_regular,2,-0.62811279296875,-0.542816162109375,-0.713409423828125,-0.0038503706455230713,0.0,0.0,2,600.0
val_hard,2,2.4193544387817383,0.3693523406982422,4.469356536865234,0.0042878687381744385,1.0,1.0,0,0.0
