group,bin,expert_selected_rate,unique_win_rate,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
airlight_proxy_q4,q4,0.7466666666666667,0.7466666666666667,150,2.25182310740153,2.0594499276479086,3.901937381641285,3.5340189031652502,1.1138612901842273,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
depth_q4,q1,0.9466666666666667,0.9466666666666667,150,3.5524114735921226,3.322675624211629,4.994540343413481,4.724142324602282,1.8886209436365076,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
depth_q4,q2,0.9266666666666666,0.9266666666666666,150,3.4217967351277667,3.1852863585154214,4.89598511360787,4.666482781075143,1.404544108622783,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
depth_q4,q3,0.8733333333333333,0.8733333333333333,150,3.516587003072103,3.289419844945272,5.077278188756995,4.799058107427649,1.641005026327597,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
depth_q4,q4,0.88,0.88,150,2.9895065689086913,2.7808257185618084,4.662388311850058,4.365765455606821,1.3407917538204708,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q1,0.8133333333333334,0.8133333333333334,150,2.607041842142741,2.3897063153584797,4.513816369546427,4.249100914516965,1.09711116069072,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q2,0.8733333333333333,0.8733333333333333,150,3.220384839375814,2.989493164698283,4.834797678767024,4.446701949351543,1.486554429337785,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q3,0.9466666666666667,0.9466666666666667,150,3.728629290262858,3.4806181176503497,5.265921360737568,5.053332455093796,2.1585728413349874,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q4,0.9933333333333333,0.9933333333333333,150,3.9242458089192707,3.728036744435628,5.1007401749894425,4.859691516773121,2.62018482105152,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
low_texture_q4,q1,0.82,0.82,150,3.038437080383301,2.808572364171346,4.805785875062685,4.518317825729782,1.1826576026710305,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
low_texture_q4,q2,0.9266666666666666,0.9266666666666666,150,3.5599406560262046,3.3165919920603435,5.155457831717826,4.935050773620605,1.4974170375514675,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
low_texture_q4,q3,0.94,0.94,150,3.4496325047810874,3.2495771687825523,4.912141181327201,4.60035958418975,1.9908980292242926,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
low_texture_q4,q4,0.94,0.94,150,3.432291539510091,3.211870999654134,5.00199488047007,4.76009730777225,1.7989906104835305,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
edge_density_q4,q1,0.8666666666666667,0.8666666666666667,150,3.295786501566569,3.086926602681478,5.076289975965345,4.810052312387002,1.5426013018633868,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
edge_density_q4,q2,0.9133333333333333,0.9133333333333333,150,3.079055391947428,2.8392188981374105,4.8458354537551465,4.597533365198084,1.1760976636731946,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
edge_density_q4,q3,0.9066666666666666,0.9066666666666666,150,3.4701184972127277,3.2419759724934893,5.044185174478067,4.768677391877046,1.7247244345175254,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
edge_density_q4,q4,0.94,0.94,150,3.6353413899739584,3.4320859400431316,4.967343098408467,4.721850121987833,1.7925090274295292,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q1,0.8666666666666667,0.8666666666666667,150,3.2253174209594726,3.001058619817098,5.0648125828923405,4.831778075243975,1.5035617931469067,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q2,0.8333333333333334,0.8333333333333334,150,2.7617531712849934,2.538165790557861,4.431893065169051,4.081644764462033,1.1692853360562712,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q3,0.9533333333333334,0.9533333333333334,150,3.3303025817871093,3.1234622192382813,4.906771479426204,4.637203574824977,1.7097491702517948,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q4,0.9733333333333334,0.9733333333333334,150,4.162928606669108,3.9823535766601563,5.136785610302074,4.912614693512787,2.809069556158942,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
split,val_hard,0.98,0.98,300,4.2058011945088705,4.0802364892959595,5.137302474975586,4.942181407928467,3.3334059651692707,0.0,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661
split,val_regular,0.8333333333333334,0.8333333333333334,300,2.5343496958414713,2.3925364863077796,4.293019256591797,4.069499059041341,1.167588602701823,0.0,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661
