stage,group,bin,count,mean_gain_over_S0,hard_bottom25_gain_over_S0,positive_ratio,positive_Wilson_LCB,severe_loss_count,severe_Wilson_UCB,min_gain,composition_S0,composition_wdmamba,composition_fsudp,composition_mbtaylor
S3,split,val_hard,300,3.8808553632100424,4.8096060434977215,0.9933333333333333,0.9760219257685385,0,0.012643429997735661,0.0,0.006666666666666667,0.7933333333333333,0.12333333333333334,0.07666666666666666
S3,split,val_regular,300,2.436181354522705,3.9166029612223308,0.9866666666666667,0.9662239391535501,0,0.012643429997735661,0.0,0.013333333333333334,0.48333333333333334,0.47333333333333333,0.03
S3,A0-PSNR_q4,q1,150,4.559721043904623,4.994655557580896,1.0,0.9750288608542813,0,0.02497113914571871,0.87506103515625,0.0,0.8866666666666667,0.02666666666666667,0.08666666666666667
S3,A0-PSNR_q4,q2,150,3.716994171142578,4.051640794083879,1.0,0.9750288608542813,0,0.02497113914571871,1.05841064453125,0.0,0.7933333333333333,0.15333333333333332,0.05333333333333334
S3,A0-PSNR_q4,q3,150,2.7980223337809247,3.462831651842272,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.6066666666666667,0.32,0.05333333333333334
S3,A0-PSNR_q4,q4,150,1.5593358866373699,1.966238176500475,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.26666666666666666,0.6933333333333334,0.02
S3,FullUDP-A0_diff_signed_q4,q1,150,3.1546574529012044,4.389532501633103,0.9866666666666667,0.9526921436197237,0,0.02497113914571871,0.0,0.013333333333333334,0.6533333333333333,0.26,0.07333333333333333
S3,FullUDP-A0_diff_signed_q4,q2,150,2.8910679880777996,4.679683994602513,0.9933333333333333,0.9632062470660242,0,0.02497113914571871,0.0,0.006666666666666667,0.5133333333333333,0.4533333333333333,0.02666666666666667
S3,FullUDP-A0_diff_signed_q4,q3,150,3.0888683573404947,4.641349380080764,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.6133333333333333,0.32666666666666666,0.04
S3,FullUDP-A0_diff_signed_q4,q4,150,3.499479637145996,4.699843690202043,1.0,0.9750288608542813,0,0.02497113914571871,0.2623634338378906,0.0,0.7733333333333333,0.15333333333333332,0.07333333333333333
S3,FullUDP-A0_diff_abs_q4,q1,150,2.5179465611775718,4.738296354139173,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.43333333333333335,0.5066666666666667,0.04
S3,FullUDP-A0_diff_abs_q4,q2,150,3.3809663391113283,4.9615290873759506,0.9933333333333333,0.9632062470660242,0,0.02497113914571871,0.0,0.006666666666666667,0.6933333333333334,0.25333333333333335,0.04666666666666667
S3,FullUDP-A0_diff_abs_q4,q3,150,3.413742815653483,4.788157334198823,0.9866666666666667,0.9526921436197237,0,0.02497113914571871,0.0,0.013333333333333334,0.6466666666666666,0.26666666666666666,0.07333333333333333
S3,FullUDP-A0_diff_abs_q4,q4,150,3.321417719523112,4.390749338510874,1.0,0.9750288608542813,0,0.02497113914571871,0.052440643310546875,0.0,0.78,0.16666666666666666,0.05333333333333334
S3,haze_density_q4,q1,150,1.8286522547403972,2.610838864300702,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.26666666666666666,0.68,0.03333333333333333
S3,haze_density_q4,q2,150,2.9176666641235354,4.077980711653426,0.9866666666666667,0.9526921436197237,0,0.02497113914571871,0.0,0.013333333333333334,0.62,0.29333333333333333,0.07333333333333333
S3,haze_density_q4,q3,150,3.7250735855102537,4.972454328794737,0.9933333333333333,0.9632062470660242,0,0.02497113914571871,0.0,0.006666666666666667,0.8133333333333334,0.12,0.06
S3,haze_density_q4,q4,150,4.162680931091309,4.825607454454577,1.0,0.9750288608542813,0,0.02497113914571871,0.7108688354492188,0.0,0.8533333333333334,0.1,0.04666666666666667
S3,transmission_q4,q1,150,4.162680931091309,4.825607454454577,1.0,0.9750288608542813,0,0.02497113914571871,0.7108688354492188,0.0,0.8533333333333334,0.1,0.04666666666666667
S3,transmission_q4,q2,150,3.7250735855102537,4.972454328794737,0.9933333333333333,0.9632062470660242,0,0.02497113914571871,0.0,0.006666666666666667,0.8133333333333334,0.12,0.06
S3,transmission_q4,q3,150,2.9176666641235354,4.077980711653426,0.9866666666666667,0.9526921436197237,0,0.02497113914571871,0.0,0.013333333333333334,0.62,0.29333333333333333,0.07333333333333333
S3,transmission_q4,q4,150,1.8286522547403972,2.610838864300702,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.26666666666666666,0.68,0.03333333333333333
S3,airlight_proxy_q4,q1,150,3.7957319895426433,4.5158074868691935,1.0,0.9750288608542813,0,0.02497113914571871,0.7108688354492188,0.0,0.8066666666666666,0.12666666666666668,0.06666666666666667
S3,airlight_proxy_q4,q2,157,3.7598647342366016,5.083446991749299,1.0,0.9761156317768539,0,0.02388436822314625,0.11396026611328125,0.0,0.7452229299363057,0.1592356687898089,0.09554140127388536
S3,airlight_proxy_q4,q3,143,2.9529971809653968,4.701978247506278,0.986013986013986,0.9504420452891259,0,0.02616152370990237,0.0,0.013986013986013986,0.6573426573426573,0.2937062937062937,0.03496503496503497
