stage,group,bin,count,mean_gain_over_S0,hard_bottom25_gain_over_S0,positive_ratio,positive_Wilson_LCB,severe_loss_count,severe_Wilson_UCB,min_gain,composition_S0,composition_wdmamba,composition_fsudp,composition_mbtaylor
S3,airlight_proxy_q4,q4,150,2.0878257115681964,3.562250755928658,0.9733333333333334,0.9334450938998244,0,0.02497113914571871,0.0,0.02666666666666667,0.34,0.62,0.013333333333333334
S3,depth_q4,q1,150,3.3790813954671224,4.833984787399705,0.9866666666666667,0.9526921436197237,0,0.02497113914571871,0.0,0.013333333333333334,0.7,0.23333333333333334,0.05333333333333334
S3,depth_q4,q2,150,3.237589480082194,4.701478751930031,1.0,0.9750288608542813,0,0.02497113914571871,0.1200714111328125,0.0,0.6333333333333333,0.32,0.04666666666666667
S3,depth_q4,q3,150,3.260433438618978,4.718573544476484,0.9933333333333333,0.9632062470660242,0,0.02497113914571871,0.0,0.006666666666666667,0.58,0.32666666666666666,0.08666666666666667
S3,depth_q4,q4,150,2.7569691212972005,3.9578822367900126,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.64,0.31333333333333335,0.02666666666666667
S3,dark_channel_q4,q1,150,2.392538579305013,3.9975399326633765,0.9866666666666667,0.9526921436197237,0,0.02497113914571871,0.0,0.013333333333333334,0.44,0.49333333333333335,0.05333333333333334
S3,dark_channel_q4,q2,150,2.9597763697306316,4.308355950020455,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.5666666666666667,0.34,0.07333333333333333
S3,dark_channel_q4,q3,150,3.5493991724650065,5.024238741075671,0.9933333333333333,0.9632062470660242,0,0.02497113914571871,0.0,0.006666666666666667,0.7066666666666667,0.24666666666666667,0.04
S3,dark_channel_q4,q4,150,3.7323593139648437,4.747857583535684,1.0,0.9750288608542813,0,0.02497113914571871,0.32897186279296875,0.0,0.84,0.11333333333333333,0.04666666666666667
S3,low_texture_q4,q1,150,2.911178983052572,4.714952159572292,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.56,0.35333333333333333,0.06666666666666667
S3,low_texture_q4,q2,150,3.3733368810017903,4.951386992995803,0.9933333333333333,0.9632062470660242,0,0.02497113914571871,0.0,0.006666666666666667,0.6333333333333333,0.3,0.06
S3,low_texture_q4,q3,150,3.2330551147460938,4.661336434854044,0.9866666666666667,0.9526921436197237,0,0.02497113914571871,0.0,0.013333333333333334,0.6866666666666666,0.26666666666666666,0.03333333333333333
S3,low_texture_q4,q4,150,3.1165024566650392,4.201888625686233,1.0,0.9750288608542813,0,0.02497113914571871,0.052440643310546875,0.0,0.6733333333333333,0.2733333333333333,0.05333333333333334
S3,edge_density_q4,q1,150,3.018062934875488,4.804171536419843,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.6266666666666667,0.3,0.05333333333333334
S3,edge_density_q4,q2,150,2.9181761423746746,4.565478763064823,0.9933333333333333,0.9632062470660242,0,0.02497113914571871,0.0,0.006666666666666667,0.5466666666666666,0.38666666666666666,0.06
S3,edge_density_q4,q3,150,3.272617098490397,4.514258668229386,0.9866666666666667,0.9526921436197237,0,0.02497113914571871,0.0,0.013333333333333334,0.6733333333333333,0.2733333333333333,0.04
S3,edge_density_q4,q4,150,3.425217259724935,4.523417189314559,1.0,0.9750288608542813,0,0.02497113914571871,0.2071990966796875,0.0,0.7066666666666667,0.23333333333333334,0.06
S3,sky_highlight_proxy_q4,q1,150,2.8561696370442706,4.4021453857421875,0.9866666666666667,0.9526921436197237,0,0.02497113914571871,0.0,0.013333333333333334,0.5666666666666667,0.35333333333333333,0.06666666666666667
S3,sky_highlight_proxy_q4,q2,150,2.5780204900105796,3.766050029445339,0.98,0.9428523341357584,0,0.02497113914571871,0.0,0.02,0.48,0.4666666666666667,0.03333333333333333
S3,sky_highlight_proxy_q4,q3,150,3.1855500411987303,4.595625026805981,1.0,0.9750288608542813,0,0.02497113914571871,0.1200714111328125,0.0,0.66,0.28,0.06
S3,sky_highlight_proxy_q4,q4,150,4.014333267211914,5.009161665632918,0.9933333333333333,0.9632062470660242,0,0.02497113914571871,0.0,0.006666666666666667,0.8466666666666667,0.09333333333333334,0.05333333333333334
