stage,group,bin,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,composition_S0,composition_wdmamba,composition_fsudp,composition_mbtaylor
S2,depth_q4,q2,150,3.7123793919881183,3.5236535720825195,4.919365083849108,4.703008419758564,2.2303689492715373,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.0,0.68,0.32,0.0
S2,depth_q4,q3,150,3.805504061381022,3.6053062394460045,5.0811664993698535,4.8058933618906385,2.450093346673089,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.6666666666666666,0.32666666666666666,0.0
S2,depth_q4,q4,150,3.3200129826863605,3.136949556986491,4.663415908813477,4.365765455606821,2.1678089451145484,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.6666666666666666,0.31333333333333335,0.0
S2,dark_channel_q4,q1,150,3.075245933532715,2.8988657964070637,4.578291351730759,4.3262761992377206,1.9434895902066618,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.013333333333333334,0.49333333333333335,0.49333333333333335,0.0
S2,dark_channel_q4,q2,150,3.5461743799845378,3.357454954783122,4.86609324893436,4.485674198253735,2.34043059477935,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02666666666666667,0.6333333333333333,0.34,0.0
S2,dark_channel_q4,q3,150,3.982985191345215,3.7829675985972084,5.266948957700987,5.055336269172463,2.634059596706081,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.74,0.25333333333333335,0.0
S2,dark_channel_q4,q4,150,4.045273666381836,3.882858262379964,5.125698811299092,4.882175087284398,2.9183629010174728,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.0,0.88,0.12,0.0
S2,low_texture_q4,q1,150,3.4253798294067384,3.2287620639801027,4.846129907144083,4.5731569702560835,2.0569696168641785,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.6266666666666667,0.35333333333333333,0.0
S2,low_texture_q4,q2,150,3.8144107182820637,3.5931808725992838,5.160813460478911,4.94346291825578,2.242691658638619,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.013333333333333334,0.6866666666666666,0.3,0.0
S2,low_texture_q4,q3,150,3.7258722305297853,3.5393593139648436,4.964217366398992,4.698006073204247,2.611223994074641,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.013333333333333334,0.7133333333333334,0.2733333333333333,0.0
S2,low_texture_q4,q4,150,3.684016393025716,3.4881066646575927,5.003022477433488,4.761073524887498,2.3500268266007707,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.0,0.72,0.28,0.0
S2,edge_density_q4,q1,150,3.5514353052775065,3.3633479124704997,5.101248612274995,4.836184125333219,2.1423609965556376,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.6733333333333333,0.30666666666666664,0.0
S2,edge_density_q4,q2,150,3.4680842717488605,3.278259917577108,4.872953002517288,4.637475160650305,2.052282075624208,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.6,0.3933333333333333,0.0
S2,edge_density_q4,q3,150,3.7585812505086262,3.562981374104818,5.067565144719304,4.78864144763431,2.4423426035288216,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.013333333333333334,0.7133333333333334,0.2733333333333333,0.0
S2,edge_density_q4,q4,150,3.87157834370931,3.694428140004476,4.968370695371886,4.723804870811668,2.400844986374314,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.76,0.23333333333333334,0.0
S2,sky_highlight_proxy_q4,q1,150,3.5256860987345378,3.3349218463897703,5.079078004166886,4.838891722704913,2.1474185634303735,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.6266666666666667,0.35333333333333333,0.0
S2,sky_highlight_proxy_q4,q2,150,3.2539006169637044,3.07280576133728,4.464216232299805,4.124388792708113,2.132038116455078,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.5066666666666667,0.47333333333333333,0.0
S2,sky_highlight_proxy_q4,q3,150,3.603381576538086,3.414998202641805,4.912127108187289,4.644936473949536,2.364962706694732,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.0,0.72,0.28,0.0
S2,sky_highlight_proxy_q4,q4,150,4.2667108790079755,4.098057672500611,5.161744246611724,4.929029812683931,3.1246731732342696,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.8933333333333333,0.1,0.0
