stage,group,bin,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,composition_S0,composition_wdmamba,composition_fsudp,composition_mbtaylor
S2,split,val_hard,300,4.304214839935303,4.194567659378052,5.150680465698242,4.961483084360759,3.535709025065104,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661,0.01,0.8633333333333333,0.12666666666666668,0.0
S2,split,val_regular,300,3.020624745686849,2.89504249382019,4.376880645751953,4.179816205342611,2.0780616760253907,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661,0.013333333333333334,0.51,0.4766666666666667,0.0
S2,A0-PSNR_q4,q1,150,4.929342486063639,4.790053166707357,5.374648893201673,5.1586849418846334,4.489470301447688,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.0,0.9666666666666667,0.03333333333333333,0.0
S2,A0-PSNR_q4,q2,150,4.120949529012044,3.9681511993408205,4.5411353240142,4.24099644325875,3.8278621982883765,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.0,0.8466666666666667,0.15333333333333332,0.0
S2,A0-PSNR_q4,q3,150,3.317223180135091,3.1661307004292807,3.757862194164379,3.439332544481432,2.9053821048221073,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02666666666666667,0.6466666666666666,0.32666666666666666,0.0
S2,A0-PSNR_q4,q4,150,2.282163976033529,2.155778560638428,2.7494273830104516,2.5137648195833773,1.85040283203125,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.2866666666666667,0.6933333333333334,0.0
S2,FullUDP-A0_diff_signed_q4,q1,150,4.035983975728353,3.8427739086151123,5.33460859350256,5.038921709318419,2.909317429001267,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.7066666666666667,0.2733333333333333,0.0
S2,FullUDP-A0_diff_signed_q4,q2,150,3.411360893249512,3.228405075709025,4.9126779195424675,4.634034960978741,2.101507650839316,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.54,0.4533333333333333,0.0
S2,FullUDP-A0_diff_signed_q4,q3,150,3.4621805318196617,3.247762404123942,4.787538683092272,4.476530768420245,2.126233590615762,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.6533333333333333,0.32666666666666666,0.0
S2,FullUDP-A0_diff_signed_q4,q4,150,3.7401537704467773,3.591388630549113,4.754576760369378,4.520610623746305,2.5975487167770797,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.0,0.8466666666666667,0.15333333333333332,0.0
S2,FullUDP-A0_diff_abs_q4,q1,150,3.051174341837565,2.881383378346761,4.898571839203706,4.642386353982461,1.881664379222973,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.47333333333333333,0.5066666666666667,0.0
S2,FullUDP-A0_diff_abs_q4,q2,150,3.7552090454101563,3.5659230168660483,4.932695027944204,4.6572562758987015,2.5247325381717167,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.74,0.25333333333333335,0.0
S2,FullUDP-A0_diff_abs_q4,q3,150,3.903224156697591,3.7498492698669432,5.082555306924356,4.8244727340904445,2.9742308951712944,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.013333333333333334,0.7066666666666667,0.28,0.0
S2,FullUDP-A0_diff_abs_q4,q4,150,3.940071627298991,3.7668117701212562,5.072186083407016,4.804989255441202,2.773406260722392,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.8266666666666667,0.16666666666666666,0.0
S2,haze_density_q4,q1,150,2.6226911544799805,2.470079334259033,3.2455652082288586,2.9870828448115168,1.9307718019227724,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.3,0.68,0.0
S2,haze_density_q4,q2,150,3.4580447896321616,3.2470245501200354,4.688256444157781,4.353180970372381,2.1826796660552152,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.013333333333333334,0.6933333333333334,0.29333333333333333,0.0
S2,haze_density_q4,q3,150,4.114261817932129,3.937954135258993,5.2389989801355314,5.014859624811121,2.8386433575604415,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.86,0.13333333333333333,0.0
S2,haze_density_q4,q4,150,4.454681409200033,4.291366338094075,5.155121829058673,4.907899457055169,3.492915900977882,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.8933333333333333,0.1,0.0
S2,transmission_q4,q1,150,4.454681409200033,4.291366338094075,5.155121829058673,4.907899457055169,3.492915900977882,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.8933333333333333,0.1,0.0
S2,transmission_q4,q2,150,4.114261817932129,3.937954135258993,5.2389989801355314,5.014859624811121,2.8386433575604415,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.86,0.13333333333333333,0.0
S2,transmission_q4,q3,150,3.4580447896321616,3.2470245501200354,4.688256444157781,4.353180970372381,2.1826796660552152,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.013333333333333334,0.6933333333333334,0.29333333333333333,0.0
S2,transmission_q4,q4,150,2.6226911544799805,2.470079334259033,3.2455652082288586,2.9870828448115168,1.9307718019227724,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.3,0.68,0.0
S2,airlight_proxy_q4,q1,150,4.2762397766113285,4.1109227924346925,5.2684138530009506,5.042823892026334,2.928228842245566,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.006666666666666667,0.8666666666666667,0.12666666666666668,0.0
S2,airlight_proxy_q4,q2,157,3.998877397768057,3.8243236280550623,5.097210370577299,4.8604965527852375,2.794537666516426,1.0,0.9761156317768539,1.0,0,0.0,0.02388436822314625,0.0,0.8343949044585988,0.16560509554140126,0.0
S2,airlight_proxy_q4,q3,143,3.494117856859327,3.3197937051733057,4.894519751412528,4.592203508104597,2.3987860543387276,1.0,0.9738384762900977,1.0,0,0.0,0.02616152370990237,0.013986013986013986,0.6923076923076923,0.2937062937062937,0.0
S2,airlight_proxy_q4,q4,150,2.8568886947631835,2.694315533955892,4.1503668604670345,3.818530294057485,2.0505197885874153,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02666666666666667,0.3466666666666667,0.6266666666666667,0.0
S2,depth_q4,q1,150,3.8117827351888023,3.6284111995697024,5.046616528485273,4.808379735173406,2.367933427965319,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.02,0.7333333333333333,0.24666666666666667,0.0
