scope,count,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600
all,4,1.8176040649414062,1.5376548767089844,0.5155143737792969,-0.002203017473220825,1.0,1.0,0,0.0
val_regular,2,1.4463787078857422,2.3772430419921875,0.5155143737792969,-0.009887337684631348,1.0,1.0,0,0.0
val_hard,2,2.1888294219970703,1.5376548767089844,2.8400039672851562,0.005481302738189697,1.0,1.0,0,0.0
