scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
all,4,4.289732933044434,1.9575653076171875,6.966823577880859,6.966823577880859,-0.03185272216796875,0.010390430688858032,0.75,0.30063605244263664,0.75,0,0.0,0.48990002040399916
val_regular,2,1.9575653076171875,-0.03185272216796875,3.9469833374023438,3.9469833374023438,-0.03185272216796875,0.013524800539016724,0.5,0.09452865480086611,0.5,0,0.0,0.6576280471103807
val_hard,2,6.62190055847168,6.2769775390625,6.966823577880859,6.966823577880859,6.2769775390625,0.007256060838699341,1.0,0.3423719528896193,1.0,0,0.0,0.6576280471103807
