group,bin,expert_selected_rate,unique_win_rate,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
A0-PSNR_q4,q1,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
A0-PSNR_q4,q2,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
A0-PSNR_q4,q3,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
A0-PSNR_q4,q4,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
FullUDP-A0_diff_signed_q4,q1,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
FullUDP-A0_diff_signed_q4,q2,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
FullUDP-A0_diff_signed_q4,q3,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
FullUDP-A0_diff_signed_q4,q4,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
FullUDP-A0_diff_abs_q4,q1,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
FullUDP-A0_diff_abs_q4,q2,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
FullUDP-A0_diff_abs_q4,q3,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
FullUDP-A0_diff_abs_q4,q4,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
Expert-A0_diff_signed_q4,q1,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
Expert-A0_diff_signed_q4,q2,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
Expert-A0_diff_signed_q4,q3,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
Expert-A0_diff_signed_q4,q4,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
expert_disagreement_q4,q1,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
expert_disagreement_q4,q2,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
expert_disagreement_q4,q3,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
expert_disagreement_q4,q4,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
residual_cosine_q4,q1,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
residual_cosine_q4,q2,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
residual_cosine_q4,q3,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
residual_cosine_q4,q4,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
airlight_proxy_q4,q1,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
airlight_proxy_q4,q2,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
airlight_proxy_q4,q3,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
airlight_proxy_q4,q4,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
depth_q4,q1,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
depth_q4,q2,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
depth_q4,q3,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
depth_q4,q4,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
dark_channel_q4,q1,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
dark_channel_q4,q2,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
dark_channel_q4,q3,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
dark_channel_q4,q4,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
low_texture_q4,q1,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
low_texture_q4,q2,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
low_texture_q4,q3,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
low_texture_q4,q4,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
edge_density_q4,q1,1.0,1.0,1,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,4.555469512939453,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
edge_density_q4,q2,1.0,1.0,1,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,5.988365173339844,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
edge_density_q4,q3,1.0,1.0,1,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,1.9933280944824219,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
edge_density_q4,q4,1.0,1.0,1,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,4.124427795410156,0.0,1.0,0.20654329147389294,1.0,0,0.0,0.7934567085261071
