oracle,scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
S0_fulludp_alpha,all,600,0.5458499304453532,0.49600262546539303,0.45553127288818357,0.34838801256815594,0.7353954823811849,0.0,0.735,0.6982717120459301,1.0,0,0.0,0.006361933328210577
S1_plus_expert_alpha,all,600,2.1160281244913737,2.0415858483314517,2.2522710927327476,2.097527561187744,1.9726732381184895,0.0,0.99,0.9783561648617456,1.0,0,0.0,0.006361933328210577
gain_over_S0,all,600,1.5701781940460204,1.4966955561637878,1.7967398198445639,1.6348205833435059,1.2372777557373047,0.0,0.905,0.8788945836727722,1.0,0,0.0,0.006361933328210577
