oracle,scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
S0_fulludp_alpha,all,600,0.5458499304453532,0.49600262546539303,0.45553127288818357,0.34838801256815594,0.7353954823811849,0.735,0.6982717120459301,1.0,0,0.0,0.006361933328210577
S0_fulludp_alpha,val_hard,300,0.4821974817911784,0.40584289201100665,0.41748280843098956,0.28699990463256836,0.6339145914713542,0.65,0.5944380674759518,1.0,0,0.0,0.012643429997735661
S0_fulludp_alpha,val_regular,300,0.609502379099528,0.5459986839294433,0.4768996938069661,0.3695615488688151,0.7979890441894532,0.82,0.7725658602716683,1.0,0,0.0,0.012643429997735661
S3,all,600,3.7043682893117267,3.607495451450348,5.015252316792806,4.885578607559204,2.294731369018555,1.0,0.9936380666717896,1.0,0,0.0,0.006361933328210577
S3,val_hard,300,4.363052845001221,4.250895678520203,5.227088851928711,5.048934411366781,3.5761621602376303,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661
S3,val_regular,300,3.045683733622233,2.917492272377014,4.393502655029297,4.191089064280192,2.092030487060547,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661
S3_gain_over_S0,all,600,3.158518358866374,3.0520954395929976,4.559721043904623,4.403689940134685,1.5593358866373699,0.99,0.9783561648617456,1.0,0,0.0,0.006361933328210577
S3_gain_over_S0,val_hard,300,3.8808553632100424,3.757457628250122,4.8096060434977215,4.595549209594727,2.942247568766276,0.9933333333333333,0.9760219257685385,1.0,0,0.0,0.012643429997735661
S3_gain_over_S0,val_regular,300,2.436181354522705,2.295652831395467,3.9166029612223308,3.6953286310831706,1.2940414428710938,0.9866666666666667,0.9662239391535501,1.0,0,0.0,0.012643429997735661
