feature_set,probe,density_stratum,rows,auroc,auprc
feature_set_1,linear,low,18724,0.7347846209165936,0.7188909423048306
feature_set_1,mlp,low,18724,0.8040467571273711,0.8019455243284854
feature_set_2,linear,low,18724,0.7378561677448016,0.7243479337677764
feature_set_2,mlp,low,18724,0.8107264347671554,0.807792756659645
feature_set_3,linear,low,18724,0.7356819529475518,0.7180283111011082
feature_set_3,mlp,low,18724,0.8071682485948984,0.8068204715184969
feature_set_4,linear,low,18724,0.7363584617868002,0.7254801832042977
feature_set_4,mlp,low,18724,0.807444139245586,0.8071559814064585
