variant,score_density_spearman,score_global_target_spearman,score_cond_target_spearman,cond_target_density_spearman
f4_global_strat_control,0.41307807730648366,0.516754228519225,0.4023275424164992,0.00953939061736107
f4_cond_strat_core,-0.39606839316963843,0.2724344273600081,0.41706898261416864,0.00953939061736107
f4_cond_strat_ldhn,-0.4216558107775583,0.25262956963300887,0.4043827224639696,0.00953939061736107
f4_excess_strat_ldhn,-0.3183181606572309,0.3236037956357422,0.44452259479516293,0.00953939061736107
