target_variant,mean,std,q20,q33,q66,q80,high_prevalence,low_prevalence
global,0.5593103766441345,0.28962036967277527,0.25738510489463806,0.40630611777305603,0.739510178565979,0.8593062162399292,0.42529134114583333,0.2622176106770833
density_conditioned_q,0.5002312660217285,0.28885191679000854,0.2008374035358429,0.3297608494758606,0.6591149568557739,0.8021589517593384,0.3391569010416667,0.3302530924479167
excess_over_density_q,0.5002313256263733,0.28885191679000854,0.20083743333816528,0.3297608196735382,0.6591149568557739,0.8021589517593384,0.3391569010416667,0.3302530924479167
