variant,epoch,steps,loss_mean,smooth_l1_mean,ordinal_loss_mean,pair_loss_mean,ldhn_positive_loss_mean,tail_loss_mean,elapsed_sec,target_mode,core_only,ldhn_protection
f4_global_strat_control,1,300,0.9645952761173249,0.028593578475217023,4.397399973869324,0.1040647614436845,0.03260971774890398,0.00560161463249339,30.32475781440735,global,False,True
f4_global_strat_control,2,300,0.8960143991311391,0.02602682704105973,4.09615699450175,0.08457928583025932,0.02970217659448584,0.006947984323633136,28.81558084487915,global,False,True
f4_global_strat_control,3,300,0.885540412068367,0.025523987573881943,4.050453437169393,0.08399821925287446,0.029831025328021496,0.006087265614575396,28.89462423324585,global,False,True
f4_global_strat_control,4,300,0.8838678741455078,0.02575712836657961,4.050193900267283,0.0831971688941121,0.028137442340763905,0.006254497875537102,29.20569682121277,global,False,True
f4_global_strat_control,5,300,0.8797476754585902,0.025446542544911306,4.025255485375722,0.08723439310056467,0.02916880065575242,0.005237890299467835,29.21259045600891,global,False,True
f4_global_strat_control,6,300,0.8757623694340388,0.025355585869401693,4.01660559018453,0.08382395257552465,0.028031736756674946,0.005192275877440504,29.116213083267212,global,False,True
f4_cond_strat_core,1,300,0.9653180054823558,0.04022067811340094,4.360810916423798,0.1156089760363102,0.035273534938072164,0.002340407022029681,29.2990243434906,conditional,True,False
f4_cond_strat_core,2,300,0.9061024995644887,0.03614979599912961,4.122010414600372,0.09943072012315193,0.028739423528313636,0.003932559177968263,29.652449131011963,conditional,True,False
f4_cond_strat_core,3,300,0.8829904834429423,0.034652215503156183,4.015657923221588,0.09585420295596123,0.027434696527197957,0.005002596360864118,29.60621428489685,conditional,True,False
f4_cond_strat_core,4,300,0.8819553160667419,0.03428345230718454,4.012479467391968,0.09547805021206537,0.027300444757565857,0.0050309393223142256,29.72648048400879,conditional,True,False
f4_cond_strat_core,5,300,0.8764779432614644,0.03400729037200411,3.9870752573013304,0.0971167182487746,0.027130552328502137,0.004546820524653109,29.720576524734497,conditional,True,False
f4_cond_strat_core,6,300,0.872304208278656,0.03353478793675701,3.9807596572240196,0.09057038343511521,0.02532254542844991,0.005461720215195479,29.52500867843628,conditional,True,False
f4_cond_strat_ldhn,1,300,0.9644606745243073,0.0401025039019684,4.359262487093607,0.11576462492346763,0.03451287770022948,0.002531532768195591,29.61070966720581,conditional,True,True
f4_cond_strat_ldhn,2,300,0.9008715575933457,0.03569999429086844,4.091235438982646,0.09834732764710982,0.030180777727315825,0.003960738336900249,29.539469480514526,conditional,True,True
f4_cond_strat_ldhn,3,300,0.8940391747156778,0.035252570180843275,4.063532370726268,0.0965073633659631,0.028364566527307032,0.0050432885658907856,29.55723285675049,conditional,True,True
f4_cond_strat_ldhn,4,300,0.8841132068634033,0.03447489882508914,4.026244195302327,0.0949413963748763,0.026823670904462537,0.00498914033936065,29.476723670959473,conditional,True,True
f4_cond_strat_ldhn,5,300,0.8775232672691345,0.0341441868369778,3.9995400961240133,0.09378814874837796,0.02577839930852254,0.005243912504132216,29.697909832000732,conditional,True,True
f4_cond_strat_ldhn,6,300,0.8709882273276647,0.03368975716953476,3.9649505416552224,0.09285251966988047,0.02681482118088752,0.005121131424578683,29.47946047782898,conditional,True,True
f4_excess_strat_ldhn,1,300,0.9658805690209071,0.040488877426832916,4.359718991915385,0.11429899564633766,0.03635444009676576,0.002322760336959556,29.758944749832153,excess,True,True
f4_excess_strat_ldhn,2,300,0.9031471325953802,0.03621630483617385,4.099235393206278,0.09943605205665032,0.030535097879668075,0.003738244589573393,29.876925706863403,excess,True,True
f4_excess_strat_ldhn,3,300,0.8871442999442418,0.034859009043624004,4.030981096426646,0.09723562660937508,0.02859702181071043,0.004505073213416229,29.975074768066406,excess,True,True
f4_excess_strat_ldhn,4,300,0.8848198495308558,0.034624669204155606,4.019740331172943,0.09951978252579768,0.027600922407582402,0.004806951985131794,29.82141947746277,excess,True,True
f4_excess_strat_ldhn,5,300,0.8783758970101675,0.034300452570120495,3.998117788632711,0.09521714890065293,0.02671169864013791,0.004988691599767965,29.616077661514282,excess,True,True
f4_excess_strat_ldhn,6,300,0.871252088546753,0.03394232930615544,3.9724832876523335,0.09417205240577459,0.024585389696682492,0.005506257324013859,29.652154445648193,excess,True,True
