feature_set,probe,threshold,coverage,precision,recall
feature_set_1,mlp,0.015105884671211238,0.9599978637043367,0.52,0.9983977782525102
feature_set_1,mlp,0.032931655049324035,0.9399700918607136,0.5302272727272728,0.9967955565050203
feature_set_1,mlp,0.060187676399946204,0.9199957274086734,0.540694299314989,0.9948728904080325
feature_set_1,mlp,0.09273405522108079,0.8999679555650502,0.551183905999644,0.9920957060457167
feature_set_1,mlp,0.1310078728199005,0.87999359111301,0.5615706742732294,0.9883571886349071
feature_set_1,mlp,0.16553157627582554,0.8599658192693869,0.570612346292386,0.9814142277291177
feature_set_1,mlp,0.19672742366790769,0.8399914548173467,0.579793997965412,0.9740440076906643
feature_set_1,mlp,0.22229166150093077,0.8199636829737236,0.5890054061095551,0.9659260841700491
feature_set_1,mlp,0.24467154443264008,0.7999893185216834,0.5980372521530142,0.95684682760094
feature_set_1,mlp,0.2661455500125885,0.7799615466780603,0.6067515749109833,0.9464857936338389
feature_set_1,mlp,0.2862617754936218,0.7599871822260201,0.6154602951510892,0.9354838709677419
feature_set_1,mlp,0.3031437623500824,0.7400128177739799,0.6231957274826789,0.9223456526383251
feature_set_1,mlp,0.31966387033462523,0.7199850459303567,0.6303686670128329,0.9077120273445844
feature_set_1,mlp,0.3355461955070495,0.7000106814783166,0.6381322957198443,0.8933988464003418
feature_set_1,mlp,0.3510432040691376,0.6799829096346934,0.6459315111530003,0.8784447767571032
feature_set_1,mlp,0.36552901923656467,0.6600085451826533,0.6530992069914225,0.8621021149327067
feature_set_1,mlp,0.38078997015953064,0.6399807733390301,0.6616873904698323,0.8469344157231361
feature_set_1,mlp,0.3961280655860901,0.62000640888699,0.6697389956068568,0.8304849391155736
feature_set_1,mlp,0.4108196020126343,0.5999786370433668,0.6777639309239808,0.8132877590258492
feature_set_1,mlp,0.4249516826868057,0.5800042725913266,0.6872007366482504,0.7971587267677847
feature_set_1,mlp,0.4391684007644654,0.5599765007477034,0.6968049594659037,0.7803888058107242
