feature_set,probe,threshold,coverage,precision,recall
feature_set_3,mlp,0.7490212798118592,0.2000106814783166,0.8739652870493992,0.34960478530228584
feature_set_3,mlp,0.7722852325439454,0.18003631702627643,0.8849006229605458,0.3186284981841487
feature_set_3,mlp,0.7948042988777161,0.16000854518265328,0.8958611481975968,0.28669087801751764
feature_set_3,mlp,0.8181264555454254,0.1400341807306131,0.9115179252479023,0.25528733176671653
feature_set_3,mlp,0.8425182247161866,0.12000640888698996,0.9256786826880284,0.22217474898525957
feature_set_3,mlp,0.8666833758354187,0.1000320444349498,0.9343299519487454,0.1869258705404828
feature_set_3,mlp,0.8935019898414611,0.08000427259132664,0.9445927903871829,0.1511429181798761
feature_set_3,mlp,0.9196879303455356,0.06002990813928648,0.9644128113879004,0.11578722495193335
feature_set_3,mlp,0.9541364049911498,0.04000213629566332,0.9879839786381842,0.07904293954283273
feature_set_3,mlp,0.9859323751926423,0.020027771843623157,0.9946666666666667,0.03984191412091433
feature_set_3,mlp,0.999151349067688,5.3407391582995086e-05,1.0,0.00010681478316599017
feature_set_4,linear,0.004943229258060455,1.0,0.5,1.0
feature_set_4,linear,0.07394546210765839,0.9799722281563769,0.5093465583955529,0.9982909634693442
feature_set_4,linear,0.11209097653627395,0.9599978637043367,0.5186091794158554,0.9957274086733604
feature_set_4,linear,0.14609275937080382,0.9399700918607136,0.527784090909091,0.9922025208288827
feature_set_4,linear,0.1833716970682144,0.9199957274086734,0.5367467781260885,0.9876094851527452
feature_set_4,linear,0.21334249526262286,0.8999679555650502,0.545902320337072,0.9825891903439437
feature_set_4,linear,0.2429635429382324,0.87999359111301,0.5542271044486253,0.9754325998718223
feature_set_4,linear,0.2691261970996857,0.8599658192693869,0.5615451496708483,0.9658192693868831
feature_set_4,linear,0.2926886141300201,0.8399914548173467,0.5687945066124109,0.9555650502029481
feature_set_4,linear,0.31317140519618986,0.8199636829737236,0.5751970298964372,0.9432813501388592
feature_set_4,linear,0.33264277577400214,0.7999893185216834,0.5822151011415982,0.9315317239906002
feature_set_4,linear,0.35096646547317506,0.7799615466780603,0.5881950150643659,0.9175389873958556
feature_set_4,linear,0.36644531607627867,0.7599871822260201,0.5948699929725931,0.9041871395001068
feature_set_4,linear,0.3809344804286957,0.7400128177739799,0.5992349884526559,0.8868831446272164
feature_set_4,linear,0.39437195658683777,0.7199850459303567,0.6042578443735628,0.870113223670156
feature_set_4,linear,0.4067484378814697,0.7000106814783166,0.6090638590066376,0.8527024140140995
feature_set_4,linear,0.4199180555343628,0.6799829096346934,0.6146716933710337,0.8359324930570391
feature_set_4,linear,0.4320069009065628,0.6600085451826533,0.6202459944974915,0.8187353129673147
feature_set_4,linear,0.44392328858375546,0.6399807733390301,0.6262204790119336,0.8015381328775902
feature_set_4,linear,0.4540929025411606,0.62000640888699,0.631578947368421,0.7831659901730399
feature_set_4,linear,0.4661372065544129,0.5999786370433668,0.6373508990564358,0.7647938474684897
feature_set_4,linear,0.4766511744260788,0.5800042725913266,0.642633517495396,0.7454603717154454
feature_set_4,linear,0.4869892990589142,0.5599765007477034,0.648068669527897,0.7258064516129032
feature_set_4,linear,0.49791193842887876,0.5400021362956633,0.6559192958164376,0.7083956419568468
feature_set_4,linear,0.5082704377174377,0.5199743644520401,0.6607436318816763,0.6871395001068148
feature_set_4,linear,0.5185061693191528,0.5,0.6669515060884427,0.6669515060884427
feature_set_4,linear,0.5285510063171387,0.48002563554795985,0.6714508233199822,0.6446272164067507
feature_set_4,linear,0.5386605310440064,0.4599978637043367,0.6772320910251944,0.6230506302072207
feature_set_4,linear,0.5486792755126954,0.4400234992522965,0.6851559655297973,0.6029694509720145
feature_set_4,linear,0.5575770366191865,0.41999572740867336,0.6885808748728383,0.5784020508438368
feature_set_4,linear,0.5665366172790527,0.4000213629566332,0.6957276368491322,0.5566118350779747
feature_set_4,linear,0.575671535730362,0.37999359111301007,0.7021784961349262,0.533646656697287
feature_set_4,linear,0.5869927310943603,0.36001922666096986,0.7071651090342679,0.5091860713522751
feature_set_4,linear,0.5968086671829224,0.3399914548173467,0.7126924285265472,0.4846186712240974
feature_set_4,linear,0.6064059972763062,0.32001709036530657,0.7201268357810414,0.4609057893612476
feature_set_4,linear,0.6162084519863129,0.2999893185216834,0.72974897632188,0.4378337961973937
feature_set_4,linear,0.626977002620697,0.2800149540696432,0.7345031470532138,0.4113437299722282
feature_set_4,linear,0.6382882165908813,0.2599871822260201,0.7415776499589154,0.3856013672292245
feature_set_4,linear,0.6488093543052673,0.24001281777397993,0.7481085892300846,0.35911130100405897
feature_set_4,linear,0.6596932744979859,0.22003845332193975,0.7570388349514563,0.3331553086947234
feature_set_4,linear,0.6723513960838318,0.2000106814783166,0.7684913217623498,0.3074129459517197
feature_set_4,linear,0.6839540064334869,0.18003631702627643,0.7745476119845743,0.27889339884640035
feature_set_4,linear,0.6980072832107544,0.16000854518265328,0.7840453938584779,0.2509079256569109
feature_set_4,linear,0.712521880865097,0.1400341807306131,0.8016781083142639,0.22452467421491135
feature_set_4,linear,0.7292838740348816,0.12000640888698996,0.8179795282599021,0.19632557145908994
feature_set_4,linear,0.747041964530945,0.1000320444349498,0.8419647624132408,0.1684469130527665
feature_set_4,linear,0.7706470131874085,0.08000427259132664,0.8651535380507344,0.13843195898312327
feature_set_4,linear,0.8053593146800995,0.06002990813928648,0.9119217081850534,0.10948515274513992
feature_set_4,linear,0.8483907961845393,0.04000213629566332,0.9372496662216289,0.07498397778252511
feature_set_4,linear,0.8981227374076843,0.020027771843623157,0.9413333333333334,0.03770561845759453
feature_set_4,linear,0.9783744812011719,5.3407391582995086e-05,1.0,0.00010681478316599017
feature_set_4,mlp,6.498186121461913e-05,1.0,0.5,1.0
feature_set_4,mlp,0.006622808910906314,0.9799722281563769,0.5100550438716006,0.999679555650502
feature_set_4,mlp,0.017366566583514213,0.9599978637043367,0.52,0.9983977782525102
feature_set_4,mlp,0.03502367623150348,0.9399700918607136,0.5304545454545454,0.9972228156376842
feature_set_4,mlp,0.06062817171216011,0.9199957274086734,0.5410426100081273,0.9955137791070284
feature_set_4,mlp,0.09446555078029636,0.8999679555650502,0.5514806242952941,0.9926297799615467
feature_set_4,mlp,0.1302630668878555,0.87999359111301,0.5613886022941069,0.9880367442854091
feature_set_4,mlp,0.1651785570383072,0.8599658192693869,0.5710470748975283,0.9821619312112796
feature_set_4,mlp,0.19432029128074643,0.8399914548173467,0.5799847405900305,0.9743644520401623
feature_set_4,mlp,0.21805673271417617,0.8199636829737236,0.5887448707093076,0.9654988250373852
feature_set_4,mlp,0.23947615921497348,0.7999893185216834,0.5970358501902664,0.9552446058534502
feature_set_4,mlp,0.2602665674686432,0.7799615466780603,0.6059983566146261,0.945310831019013
feature_set_4,mlp,0.27800365328788756,0.7599871822260201,0.6153197470133521,0.9352702414014099
feature_set_4,mlp,0.29574890017509464,0.7400128177739799,0.6229070438799076,0.9219183935056612
feature_set_4,mlp,0.312666609287262,0.7199850459303567,0.6298494176989837,0.9069643238624225
feature_set_4,mlp,0.33077082335948943,0.7000106814783166,0.637293049515526,0.8922238837855159
feature_set_4,mlp,0.34948747158050536,0.6799829096346934,0.6449104618284637,0.8770561845759454
feature_set_4,mlp,0.36701316773891457,0.6600085451826533,0.653584722446998,0.8627430036317026
feature_set_4,mlp,0.382243595123291,0.6399807733390301,0.6631060669281482,0.8487502670369579
feature_set_4,mlp,0.39835395812988283,0.62000640888699,0.6719786372641916,0.8332621234778893
feature_set_4,mlp,0.4139938950538636,0.5999786370433668,0.681146519494392,0.8173467207861568
feature_set_4,mlp,0.42745976090431215,0.5800042725913266,0.6903314917127071,0.8007904293954283
feature_set_4,mlp,0.4408916139602661,0.5599765007477034,0.6985216976633286,0.782311471907712
feature_set_4,mlp,0.45520290374755856,0.5400021362956633,0.7069528236574029,0.7635120700704977
feature_set_4,mlp,0.4695794522762298,0.5199743644520401,0.7158997534921939,0.7444990386669516
feature_set_4,mlp,0.4837445765733719,0.5,0.7245246742149113,0.7245246742149113
feature_set_4,mlp,0.4978732621669769,0.48002563554795985,0.7334223408989764,0.7041230506302072
feature_set_4,mlp,0.5118880939483642,0.4599978637043367,0.7423661906420527,0.6829737235633412
feature_set_4,mlp,0.5271571588516236,0.4400234992522965,0.7505765262774609,0.6605426190984832
feature_set_4,mlp,0.5420288074016572,0.41999572740867336,0.7592828077314344,0.6377910702841273
feature_set_4,mlp,0.5563174962997436,0.4000213629566332,0.767022696929239,0.6136509292886135
feature_set_4,mlp,0.5719334328174591,0.37999359111301007,0.77512297962052,0.5890835291604358
feature_set_4,mlp,0.588405590057373,0.36001922666096986,0.7846016911437472,0.5649433881649221
feature_set_4,mlp,0.6044040334224701,0.3399914548173467,0.794062205466541,0.5399487289040803
feature_set_4,mlp,0.6207362079620361,0.32001709036530657,0.8004005340453939,0.5122837000640889
feature_set_4,mlp,0.6386569499969482,0.2999893185216834,0.8132455047178209,0.4879299295022431
feature_set_4,mlp,0.6574992179870605,0.2800149540696432,0.8237650200267023,0.46133304849391155
feature_set_4,mlp,0.6790051853656769,0.2599871822260201,0.8350451930977815,0.43420209356975004
feature_set_4,mlp,0.6976415085792541,0.24001281777397993,0.8455718736092568,0.40589617603076267
feature_set_4,mlp,0.7201474952697754,0.22003845332193975,0.8570388349514563,0.3771629993591113
feature_set_4,mlp,0.7436711549758912,0.2000106814783166,0.8712950600801068,0.3485366374706259
feature_set_4,mlp,0.7667583250999451,0.18003631702627643,0.8825274399288046,0.3177739799188208
feature_set_4,mlp,0.791566846370697,0.16000854518265328,0.8965287049399199,0.2869045075838496
feature_set_4,mlp,0.8180434834957123,0.1400341807306131,0.9134248665141114,0.25582140568254647
feature_set_4,mlp,0.8458585858345034,0.12000640888698996,0.9243435692033823,0.22185430463576158
feature_set_4,mlp,0.8705170631408692,0.1000320444349498,0.9375333689268553,0.18756675923947874
feature_set_4,mlp,0.89774085521698,0.08000427259132664,0.9499332443257676,0.15199743644520403
feature_set_4,mlp,0.9254410016536714,0.06002990813928648,0.9661921708185054,0.11600085451826533
feature_set_4,mlp,0.9574957084655759,0.04000213629566332,0.9879839786381842,0.07904293954283273
feature_set_4,mlp,0.9868341660499574,0.020027771843623157,0.9946666666666667,0.03984191412091433
feature_set_4,mlp,0.9992895126342773,5.3407391582995086e-05,1.0,0.00010681478316599017
