target_variant,ldhn_support,positive_core_support,negative_core_support,ignore_support,ldhn_share_of_high
global,0.08988972981770833,0.051226806640625,0.12763956705729165,0.8211336263020833,0.21136035729183808
density_conditioned_q,0.10795369466145834,0.0646337890625,0.10844685872395833,0.8269193522135416,0.31830015644645787
excess_over_density_q,0.10795369466145834,0.0646337890625,0.10844685872395833,0.8269193522135416,0.31830015644645787
