threshold,coverage,recall,precision,false_global,false_per_image_mean,false_per_image_p90,false_per_image_p95,ldhn_recall,ldhn_precision,ldhn_per_image_recall_p50,ldhn_per_image_recall_p75,ldhn_per_image_recall_p90,ldhn_images_with_support,pearson,spearman,auroc,auprc,auroc_high_vs_hard_negative,monotonic_pairs,monotonic_valid_pairs,target_high_prevalence,variant,target_contract,selected_threshold_train_coverage
0.0005251148249953985,1.0,1.0,0.42529134114583333,1.0,1.0,1.0,1.0,1.0,0.2798194770255002,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.05,0.9931477864583333,0.9999645999410637,0.4282104754256871,0.958184432252532,0.9807708667439531,1.0,1.0,0.9998325132518231,0.2846039464901905,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.05607886388897896,0.9909293619791667,0.9999550323575673,0.42916501732019113,0.9481457631333144,0.9756177459936083,1.0,1.0,0.9997872465631267,0.2858078257921421,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.07950440694888433,0.9828361002604167,0.9999291998821274,0.43268784119353254,0.9186450187607392,0.9582271361365028,1.0,1.0,0.9996831331791248,0.2894604736633082,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.1,0.9761043294270834,0.9998813619646458,0.4356510596221394,0.8981819456974628,0.945007363784595,1.0,1.0,0.9995111197620783,0.2920983110803027,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.10486214086413384,0.9745389811197916,0.9998641403143526,0.4363433063593855,0.8936647039883706,0.941894788168066,1.0,1.0,0.9994522730667729,0.2927041380425762,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.13213546226421993,0.9661153157552084,0.9997694212377392,0.44010613542796373,0.8704409172200315,0.9269378085117856,1.0,1.0,0.9990856128883316,0.29589653387960413,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.15,0.9607991536458333,0.9996727886444265,0.44249849656539303,0.856621409239146,0.9175803030410942,1.0,1.0,0.9988094860872833,0.297872570208963,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.16049842474361262,0.9576753743489583,0.9995895506680087,0.4439048888439456,0.8486994998198841,0.9116345045916011,1.0,1.0,0.998506199273017,0.29904734015799483,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.18842323422431945,0.9494954427083333,0.9992862582711759,0.4475932941357972,0.8257753748162978,0.8955398273173251,1.0,1.0,0.9976234988434362,0.30246029992410634,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.2,0.9458292643229167,0.9990891660511522,0.4492396116103886,0.815261709921036,0.8883793794813999,1.0,1.0,0.9971300919366447,0.30408685868897495,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.21434293786684672,0.941170654296875,0.9988279710217031,0.4513452320579882,0.8013752562267483,0.8795090274067454,1.0,1.0,0.9964827782882855,0.30627702616215974,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.238010839621226,0.9329345703125,0.9982405213950302,0.4550619771630946,0.776120782818542,0.8630356021639162,1.0,1.0,0.9949753975546934,0.3103799348747624,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.25,0.9281974283854166,0.9978511207467308,0.4572060085799281,0.7615138657324021,0.8537680216303221,1.0,1.0,0.9939071037014572,0.3128670969948275,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.25940521582961074,0.92430419921875,0.9975306066996047,0.4589843148131028,0.7493966916066015,0.8461222666598371,1.0,1.0,0.9930198766030066,0.31498501684976216,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
0.2784204309185346,0.9156498209635416,0.9966389079177495,0.4629082953791515,0.7219425733294653,0.8283042848223788,1.0,1.0,0.9907520154993142,0.31990914445826507,1.0,1.0,1.0,599,0.5436245275606348,0.516754228519225,0.8451209260147164,0.6454036885415487,0.8926872606938407,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.5487143993377686
