threshold,pred_high_coverage,target_high_recall,target_high_precision,low_context_false_strong_global,low_context_false_strong_per_image_mean,low_context_false_strong_per_image_p90,low_context_false_strong_per_image_p95,high_need_recall_in_low_density_regions,AUPRC_high,AUROC_high_vs_low,AUROC_high_vs_hard_negative,hard_negative_top5_mean
0.05,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.1,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.15,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.2,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.25,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.3,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.35,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.39999999999999997,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.44999999999999996,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.49999999999999994,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.5235448479652405,1.0,1.0,0.3854789733886719,1.0,1.0,1.0,1.0,1.0,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.5251655608415604,0.9900283813476562,0.9855617460490248,0.383739837398374,0.9892418936282784,0.9887537309144249,1.0,1.0,0.9760973256873359,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.5254844665527344,0.9825935363769531,0.9708365082977902,0.38086660118564647,0.9875034642614194,0.9860141822984804,1.0,1.0,0.9568572806688461,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
0.5257487893104553,0.97296142578125,0.9539737360342797,0.37795621353741926,0.9852863369529616,0.9832065471253124,1.0,1.0,0.937242081569216,0.3372532186918023,0.4238149626201962,0.39491579375396113,0.5356352925300598
