variant,need_pearson,need_spearman,need_auroc_high_vs_low,need_auprc_high,need_monotonic_pairs,need_monotonic_valid_pairs,safe_global_points,safe_p90_points,selected_threshold,selected_coverage,selected_recall,selected_precision,selected_false_global,selected_false_p90,selected_false_p95,selected_low_density_high_recall,raw66_coverage,raw66_false_global,hard_negative_top5_mean
d7c_mc_hn_ordinal,0.3965036605348479,0.39988462902195515,0.7638507565864897,0.5318572419309097,4,4,20,17,0.5167799100279808,0.2994575500488281,0.43576016071092816,0.5609355294837008,0.01179108614043486,0.05197132616487455,0.10532544378698225,0.09191274987941477,0.0,0.0,0.5159822702407837
d7c_mc_topk_hn_ordinal,0.41366279249781485,0.4287654191965336,0.7816198781531304,0.5539999085442594,4,4,27,12,0.5006391406059265,0.297882080078125,0.44628949738250984,0.5775279172215961,0.03013277569222242,0.13793103448275862,0.4043478260869565,0.06077496114475588,0.0,0.0,0.5013718605041504
d7c_shuffled_mc_topk,-0.13150348883773796,-0.1345028087487756,0.4238149626201962,0.3372532186918023,1,4,0,0,0.5297271609306335,0.300140380859375,0.2475383717132933,0.31792069140823587,0.38882870172079315,0.7282229965156795,0.8406169665809768,0.22954070421780373,0.0,0.0,0.5356352925300598
