sample_name,target_fold,stage_set,stages,a0_psnr,same_sample_oracle_psnr,same_sample_oracle_dpsnr,best_loss,delta_abs_mean,delta_rms,delta_abs_max
1000_0.74_1.6.png,0,S6_early_mid_final,early+mid+final,36.9222412109375,45.76520538330078,8.842964172363281,0.003964533098042011,0.006703086430206895,0.012337842645744482,0.22911947965621948
1000_0.74_1.6.png,0,S5_bottleneck_mid,bottleneck+mid,36.9222412109375,45.24715042114258,8.324909210205078,0.004106576554477215,0.015435026958584785,0.025743515230715275,0.2983807623386383
1000_0.74_1.6.png,0,S4_final_decoder,final,36.9222412109375,45.118797302246094,8.196556091308594,0.004127893131226301,0.005493102129548788,0.015822850167751312,0.11968325078487396
1006_0.89_1.55.png,0,S6_early_mid_final,early+mid+final,37.09952926635742,41.61722183227539,4.517692565917969,0.00618475629016757,0.007357013101379077,0.01413057961811622,0.23002834618091583
1006_0.89_1.55.png,0,S5_bottleneck_mid,bottleneck+mid,37.09952926635742,41.8799934387207,4.780464172363281,0.005949798505753279,0.018954270519316196,0.028079932555556297,0.27974048256874084
1006_0.89_1.55.png,0,S4_final_decoder,final,37.09952926635742,41.31755065917969,4.218021392822266,0.006314381025731564,0.005354281049221754,0.015926124528050423,0.21587848663330078
1010_0.91_1.13.png,0,S6_early_mid_final,early+mid+final,39.22648620605469,45.59095764160156,6.364471435546875,0.0040717897936701775,0.00471172792216142,0.009719751309603453,0.15162912011146545
1010_0.91_1.13.png,0,S5_bottleneck_mid,bottleneck+mid,39.22648620605469,45.86726760864258,6.640781402587891,0.0039132097736001015,0.012405164539813995,0.021837524138391018,0.30503296852111816
1010_0.91_1.13.png,0,S4_final_decoder,final,39.22648620605469,46.434059143066406,7.207572937011719,0.003651576116681099,0.0037299750838428736,0.0122297964990139,0.16468395292758942
1017_0.91_1.44.png,0,S6_early_mid_final,early+mid+final,33.62205123901367,43.689579010009766,10.067527770996094,0.004570758435875177,0.009155974257737398,0.01831640520443519,0.3063981235027313
1017_0.91_1.44.png,0,S5_bottleneck_mid,bottleneck+mid,33.62205123901367,43.454124450683594,9.832073211669922,0.004770721774548292,0.020069627091288567,0.03233371675014496,0.30426254868507385
1017_0.91_1.44.png,0,S4_final_decoder,final,33.62205123901367,38.969573974609375,5.347522735595703,0.005743781104683876,0.0060478635132312775,0.014967892318964005,0.10355036705732346
