target_fold,sample_count,mean_dpsnr,p05_dpsnr,cvar5_dpsnr,severe_rate,tail_gate_pass
0,16,1.25387704372406,0.0,0.0,0.0,1
1,16,0.771787166595459,0.0,0.0,0.0,1
2,16,1.3470948934555054,0.0,0.0,0.0,1
3,16,1.1211457252502441,0.0,0.0,0.0,1
4,16,1.1943769454956055,0.0,0.0,0.0,1
