operator_label,split,policy,n,mean_psnr_delta,median_psnr_delta,p10_psnr_delta,p05_psnr_delta,worst_psnr_delta,best_psnr_delta,positive_ratio,regression_le_0p2_count,regression_le_0p5_count,mean_selected_alpha_mean,mean_selected_alpha_p10,mean_selected_alpha_p50,mean_selected_alpha_p90,mean_selected_alpha_zero_fraction,mean_selected_alpha_one_fraction
D_ref,CONFIRM_AUDIT_ONLY,FIXED_ALPHA_0.125,600,0.0331283994809902,0.01927295073249269,-0.023264695777978517,-0.04604967034435497,-0.1617020902297881,0.19538503054685208,0.7116666666666667,0,0,,,,,,
D_ref,CONFIRM_AUDIT_ONLY,ORACLE_BLOCK16_GRID,600,0.3981010926488758,0.2828534952354431,0.011714111130843464,0.0047148981246117215,0.0,1.659899491719493,0.9983333333333333,0,0,0.26040125694444444,0.0017083333333333325,0.15395833333333334,0.7039374999999999,0.6879737222222223,0.23237138888888892
D_ref,CONFIRM_AUDIT_ONLY,ORACLE_BLOCK32_GRID,600,0.37322354719712936,0.25566202579723907,0.009591003652901263,0.0027743960322901273,0.0,1.6181087390314843,0.9983333333333333,0,0,0.30414688938198553,0.0030833333333333333,0.20479166666666668,0.7742291666666667,0.6248184746877056,0.26609155161078235
D_ref,CONFIRM_AUDIT_ONLY,ORACLE_IMAGE_GRID,600,0.2351011763595244,0.05464377388317132,0.0,0.0,0.0,1.4558444689253491,0.7116666666666667,0,0,0.535625,0.535625,0.535625,0.535625,0.28833333333333333,0.43833333333333335
D_ref,CONFIRM_AUDIT_ONLY,ORACLE_PIXEL_GRID,600,0.4556177204372657,0.3508051526999427,0.02333159448993456,0.011520869935957023,1.6930610229337617e-06,1.7373515519939744,1.0,0,0,0.17496446202256943,0.0,0.069375,0.5247916666666667,0.8007407395833334,0.1613413346354167
D_ref,OOF,FIXED_ALPHA_0.125,1200,0.029689009584344176,0.015116644764027853,-0.027498928539890954,-0.05609489554154976,-0.1807113331413035,0.25452661824756717,0.6908333333333333,0,0,,,,,,
D_ref,OOF,ORACLE_BLOCK16_GRID,1200,0.38687149760302364,0.2672110565724424,0.008069359336089831,0.0019608482539592133,0.0,2.047376082080355,0.9966666666666667,0,0,0.2543786875,0.002916666666666667,0.14479166666666668,0.6965416666666666,0.6952622777777778,0.2267350277777778
D_ref,OOF,ORACLE_BLOCK32_GRID,1200,0.3597010615346956,0.23860138937867603,0.006342537761210566,0.0012524906361566224,0.0,1.9434560344666494,0.995,0,0,0.2990677227153189,0.00525,0.19703125,0.761125,0.6319627547666009,0.2618458415516108
D_ref,OOF,ORACLE_IMAGE_GRID,1200,0.20942459227754318,0.03724239206878721,0.0,0.0,0.0,1.7311342483852243,0.6908333333333333,0,0,0.5133333333333333,0.5133333333333333,0.5133333333333333,0.5133333333333333,0.30916666666666665,0.4166666666666667
D_ref,OOF,ORACLE_PIXEL_GRID,1200,0.45082373874943943,0.3208589029171769,0.015233725601153481,0.004369290477027477,0.0,2.2855284200955595,0.9991666666666666,0,0,0.17012729679361982,0.0,0.05625,0.524375,0.8056058352864583,0.15645686056857638
D_rep,CONFIRM_AUDIT_ONLY,FIXED_ALPHA_0.125,600,0.033420217975809144,0.021929182339434306,-0.02702190345584015,-0.053757384301053784,-0.17002211261950606,0.2045490995253303,0.7116666666666667,0,0,,,,,,
D_rep,CONFIRM_AUDIT_ONLY,ORACLE_BLOCK16_GRID,600,0.42067746593489613,0.31765516759684687,0.017602738709086907,0.007266484410511254,0.0,1.700276217953359,0.9983333333333333,0,0,0.2664223680555555,0.0020833333333333333,0.16333333333333333,0.7122499999999999,0.6874195000000001,0.2405207222222222
D_rep,CONFIRM_AUDIT_ONLY,ORACLE_BLOCK32_GRID,600,0.3938083745816597,0.27954281592718644,0.014060958889687924,0.005540650920919176,0.0,1.6585588434614849,0.9966666666666667,0,0,0.3118796268902038,0.008208333333333335,0.215625,0.7884375000000001,0.6251986522024983,0.27696630506245895
D_rep,CONFIRM_AUDIT_ONLY,ORACLE_IMAGE_GRID,600,0.2446679497212715,0.059632231007441305,0.0,0.0,0.0,1.5510648673133645,0.7116666666666667,0,0,0.54375,0.54375,0.54375,0.54375,0.28833333333333333,0.4483333333333333
D_rep,CONFIRM_AUDIT_ONLY,ORACLE_PIXEL_GRID,600,0.4827945698114368,0.37690177587962026,0.029396903760957115,0.015470055996231124,4.073744806731838e-05,1.7776644090650748,1.0,0,0,0.17719966229926215,0.0,0.06958333333333333,0.5308333333333334,0.8003408511284722,0.16434859678819444
D_rep,OOF,FIXED_ALPHA_0.125,1200,0.02990357856870741,0.0160502861799543,-0.026953887847050592,-0.055776525556927935,-0.1857003915724178,0.2563632867078667,0.7058333333333333,0,0,,,,,,
D_rep,OOF,ORACLE_BLOCK16_GRID,1200,0.38541679203136964,0.26813204095524057,0.0068381728492532545,0.0016424521191439113,0.0,2.084877633142213,0.9966666666666667,0,0,0.25412011458333333,0.002916666666666667,0.14395833333333333,0.6940104166666665,0.6952762222222223,0.2263021388888889
D_rep,OOF,ORACLE_BLOCK32_GRID,1200,0.35866038322852395,0.23957739918950693,0.0053433119606587825,0.0010992612613183184,0.0,1.9806991213617735,0.995,0,0,0.2987929178994083,0.004125000000000001,0.19390625,0.7623541666666667,0.6317754109138725,0.26120971400394477
