operator_label,seed,pair_name,dense_or_continuous_policy,common_five_level_policy,group_count,dense_or_continuous_mean_psnr_delta,common_mean_psnr_delta,mean_gap_db,mean_gap_ci95_low_db,mean_gap_ci95_high_db,gap_p50_db,gap_p90_db,gap_p95_db,gap_max_db,gap_min_db,gap_gt_0p005_fraction,parent_summary_abs_difference_db,v3m_summary_abs_difference_db,nested_action_monotonicity_pass,mean_gap_ci95_high_le_0p005,quantization_gap_pair_pass
D_ref,3407,image_dense_vs_common,ORACLE_IMAGE_GRID,ORACLE_IMAGE_GRID,1200,0.2105367715718314,0.20942459227754318,0.0011121792942882062,0.0009013831011588007,0.0013377430837392635,0.0,0.002587717818999383,0.006547118455742756,0.0423252408704613,0.0,0.058333333333333334,0.0,0.0,True,True,True
D_ref,3407,block16_dense_vs_common,ORACLE_BLOCK16_GRID,ORACLE_BLOCK16_GRID,1200,0.3876183179680602,0.38687149760302364,0.0007468203650365742,0.0006926597889167435,0.0008023858763432439,0.00041520402787043054,0.0018055516786539287,0.002421897658593152,0.008801446943934366,-2.98167634582569e-07,0.008333333333333333,0.0,0.0,False,True,False
D_ref,3407,block32_dense_vs_common,ORACLE_BLOCK32_GRID,ORACLE_BLOCK32_GRID,1200,0.36050203129335007,0.3597010615346956,0.000800969758654461,0.000739498585271696,0.0008641920228059535,0.0004263057244351387,0.0019939441602275566,0.002841437267021618,0.00937287246774332,-2.98167634582569e-07,0.013333333333333334,0.0,0.0,False,True,False
D_ref,3407,pixel_continuous_vs_common,ORACLE_PIXEL_SCALAR_CONTINUOUS,ORACLE_PIXEL_GRID,1200,0.45142436615936615,0.45082373874943943,0.0006006274099267669,0.0005599383478683815,0.0006462233360650186,0.0003481740218163054,0.0014625570100989197,0.0020173507645729672,0.006432447124055329,-0.0006573512173702056,0.0025,0.0,0.0,False,True,False
D_rep,3408,image_dense_vs_common,ORACLE_IMAGE_GRID,ORACLE_IMAGE_GRID,1200,0.21170188190638528,0.21058741876214807,0.001114463144237258,0.0009079954392524736,0.0013425213214782632,0.0,0.0029025766137984028,0.005950827884784358,0.04954080349375545,0.0,0.0575,0.0,0.0,True,True,True
D_rep,3408,block16_dense_vs_common,ORACLE_BLOCK16_GRID,ORACLE_BLOCK16_GRID,1200,0.3861593080463274,0.38541679203136964,0.0007425160149577763,0.0006883038787639319,0.0007999009377402803,0.0004128661645346199,0.00178019773368945,0.002420011581887138,0.008996230213092815,0.0,0.01,0.0,0.0,True,True,True
D_rep,3408,block32_dense_vs_common,ORACLE_BLOCK32_GRID,ORACLE_BLOCK32_GRID,1200,0.3594554971468048,0.35866038322852395,0.0007951139182808772,0.0007369967116548314,0.000856526847058753,0.0004081933632669177,0.001976231654852969,0.00274109501398918,0.009620779704526683,0.0,0.0125,0.0,0.0,True,True,True
D_rep,3408,pixel_continuous_vs_common,ORACLE_PIXEL_SCALAR_CONTINUOUS,ORACLE_PIXEL_GRID,1200,0.4487807032413309,0.4481817576665827,0.0005989455747483064,0.0005547211657360089,0.0006439055843582601,0.00034178551976182803,0.0014329448151947596,0.001914780361034829,0.007028590617359498,-0.0013956921384021825,0.0025,0.0,0.0,False,True,False
