operator_label,signal,image_count,valid_image_count,valid_image_fraction,oracle_escalate_positive_block_count,oracle_escalate_positive_fraction,mean_image_auroc,mean_image_auroc_ci95_low,mean_image_auroc_ci95_high,auroc_ci95_low_ge_0p56,valid_image_fraction_ge_0p80,local_signal_pair_pass
D_ref,d7c_score_mean,1200,1196,0.9966666666666667,293415,0.26951569568512185,0.8098959973424732,0.8035354756935902,0.8161215238754919,True,True,True
D_rep,d7c_score_mean,1200,1195,0.9958333333333333,293233,0.26934851998989595,0.8093796041316836,0.8031422022249343,0.8159443325823592,True,True,True
D_ref,direct_step_energy,1200,1196,0.9966666666666667,293415,0.26951569568512185,0.8587259811213734,0.8522024576893863,0.8653169182839336,True,True,True
D_rep,direct_step_energy,1200,1195,0.9958333333333333,293233,0.26934851998989595,0.8584069023088879,0.8515544292904915,0.8653682424290489,True,True,True
D_ref,d7c_score_times_step_energy,1200,1196,0.9966666666666667,293415,0.26951569568512185,0.8570288777409389,0.8501255801020408,0.8639474778837724,True,True,True
D_rep,d7c_score_times_step_energy,1200,1195,0.9958333333333333,293233,0.26934851998989595,0.856821810688143,0.8501371359102545,0.8638655241560214,True,True,True
D_ref,alpha1_clip_fraction,1200,1196,0.9966666666666667,293415,0.26951569568512185,0.547000153038931,0.5432636238189771,0.5508213880863425,False,True,False
D_rep,alpha1_clip_fraction,1200,1195,0.9958333333333333,293233,0.26934851998989595,0.546511333922238,0.5426893008178189,0.5502504369441521,False,True,False
