operator_label,selected_action_index,selected_alpha,heldout_total_blocks,train_total_blocks,heldout_oracle_action_0_count,train_oracle_action_0_count,heldout_oracle_action_1_count,train_oracle_action_1_count,heldout_oracle_action_2_count,train_oracle_action_2_count,heldout_oracle_action_3_count,train_oracle_action_3_count,heldout_oracle_action_4_count,train_oracle_action_4_count,heldout_match_rate,heldout_over_escalate_rate,heldout_under_escalate_rate,train_match_rate,train_over_escalate_rate,train_under_escalate_rate
D_ref,0,0.0,611931,2448265,597227,2389155,1319,5335,1606,6449,2618,10534,9161,36792,0.9759711470737714,0.0,0.02402885292622861,0.9758563717571423,0.0,0.024143628242857696
D_ref,2,0.25,204488,817548,88781,354886,9323,37226,12309,49238,20325,81275,73750,294923,0.06019424122686906,0.47975431321153317,0.46005144556159777,0.06022643318802076,0.4796195452744059,0.46015402153757334
D_ref,3,0.5,136324,544342,50675,202343,4168,16606,6295,25140,12297,48973,62889,251280,0.09020421935976057,0.4484756902673044,0.4613200903729351,0.08996733671111176,0.44841110919238275,0.4616215540965055
D_ref,4,1.0,135932,544545,40931,164072,2836,11417,4243,16985,9212,37026,78710,315045,0.57903951975988,0.42096048024012006,0.0,0.5785472275018594,0.42145277249814067,0.0
D_rep,0,0.0,612186,2448440,597489,2389969,1312,5247,1701,6793,2639,10420,9045,36011,0.9759925904872049,0.0,0.02400740951279513,0.9761190799039389,0.0,0.023880920096061166
D_rep,1,0.125,27016,108780,11500,49020,1250,5464,1613,6886,2713,10792,9940,36618,0.04626887770210246,0.4256736748593426,0.528057447438555,0.050229821658393084,0.4506343077771649,0.499135870564442
D_rep,2,0.25,177340,708803,77410,306487,8191,32233,10840,42898,17669,70886,63230,256299,0.06112552159693244,0.48269425961430024,0.45618021878876736,0.0605217528706848,0.4778760812242612,0.46160216590505404
D_rep,3,0.5,135944,543147,50186,200646,3976,15963,6111,24429,12342,49378,63329,252731,0.09078738304007533,0.44336638615900664,0.465846230800918,0.09091093203129172,0.44378041303735455,0.46530865493135376
D_rep,4,1.0,136189,545530,41211,165062,2917,11677,4333,17386,9286,37120,78442,314285,0.5759789704014274,0.4240210295985726,0.0,0.576109471523106,0.423890528476894,0.0
