operator_label,image_count,fixed_alpha_max_abs_psnr_delta_diff_db,policy_mean_lift_vs_fixed_db,policy_mean_lift_vs_fixed_ci95_low_db,policy_mean_lift_vs_fixed_ci95_high_db,oracle_block16_mean_lift_vs_fixed_db,retention_vs_block16_oracle,retention_vs_block16_oracle_ci95_low,retention_vs_block16_oracle_ci95_high,paired_lift_p10_db,paired_lift_worst_db,fixed_p10_psnr_delta_db,policy_p10_psnr_delta_db,oracle_p10_psnr_delta_db,fixed_worst_psnr_delta_db,policy_worst_psnr_delta_db,oracle_worst_psnr_delta_db,fixed_severe_le_0p2_count,policy_severe_le_0p2_count,fixed_hard_le_0p5_count,policy_hard_le_0p5_count,selected_alpha_mean,selected_action_0_alpha_0p0_fraction,selected_action_1_alpha_0p125_fraction,selected_action_2_alpha_0p25_fraction,selected_action_3_alpha_0p5_fraction,selected_action_4_alpha_1p0_fraction,gate_fixed_replay_pass,gate_mean_lift_ci95_low_gt_0p05,gate_retention_ci95_low_ge_0p45,gate_paired_lift_p10_ge_neg0p02,gate_severe_count_no_higher_than_fixed,gate_hard_count_no_higher_than_fixed,operator_gate_pass
D_ref,1200,0.0,0.08284307204234426,0.06599192146734291,0.10004876881346579,0.3571824880186794,0.23193486472945968,0.19118045786099216,0.2721887723262562,-0.22090250097453887,-1.0642238998453593,-0.027498928539890954,-0.2503483801791049,0.008069359336089831,-0.1807113331413035,-1.2449352329866628,0.0,0,148,0,39,0.2476404861111111,0.5620878590947712,0.0,0.18783199761177577,0.1252201070108159,0.12486003628263716,True,True,False,False,False,False,False
D_rep,1200,0.0,0.08260542471100114,0.06621866948733358,0.10014509441343705,0.3555132134626622,0.2323554275421518,0.19220178948126418,0.27282443856607763,-0.2306944132276733,-1.0802524397779578,-0.026953887847050592,-0.24677258407738803,0.0068381728492532545,-0.1857003915724178,-1.2659528313503756,0.0,0,146,0,41,0.24442028124999998,0.5623220887776426,0.02481548671550279,0.16289526258984546,0.12487105885594875,0.12509610306106048,True,True,False,False,False,False,False
