policy,split,clean_reference_group_count,selected_alpha_mean_pearson,selected_alpha_mean_abs_diff
ORACLE_IMAGE_GRID,OOF,1200,0.9688460875098102,0.0296875
ORACLE_BLOCK16_GRID,OOF,1200,0.9975927113227298,0.009206815972222223
ORACLE_BLOCK32_GRID,OOF,1200,0.9944301725831827,0.015171480522682445
ORACLE_PIXEL_GRID,OOF,1200,0.9995010913775242,0.003004422227647571
