count,mean_policy_lift_vs_fixed,p10_policy_lift_vs_fixed,p05_policy_lift_vs_fixed,worst_policy_lift_vs_fixed,mean_policy_psnr_delta,p10_policy_psnr_delta,p05_policy_psnr_delta,worst_policy_psnr_delta,policy_severe_le_minus_0p2_count,policy_hard_le_minus_0p5_count,fixed_severe_le_minus_0p2_count,fixed_hard_le_minus_0p5_count,negative_lift_vs_fixed_count,mean_fixed_psnr_delta,mean_oracle_block16_lift_vs_fixed,mean_retention_vs_oracle,mean_selected_alpha,mean_frac_alpha_1,mean_frac_alpha_ge_0p5,operator_label,corr_lift_selected_alpha_mean,corr_lift_frac_alpha_1,corr_lift_frac_alpha_ge_0p5,corr_lift_oracle_lift,corr_severe_score_selected_alpha_mean,severe_subset_mean_oracle_lift,severe_subset_mean_selected_alpha,severe_subset_mean_frac_alpha_1,severe_subset_mean_frac_alpha_ge_0p5
1200,0.0828430720423443,-0.22090250097453887,-0.3538589878850722,-1.0642238998453593,0.11253208162668846,-0.2503483801791049,-0.3955468885820785,-1.2449352329866628,148,39,0,0,504,0.029689009584344173,0.35718248801867974,0.23193486472945957,0.2476404861111111,0.13382049999999965,0.26704624999999993,D_ref,0.38442714465368116,0.4024873364807524,0.37497010646700607,0.6965752589243848,0.09605038293260043,0.2754318106909686,0.30085974099099116,0.1574177927927928,0.33450698198198214
1200,0.08260542471100107,-0.2306944132276733,-0.35775877203577017,-1.0802524397779578,0.1125090032797083,-0.24677258407738803,-0.39404141485110317,-1.2659528313503756,146,41,0,0,488,0.029903578568707415,0.3555132134626626,0.2323554275421513,0.2444202812499998,0.1336124444444443,0.26718124999999954,D_rep,0.38010637137284026,0.3935592798343244,0.37306505969415393,0.6955949754770243,0.08119085650930775,0.26829552419378205,0.28961623858447477,0.15291780821917803,0.3226438356164382
