operator_label,split,policy,reference_policy,pixel_denominator_policy,group_count,mean_lift,mean_lift_ci95_low,mean_lift_ci95_high,pixel_grid_mean_lift,retention_ratio,retention_ci95_low,retention_ci95_high,candidate_mean_psnr_delta,candidate_p10_psnr_delta,candidate_worst_psnr_delta,candidate_severe_le_0p2_count,candidate_hard_le_0p5_count,reference_mean_psnr_delta,reference_p10_psnr_delta,reference_worst_psnr_delta,reference_severe_le_0p2_count,reference_hard_le_0p5_count,p10_ge_reference,worst_ge_reference,severe_le_reference,mean_lift_ci95_low_gt_0,block16_retention_ci95_low_ge_0p80,block16_common_action_pass
D_ref,OOF,ORACLE_IMAGE_GRID,FIXED_ALPHA_0.125,ORACLE_PIXEL_GRID,1200,0.179735582693199,0.16485500972391853,0.19543148023395215,0.4211347291650952,0.4267887928633362,0.402617872838253,0.4522659323403966,0.20942459227754318,0.0,0.0,0,0,0.029689009584344176,-0.027498928539890954,-0.1807113331413035,0,0,True,True,True,True,False,False
D_ref,OOF,ORACLE_BLOCK32_GRID,FIXED_ALPHA_0.125,ORACLE_PIXEL_GRID,1200,0.33001205195035144,0.31205484719108495,0.3485559303933567,0.4211347291650952,0.7836258306328818,0.7733708187203974,0.7944643252556319,0.3597010615346956,0.006342537761210566,0.0,0,0,0.029689009584344176,-0.027498928539890954,-0.1807113331413035,0,0,True,True,True,True,False,False
D_ref,OOF,ORACLE_BLOCK16_GRID,FIXED_ALPHA_0.125,ORACLE_PIXEL_GRID,1200,0.3571824880186794,0.3381416766789635,0.37601516337554297,0.4211347291650952,0.8481430366163296,0.8403679015335376,0.8553550579923647,0.38687149760302364,0.008069359336089831,0.0,0,0,0.029689009584344176,-0.027498928539890954,-0.1807113331413035,0,0,True,True,True,True,True,True
D_rep,OOF,ORACLE_IMAGE_GRID,FIXED_ALPHA_0.125,ORACLE_PIXEL_GRID,1200,0.1806838401934406,0.1654974903442958,0.19533630368019267,0.4182781790978753,0.43197051441490897,0.4079761420486618,0.4564084225860757,0.21058741876214807,0.0,0.0,0,0,0.02990357856870741,-0.026953887847050592,-0.1857003915724178,0,0,True,True,True,True,False,False
D_rep,OOF,ORACLE_BLOCK32_GRID,FIXED_ALPHA_0.125,ORACLE_PIXEL_GRID,1200,0.32875680465981655,0.3113454993349734,0.3467137960599279,0.4182781790978753,0.7859764651573872,0.7750613688619541,0.796075318214137,0.35866038322852395,0.0053433119606587825,0.0,0,0,0.02990357856870741,-0.026953887847050592,-0.1857003915724178,0,0,True,True,True,True,False,False
D_rep,OOF,ORACLE_BLOCK16_GRID,FIXED_ALPHA_0.125,ORACLE_PIXEL_GRID,1200,0.3555132134626622,0.3374088355515417,0.37479275247348526,0.4182781790978753,0.8499444418291627,0.8423179791104435,0.8574938440982293,0.38541679203136964,0.0068381728492532545,0.0,0,0,0.02990357856870741,-0.026953887847050592,-0.1857003915724178,0,0,True,True,True,True,True,True
