alpha_tolerance_agreement_fraction,alpha_tolerance_stable_region_count,baseline_psnr_db,best_global_minus_keep_psnr_db,bidirectional_scene,cross_observation_transfer_psnr_db,cross_observation_transfer_raw_psnr_db,dataset,direction_and_strength_stable_scene,edge_local_minus_global_psnr_db,global_endpoint_selection_fraction,hazy_psnr_db,interior_local_minus_global_psnr_db,joint_useful_bidirectional_scene,keep_supported_scene,local_endpoint_selection_fraction,local_minus_keep_psnr_db,material_utility_scene,maximum_full_image_padded_pixels,near_clear_cell_mitigation_fraction,near_clear_damaged_cell_count,near_clear_damaged_scene,near_clear_exposed_cell_count,near_clear_exposed_scene,near_clear_mitigated_cell_count,near_clear_mitigated_scene,negative_tail_scene,nested_variants,null_local_minus_global_psnr_db,primary_clipped_high,primary_clipped_low,primary_local_minus_global_psnr_db,primary_raw_local_minus_global_psnr_db,repeat_keep_supported_cells,repeat_strengthen_cells,repeat_weaken_cells,scene_id_sha256,selected_candidate_saturation_fraction,spatial_specificity_psnr_db,spatial_specificity_raw_psnr_db,stable_cell_count,unresolved_cell_fraction,whole_image_inference_before_scoring_crop
0.25,4,35.300006374601395,0.4023103914354943,False,-0.25,-1.8967003908174185,HAZE4K_TRAIN,False,4.905514400774646,0.0,18.413205296849632,0.7923574077429831,False,False,0.0625,3.877184743626307,True,307200,0.0,0,False,1,True,0,False,True,2,1.279633333709299,False,True,0.25,3.4748743521908123,0,3,1,ff5da7bdb8a62631a7c052a342e5949db16e14a2cbec881e7af36b1d24fe4e32,0.000797390000188971,0.25,6.871201703214302,4,0.125,True
0.875,14,39.517099644267574,2.975023950250891,True,0.25,0.8040956233372067,HAZE4K_TRAIN,True,1.406641489090421,0.0,14.971421751253674,0.7010359369641691,True,False,0.0,4.228018673243357,True,173056,0.0,0,False,0,False,0,False,False,2,1.6193136574179925,True,False,0.25,1.2529947229924658,0,10,4,ef5fdbd2e581d383c93c5c692caaa719cf355be78495a8683898db8d039b715f,0.002512734135600197,0.25,4.325676748813857,14,0.0625,True
0.25,4,45.53209158932816,0.030532090248480012,False,-0.25,-0.3591440667378284,HAZE4K_TRAIN,False,0.2213207685752276,0.0,16.112105521610665,0.32677800841000587,False,False,0.0,0.27424489161819743,True,307200,0.0,0,False,1,True,0,False,True,2,1.5941860074964402,False,True,0.24371280136971807,0.24371280136971807,0,3,1,d828f36624cfd9f4dac9c4a577cd384c17ac37ad761295bf5711323718395410,0.0032260834380642583,0.25,1.0688205471222938,4,0.25,True
0.5625,9,36.66014138733662,0.6246340729823122,True,-0.25,-4.11732031616515,HAZE4K_TRAIN,False,2.0726146108009402,0.0,17.826473218006072,3.400227172875966,False,False,0.0,2.8286172412355035,True,173056,0.0,0,False,1,True,0,False,True,2,-1.9941433769615777,False,True,0.25,2.2039831682531914,0,4,5,bd973540cfbb23e5782cd329180df3a417526d8340d88dba05defd01c9ad42db,0.0014289271359814429,0.25,7.457391150378671,9,0.09375,True
0.8125,13,42.37898620574986,1.3664133026202308,False,0.25,3.1984734617194572,HAZE4K_TRAIN,True,3.948081195591543,0.0,23.835004024666546,6.739442362830067,False,False,0.03125,5.703183172120048,True,307200,0.0,0,False,4,True,0,False,False,2,0.640194782459696,True,False,0.25,4.3367698694998165,0,15,0,9df0979727b9963ab3545b0352a56e4983dd3d5eeb9f8e1d04dec1fb61e10709,0.004316926590608697,0.25,12.453277605313847,15,0.03125,True
0.625,10,48.26029772171259,0.019557125298258426,True,0.25,0.30835246507970404,HAZE4K_TRAIN,False,1.1570776564584881,0.0,24.310374249601672,0.27140212088460486,True,False,0.0,0.913236779463972,True,307200,0.0,0,False,4,True,0,False,False,2,0.8159376828342385,True,False,0.25,0.8936796541657128,0,5,5,c9f4e47a78913c57b7fcf1e655a013b77ce22ec3661ab8f80fdb1ce38989f1a2,0.00033178631468525397,0.25,6.78111781680308,10,0.125,True
0.625,10,47.31912079568624,0.07263665064115765,True,-0.014845737704092202,-0.014845737704092202,HAZE4K_TRAIN,False,0.8937785778090558,0.0,12.78992669619551,0.4350482920728322,False,False,0.0,0.8568737842268477,True,307200,0.0,0,False,0,False,0,False,False,2,-2.6770108410000635,False,False,0.25,0.7842371335856901,0,8,2,6481bfae40ce14bb1dd5407f547da3887120b2ded7eb2e2a08adf5d323861b12,0.0074980272186269,0.25,4.969104758112211,10,0.03125,True
0.5,8,43.00753221840516,0.6238413405683435,True,-0.25,-2.1890069214917713,HAZE4K_TRAIN,False,1.1569724849524898,0.0,16.81890475881427,1.002899573006508,False,False,0.0,1.743794410422034,True,307200,0.0,0,False,2,True,0,False,True,2,-1.0857854092084207,False,True,0.25,1.1199530698536906,0,6,2,d6cefbee2795b456ca44e84c604d34d939011ebf185f245cacee34751e3599f1,0.002358079743103475,0.25,1.711474299788676,8,0.0625,True
0.625,10,36.73512321294086,0.6701077283966919,False,0.16388454427359683,0.16388454427359683,HAZE4K_TRAIN,True,2.0570683975643327,0.0,13.635319774606847,0.6685868800536925,False,False,0.0,2.522846253370742,True,173056,0.0,0,False,0,False,0,False,False,2,-1.1533999557643295,False,False,0.25,1.852738524974051,0,11,1,3e350ed4701ee42c0a701d492d0007bcd11bf947b71503703cf019ac53c3ec4c,0.0025100075598372515,0.25,3.829909042692523,12,0.03125,True
0.5625,9,42.43827377725957,0.09686788922004524,True,0.149563749540362,0.149563749540362,HAZE4K_TRAIN,False,0.327193119374128,0.0,15.230134157968111,0.264185665907719,True,False,0.0,0.4110272429945445,True,173056,0.0,0,False,0,False,0,False,False,2,1.0684741427346858,False,False,0.25,0.3141593537744989,1,5,3,97722b05452d2851f3c20c749e7fc011e9abe1d66dee89846b7eb6238abe26c1,0.0044692580632171705,0.25,0.7777818726389679,9,0.15625,True
0.625,10,41.13128656508653,0.41076650010072546,False,-0.25,-0.8711195180737507,HAZE4K_TRAIN,False,2.366812539471351,0.0,18.39224320933515,1.8737381660835863,False,False,0.0,2.6512698031621706,True,173056,0.0,0,False,0,False,0,False,True,2,2.4550731546529905,False,True,0.25,2.2405033030614456,0,9,1,c06c20078fc49958d02d893c604b40b28787d07298f3c0841c934a968e06bf9f,0.04290148597222313,0.25,4.5552283282877895,10,0.0625,True
0.5625,9,38.441257198066225,1.2894329496829746,False,-0.25,-1.1374165409030785,HAZE4K_TRAIN,False,0.9514621120886227,0.0,13.345183877975884,2.2703172372613727,False,False,0.0,2.427425430094245,True,173056,0.0,0,False,0,False,0,False,True,2,0.985118610667033,False,True,0.25,1.1379924804112707,0,9,0,ce2a73ee4cf5a410a28aa6f0f6d9fcae22b720b55a4ddeef1bc20706a92ca910,0.0073106862621681885,0.25,3.3334560181400104,9,0.0625,True
0.5,8,40.22340944295349,0.07025717616477142,True,0.25,1.6830923629763517,HAZE4K_TRAIN,False,2.1342044957057595,0.0,17.21445997105693,2.1252721602790023,True,False,0.0,2.212422150415833,True,307200,0.0,0,False,0,False,0,False,False,2,0.448740581817765,True,False,0.25,2.1421649742510613,0,6,2,39740873cfd0321e8e3e15f5c1460af1acf84753d288b41dfe5d5cc313465cac,0.016821404487218673,0.25,4.554574117884754,8,0.0625,True
0.875,14,37.39878534658961,2.0820843712610553,False,0.15884556811357697,0.15884556811357697,HAZE4K_TRAIN,True,0.9919195903442253,0.0,14.246295962632072,0.9786049813874926,False,False,0.0,3.0487095327323264,True,173056,0.0,0,False,0,False,0,False,False,2,-2.845306512023175,False,False,0.25,0.9666251614712709,0,14,0,439fb43bb1de9bb3715a19a8e970a70a5dc45f64d02a8cadd085d60f195174e6,0.0012527592346703947,0.25,1.9094811473746507,14,0.03125,True
0.4375,7,43.52328470855146,0.18056887805333466,True,-0.25,-1.1899098907948824,HAZE4K_TRAIN,False,0.2508025515843736,0.0,20.19072310949273,0.5891519634303428,False,False,0.0,0.4761010260599651,True,307200,0.0,0,False,0,False,0,False,True,2,-2.123745700752357,False,True,0.25,0.2955321480066305,0,2,5,3a3474abfc042c72708ba29375fec734ae48844c1eb1fb8a65fff1e082e81cd2,0.00043276538729347127,0.25,0.786240772710628,7,0.15625,True
0.8125,13,39.8159007910032,0.07368467791891391,True,0.25,0.8248867571554812,HAZE4K_TRAIN,True,0.7139350556876577,0.0,15.479059583625178,2.410475167434132,True,False,0.0,0.9241801678053511,True,307200,0.0,0,False,0,False,0,False,False,2,0.33518077530649837,True,False,0.25,0.8504954898864374,1,9,3,6228bf79b8f4d89cf529f48af1e34dbb9727e0ae2317978bf14663ce0f5669d1,0.002165576938834756,0.25,1.990471031704549,13,0.0625,True
0.625,10,46.77696082474371,0.1361458253097381,True,0.15584799907572042,0.15584799907572042,HAZE4K_TRAIN,False,0.5657347442054455,0.0,20.00553409557307,0.485920377563328,True,False,0.0,0.6849590789725732,True,307200,0.0,0,False,0,False,0,False,False,2,0.19421732495300909,False,False,0.25,0.5488132536628355,0,5,5,4cdbb7398bc0ed9a225cc8fb4a84e54b1eb1b5e07b6f46887b281137caae68a6,0.010958840897206383,0.25,1.3598710253763358,10,0.21875,True
0.375,6,36.942779838403084,0.8538066404872606,False,-0.25,-1.6160666978427038,HAZE4K_TRAIN,False,0.8475346973595436,0.0,19.545803851354695,0.5836199268787645,False,False,0.0,1.6150919423693382,True,173056,0.0,0,False,0,False,0,False,True,2,0.19447610109715197,False,True,0.25,0.7612853018820773,0,10,0,0d4ee7ddfd576ba594a44cfc3ab25045b702a53a07653108a537c0b22036cd54,0.0010068176026829332,0.25,4.844436089771496,10,0.0625,True
0.625,10,37.45697741408368,4.482556296226536,False,-0.25,-2.338750172266108,HAZE4K_TRAIN,True,2.4611671862990923,0.0,18.730106289054074,1.2454503262705745,False,False,0.0,6.643480022190296,True,173056,0.0,0,False,0,False,0,False,True,2,-1.5844426363767194,False,True,0.25,2.1609237259637606,0,14,0,f0a4e67d2e76bb92ed776ba81074239142eb2fecd024fd8ca34d878a130626ea,6.46877338642493e-05,0.25,6.901734677333625,14,0.0,True
0.4375,7,34.91350490362113,0.05584842681110684,True,-0.25,-1.3317523874628105,HAZE4K_TRAIN,False,1.4956936446752875,0.0,16.4035756655545,1.4279889349969228,False,False,0.0,1.5467741597490112,True,173056,0.0,0,False,0,False,0,False,True,2,0.15648241366467244,False,True,0.25,1.490925732937904,0,4,4,e06f6036c0c586f89849a0a2f63706f251e43a62e413e1b966f20c19e9eb9acb,1.1174283057998998e-05,0.25,6.926237400876427,8,0.09375,True
0.625,10,40.90098461086514,0.11555475910224947,True,0.25,0.42246366615085573,HAZE4K_TRAIN,False,0.6663755479822445,0.0,10.378476961247085,0.25325612327243413,True,False,0.0,0.7050378355678394,True,173056,0.0,0,False,0,False,0,False,False,2,0.3537441422884289,True,False,0.25,0.5894830764655903,0,8,2,e3197a0a027b84636fffa248d7052fc8017e334fe85de42570c14f384779e46c,0.00381567862013604,0.25,1.5484878884429432,10,0.125,True
0.625,10,45.17109417324011,0.6252043838275645,False,-0.25,-0.43173697232309216,HAZE4K_TRAIN,False,0.8310946852915739,0.0,22.123551555962123,1.514325982606101,False,False,0.0,1.5154564345215924,True,307200,0.0,0,False,1,True,0,False,True,2,1.202078423866674,False,True,0.25,0.8902520506940281,2,7,1,0af0c0fea2ecdfa1d085d02701eaaf6d72906e6219ef14e3a77c33bdc268d71a,0.0076140500641926605,0.25,1.641779289168293,10,0.125,True
0.5,8,33.69144144376658,1.601322697297284,False,-0.25,-2.4256544219366303,HAZE4K_TRAIN,False,1.0704377538916199,0.0,13.925464628888982,0.233797032141152,False,False,0.0,2.5353529386825473,True,173056,0.0,0,False,0,False,0,False,True,2,0.08729191756219917,False,True,0.25,0.9340302413852637,0,11,0,d4d73c3633eccdc3b94b47f653c915f66aebaae5496b95d5f9621a2507cdf9c1,0.007621288750062015,0.25,2.503709223080576,11,0.09375,True
0.4375,7,45.88885573102364,0.3042544239046211,True,-0.008595477206511052,-0.008595477206511052,HAZE4K_TRAIN,False,0.6478905651045586,0.0,28.226212301744376,1.3339354549421658,False,False,0.0,1.1293200876715246,True,307200,0.0,0,False,7,True,0,False,False,2,0.4505010157270446,False,False,0.25,0.8250656637669039,0,2,5,0de5aae1606a9e834c4e46e65723d8cde363f0ea009e67f6af9ea68d17648e61,0.0008593995106853027,0.25,1.989561254613307,7,0.15625,True
0.375,6,50.0380524731342,0.2327348815122266,False,-0.2359902928828558,-0.2359902928828558,HAZE4K_TRAIN,False,0.2696984970780266,0.0,17.091688609858654,0.26403610052141097,False,False,0.0,0.5006936413057543,True,307200,0.0,0,False,0,False,0,False,True,2,-3.1787414888924483,False,False,0.25,0.2679587597935272,0,6,0,c3f933c8751c474a6cec633be4800efd76b7b8ceb147a6584b28fc9b4b6ed4ca,0.008743376345834018,0.25,0.4614741509096039,6,0.125,True
0.625,10,42.34919879609224,0.006534791669912727,True,0.25,0.6194876565736365,HAZE4K_TRAIN,False,0.9177153933893198,0.0,15.989701578345485,0.33786246350494675,True,False,0.0,0.847393079817977,True,307200,0.0,0,False,1,True,0,False,False,2,0.08150359387537628,True,False,0.25,0.840858288148064,0,5,6,9685da8bd99908dda56011de68a8c394b319d267a00dc7bedcdd9db1b5726c31,0.00020928779681945195,0.25,2.494252926473317,11,0.15625,True
0.6875,11,37.82678150264678,0.3791134068977242,False,0.25,0.37291962117729976,HAZE4K_TRAIN,False,0.7299500471487209,0.0,18.757566724206093,1.3950785374924277,False,False,0.0,1.2251671656602574,True,173056,0.0,0,False,0,False,0,False,False,2,0.8839992340761103,True,False,0.25,0.8460537587625332,0,10,1,8a1205e5f25fdffc62bcff837a738c884a0362ff0b9872b9fb0d0ef5bec1c1ec,0.00013722490938389628,0.25,1.8119303805922802,11,0.0625,True
0.5,8,46.34210989259449,0.06833421125261542,True,-0.0006447306495045771,-0.0006447306495045771,HAZE4K_TRAIN,False,0.3199040976734444,0.0,17.85328205260064,0.34931628735909837,False,False,0.0,0.3935627695324708,True,307200,0.0,0,False,0,False,0,False,False,2,0.9709886080465356,False,False,0.25,0.325228558279855,0,5,3,b11c8e70753af1595ccb9b05c1392efa490dd688dcba5a026196a2f1b98b160b,0.015232723761285937,0.25,1.6948746125192895,8,0.15625,True
0.375,6,38.40157394552807,0.023464436808488264,False,0.25,0.6811852270525669,HAZE4K_TRAIN,False,1.397012418858628,0.0,16.780092546436848,0.28968760510560293,False,False,0.0,1.3446498850294235,True,173056,0.0,0,False,0,False,0,False,False,2,0.18772722562719307,True,False,0.25,1.3211854482209349,0,1,5,73d6e833d5fa3f4c3fc5fe7c135d8fee0b7e60f3f75beacb9cbad6b8094aa4d4,0.00045335040268529466,0.25,7.415393887231851,6,0.125,True
0.75,12,42.4148275048876,1.534201003606122,False,0.25,2.2140417654494238,HAZE4K_TRAIN,True,4.626445284960775,0.0,18.466093474091313,1.9364382446140234,False,False,0.0,5.745964845388595,True,307200,0.0,0,False,1,True,0,False,False,2,0.17658881421996395,True,False,0.25,4.211763841782474,0,11,1,25002f25427d8e6ff22792d3ade37526f3db0afea343617dec63eb784793a1a4,0.0008450681843969846,0.25,6.345746286507519,12,0.125,True
0.75,12,36.451141637538285,0.430298487089556,True,0.25,1.713982379897621,HAZE4K_TRAIN,True,1.1375217936960285,0.0,17.53560984473548,3.5623211020011816,True,False,0.0,2.31803830292158,True,173056,0.0,0,False,0,False,0,False,False,2,0.20017212972083948,True,False,0.25,1.8877398158320235,0,3,9,b61177858932d56866d726d1d7d6040fc355d93b206667ec30521e8065e2e197,0.001381803843794763,0.25,3.8585907958061254,12,0.125,True
0.9375,15,38.57284802919969,2.1903344504171924,False,0.25,1.1246869467094704,HAZE4K_TRAIN,True,1.9212578746991378,0.0,8.79594228643024,1.187953230099506,False,False,0.0,3.998949140376956,True,173056,0.0,0,False,0,False,0,False,False,2,2.220366942053001,True,False,0.25,1.8086146899597626,0,15,0,68116c1190e1562c10b585eb9a7cea0d4b256af2d5d1cd43f1c2316c5577be6f,0.02626241036276974,0.25,4.485472645716587,15,0.0,True
0.5,8,40.568645420461365,0.3157007174244776,False,-0.16763300764736094,-0.16763300764736094,HAZE4K_TRAIN,False,2.1541692083994297,0.0,15.47776759354528,1.315823239266098,False,False,0.0,2.3837099628847342,True,173056,0.0,0,False,0,False,0,False,True,2,-0.02099094969819737,False,False,0.25,2.0680092454602574,0,1,7,f8812f9def8da511120e8362a69ce93165bf72062fb6330d00256fe879de1047,0.0032740053371536366,0.25,4.57014469909952,8,0.0625,True
0.3125,5,39.15078096410136,0.07221494872531078,True,-0.25,-0.2902060938993836,HAZE4K_TRAIN,False,1.5116969069464519,0.0,16.89473315753602,0.3786147609488178,False,False,0.03125,1.4646889364681737,True,173056,0.0,0,False,0,False,0,False,True,2,1.5721474642060147,False,True,0.25,1.392473987742863,1,4,2,d894c850bb3970b9a2a22700e625ce05a96e73f89f74e45799e16b439de1c5df,0.0006053423807036002,0.25,9.580672473265565,7,0.125,True
0.625,10,43.93390154578323,0.03192112240305632,True,-0.18018827753716662,-0.18018827753716662,HAZE4K_TRAIN,False,1.3317587630755798,0.0,19.56591911494682,0.3131004157008951,False,False,0.0,1.0817026659374964,True,307200,0.0,0,False,1,True,0,False,True,2,0.14723738552017732,False,False,0.25,1.0497815435344404,0,8,2,f8629bb30f2ecb79aa59f68a4816ecd61a5f2d00649ede833480ef48a3ad3f06,0.009074450562104585,0.25,2.6888872964293924,10,0.0,True
0.3125,5,48.00673580893627,0.03505524480808072,True,-0.21154138365832986,-0.21154138365832986,HAZE4K_TRAIN,False,0.26978645744391105,0.0,20.702504504939995,0.07067198700349915,False,False,0.0,0.2630598348059524,True,307200,0.0,0,False,1,True,0,False,True,2,0.3085440688690656,False,False,0.2280045899978715,0.2280045899978715,0,2,3,127e4fe88bbb049462be0f7201bb11ac45c58f24eea720f6ca24353f53e4970f,0.0026359003888092904,0.25,1.3188891897416892,5,0.125,True
0.5625,9,36.50795779174575,3.6813401170749187,False,-0.25,-0.525588606890935,HAZE4K_TRAIN,False,2.5313100707784884,0.0,22.435893570908128,1.0021773670076009,False,False,0.0,6.065195959381347,True,173056,0.0,0,False,0,False,0,False,True,2,-0.6068019715283575,False,True,0.25,2.3838558423064278,0,12,0,415094d4f72bf0c24dd4b0835900c3e551b50abbbd4a1ca9843f0a215164123c,1.4197967502586777e-05,0.25,4.048856584480028,12,0.03125,True
0.5625,9,43.43655400329695,0.18847941483637648,True,0.25,0.49684766733470953,HAZE4K_TRAIN,False,1.0122427868181516,0.0,15.567268305528092,0.0701237949491296,True,False,0.0,0.8501781008129535,True,307200,0.0,0,False,0,False,0,False,False,2,1.2785200868336064,True,False,0.25,0.6616986859765768,0,7,2,e741fc140d288844dff46b0a11445a23b82ab6577200b5102c8601d9188ec0bc,0.016124257715574443,0.25,1.4580707385994116,9,0.125,True
0.625,10,42.20667953995418,0.1534223224325581,True,0.05957679159212245,0.05957679159212245,HAZE4K_TRAIN,False,0.8457236648115029,0.0,14.920826283300478,0.05402975246416864,False,False,0.0,0.7810956923916572,True,307200,0.0,0,False,0,False,0,False,False,2,0.6628275108777655,False,False,0.25,0.6276733699590995,0,8,3,10b1bb7578e3bc5de46a261e7293cb8891d62e6a80b4e6785a9e51e84caa73a4,0.0019513508808591015,0.25,4.560825669216501,11,0.0,True
0.125,2,34.86235731152925,4.683547775489361,False,-0.25,-8.481629513639458,HAZE4K_TRAIN,False,3.4747785303977743,0.0,18.109171963564982,2.0147444712342777,False,False,0.03125,7.755041512950974,True,173056,0.0,0,False,0,False,0,False,True,2,0.38941920280675785,False,True,0.25,3.0714937374616134,0,13,0,d74449a58a3b228f21eee1b42c0b22a0e5ea2bdefa4e4a314f02146300d4877d,0.0003179652148916188,0.25,8.538631921555275,13,0.0,True
0.75,12,22.849116517254974,2.812709634314958,False,0.25,0.4244542826997056,ITS,True,0.8853373037437122,0.0,12.635402219316592,0.34275973456826136,False,False,0.09375,3.5958357585542244,True,307200,0.0,0,False,0,False,0,False,False,2,1.03010014968092,True,False,0.25,0.7831261242392671,0,14,0,f0727c9b9af30225d5af559cf6d8c61b77d29b1c969121711e63f7004ae3bc22,0.0999247698995045,0.25,1.540871722323974,14,0.03125,True
0.875,14,8.311687057582784,0.21936072852994667,True,0.18854063350607647,0.18854063350607647,ITS,True,0.18972052851944485,1.0,8.609057195846194,0.18947139993179501,True,False,0.0,0.40900559585620627,True,226304,0.0,0,False,0,False,0,False,False,2,0.0018992123486806997,False,False,0.18964486732625993,0.18964486732625993,0,5,9,dff079cc9e6ca3073623192db5043c088058edcc8cd518bf73180314e42ca339,0.029640932114175275,0.25,0.3262471042387769,14,0.125,True
1.0,16,13.960208338642428,2.122182008048842,False,-0.003973690087267268,-0.003973690087267268,ITS,True,-0.0035444399847915278,1.0,9.299754898635285,-0.003707533756925295,False,False,0.171875,2.1185843097855748,False,307200,0.0,0,False,0,False,0,False,False,2,0.23492582938746379,False,False,-0.0035976982632674823,-0.0035976982632674823,0,16,0,d899a878917d3a97311125e31b06381230c948db9d47548565fd7d0c2d87a69d,0.1521408585596101,0.0030409915848488263,0.0030409915848488263,16,0.0,True
1.0,16,10.525238519162304,1.4440193653499682,False,-0.0035411878659471433,-0.0035411878659471433,ITS,True,-0.0031727494377110834,1.0,13.24504971978477,-0.0036580144846967543,False,False,0.25,1.4407222237426476,False,226304,0.0,0,False,0,False,0,False,False,2,-0.004424371410751324,False,False,-0.0032971416073207223,-0.0032971416073207223,0,0,16,59982618e6f881c46adf39f75d57011a07703033bd86d877a5c543b8783a8d79,0.0,0.0029237398891489657,0.0029237398891489657,16,0.0,True
0.125,2,21.88056770792609,2.1674434894953265,True,-0.25,-3.026700988971225,ITS,False,1.9561619690441399,0.5,12.79435776726169,0.9680948566383467,False,False,0.34375,3.882244128101037,True,226304,0.0,0,False,0,False,0,False,True,2,-0.3924035103470209,False,True,0.25,1.7148006386057109,0,10,2,3dc4309714ecd2c0590c7b263d0b9ece5cd8ea44b555111a0a4ed3a7de90d320,0.00825166601786972,0.25,3.358292140771187,12,0.0,True
0.5625,9,16.252353197609196,0.2676271392532285,False,0.012109681087162386,0.012109681087162386,ITS,False,0.15385543596216528,0.0,11.217628361286744,0.04941693040894882,False,False,0.0,0.3972338525184142,True,226304,0.0,0,False,0,False,0,False,False,2,0.11982653108208438,False,False,0.12960671326518627,0.12960671326518627,0,9,0,5e979b8c69eee5e4c64f49c753814592fbb277e07ef769beb793d889b144a105,0.13989582089169988,0.25,0.32044921753986433,9,0.125,True
0.75,12,16.369722229891543,0.4952924880671687,True,0.25,0.2958102556766201,ITS,True,0.4774907249143483,0.5,13.446462850250123,0.00213630318255056,True,False,0.1875,0.9224094409114345,True,307200,0.0,0,False,0,False,0,False,False,2,-0.09047259336542512,True,False,0.25,0.42711695284426565,0,10,2,4b134deb518bc8deca2f878087b494b4f20f1b1ec38573970389ea97e5f7935d,0.014249279441338822,0.25,0.5866980464327847,12,0.03125,True
0.125,2,22.50465417848647,0.0926214897920027,True,-0.21744535941756707,-0.21744535941756707,ITS,False,1.0670430649814935,0.0,14.386090994444036,0.8050319780480182,False,False,0.0,1.0866753510086773,True,307200,0.0,0,False,0,False,0,False,True,2,-1.2408257520548642,False,False,0.25,0.9940538612166747,0,4,3,72b1cf7a7da781814b82e9f9b7c13e08f57dafe5c6a6f9a0a5686f047bf08b22,0.009721981986475232,0.25,2.462658109710536,7,0.15625,True
0.625,10,21.2184294107019,4.821398505018429,False,-0.25,-0.9957150633628709,ITS,True,1.1777172249159835,0.0,7.7067317097488575,0.7716250411566157,False,False,0.03125,5.886507023342634,True,307200,0.0,0,False,0,False,0,False,True,2,2.506867352681354,False,True,0.25,1.0651085183242053,0,16,0,77fced144f9febb137fa7b9f7eb924669c7cfd1403a7b0eb66d0fe5bee8c7eff,0.18169487849511345,0.25,2.321691471088248,16,0.0,True
0.5625,9,18.197080096169447,0.08777003841915892,True,0.25,0.7055521662427655,ITS,False,1.2690085622689786,0.0,15.836003818720076,0.31784373893723167,True,False,0.03125,0.9932516568248007,True,307200,0.0,0,False,0,False,0,False,False,2,0.8833721816689479,True,False,0.25,0.9054816184056415,0,12,3,a04ac0886d1f438a338733916344144d73d926119103fc4a6af5338fd8828294,0.0022997136742026808,0.25,1.5691095452736175,15,0.0,True
0.4375,7,17.028860200497213,1.807351267626626,False,-0.25,-1.3138038899780555,ITS,False,0.44220080127375183,1.0,17.66988847869781,0.09699411646901876,False,False,0.21875,2.149421897428942,True,226304,0.0,0,False,0,False,0,False,True,2,0.10567630183751651,False,True,0.25,0.3420706298023159,0,1,7,c44811fae9dc9942f6e27c6b37a2ad9e9822e13f3ddfa9701176b8e0c920e936,0.031706014865741386,0.25,1.0592864525243373,8,0.0,True
0.875,14,10.321240844688976,0.47580754049660406,True,0.25,0.8558630786599593,ITS,True,1.0501764920236702,0.5,10.615259987058106,0.5583650939878044,True,False,0.21875,1.3898222052501583,True,226304,0.0,0,False,0,False,0,False,False,2,0.07269814203464164,True,False,0.25,0.9140146647535539,0,5,9,a740736600c260fd1883142cc51cb0005440170198315eb0b49f21a2cc2d3190,0.0001160350001167818,0.25,1.5541221877755589,14,0.03125,True
0.625,10,6.62189220554818,3.616207007348441,False,-0.25,-0.793245775919532,ITS,False,0.07512008954410372,1.0,13.104984399373766,-0.0002883908257839675,False,False,0.515625,3.6642951004150657,False,307200,0.0,0,False,0,False,0,False,True,2,-0.43453613664538504,False,True,0.04808809306662424,0.04808809306662424,0,0,11,858723dc4474ba252911d0667764d2bbfc79133e0455dc92f4e7f8b5461635fe,0.029741316756965945,0.25,0.5523281264792356,11,0.09375,True
0.8125,13,10.845525302423857,2.2936568645170277,False,0.021117105614840807,0.021117105614840807,ITS,True,0.13704712740544744,1.0,15.411923193219293,-0.002896503335515787,False,False,0.375,2.375972943670197,False,307200,0.0,0,False,0,False,0,False,False,2,-0.0037679807661473415,False,False,0.08231607915316926,0.08231607915316926,0,0,13,b0b6388a0ba559787f76b332d0b4780a448117d6c37d0c02a74ccb34703f31c8,0.013034779990056426,0.25,0.6181180309521301,13,0.03125,True
0.5625,9,6.666685863851518,0.10813758960942443,True,0.16997847583611758,0.16997847583611758,ITS,False,0.23245428608611152,0.5,6.618922348020669,0.35628227635579857,True,False,0.0,0.37667898399089106,True,307200,0.0,0,False,0,False,0,False,False,2,0.30330053443079846,False,False,0.25,0.26854139438146685,0,3,6,b2a2a945ebe88935531a5e6e3375e99b4fa2555547bad198d9269bcf2671d568,0.006618926151353351,0.25,0.4727186592538172,9,0.125,True
0.4375,7,21.655982655324014,1.7006197245035075,True,0.25,0.7828541359335784,ITS,False,1.5068518746958637,0.0,14.71132290445912,0.37841716341516735,True,False,0.1875,2.93192376382423,True,307200,0.0,0,False,0,False,0,False,False,2,1.061355179965072,True,False,0.25,1.2313040393207229,0,11,2,7bbd8b85dfb75c373862ded0f85491fc4537312f3f7a47c7c47ba587a56dc96c,0.08612310431932264,0.25,2.825286792216676,13,0.03125,True
0.75,12,17.047541644565463,1.7796321289564512,False,0.2462405238980164,0.2462405238980164,ITS,True,0.4285657745175671,1.0,10.595338220501992,0.15930050527160908,False,False,0.15625,2.1443650125935427,True,307200,0.0,0,False,0,False,0,False,False,2,1.5544394416754295,False,False,0.25,0.3647328836370918,0,14,0,6dd51d2afc25fb9dccb23a350ddd64db0314634b79e7e8dc642bb8b379d2a36a,0.12049056296411167,0.25,0.9188932062933455,14,0.0625,True
0.3125,5,13.340472146115262,3.4690893684829542,False,-0.25,-3.816898394238595,ITS,False,0.4720223105853079,1.0,14.081685175200715,0.027694132764902013,False,False,0.59375,3.774935660618211,True,307200,1.0,3,True,3,True,3,True,True,2,0.09046682209826118,False,True,0.25,0.30584629213525716,0,0,5,b0277bd82ae1194eb5e830c691d437cfcaeec7d88d074c8c2b36d834c5c63ecc,0.01114755440490558,0.25,2.0795206674333158,5,0.03125,True
