cell,coverage_point,gain_point_db,hard_operator_images,negative_selection_rate,severe_operator_images
S_utility_risk,0.049479166666666664,0.0001920461654663086,0,0.0,0
I_utility_risk,0.0859375,0.0019700576861699424,0,0.0,0
S_mean_only,0.0,0.0,0,0.0,0
S_action_only,0.0,0.0,0,0.0,0
S_state_only,0.07291666666666667,0.00042036672433217365,0,0.0,0
S_unsigned,0.0,0.0,0,0.0,0
S_risk_label_shuffle,0.0625,0.007720510164896647,0,0.0,0
