primary_variant,count,severe_count,tail_hinge_active_count,tail_hinge_coverage_on_severe,positive_tail_hinge_activation_rate,mean_tail_hinge
P1_final_mid_global_context_predictor,2400,267,286,1.0,0.0,0.09310744428634643
