threshold,count,positive_labels,tp,fp,tn,fn,precision,recall,specificity,accuracy,fold,variant,train_count,test_count
0.5,480,67,57,64,349,10,0.47107438016528924,0.8507462686567164,0.8450363196125908,0.8458333333333333,0,P1_final_mid_global_context_predictor,1920,480
0.5,480,61,54,75,344,7,0.4186046511627907,0.8852459016393442,0.8210023866348448,0.8291666666666667,1,P1_final_mid_global_context_predictor,1920,480
0.5,480,69,60,67,344,9,0.47244094488188976,0.8695652173913043,0.8369829683698297,0.8416666666666667,2,P1_final_mid_global_context_predictor,1920,480
0.5,480,64,55,76,340,9,0.4198473282442748,0.859375,0.8173076923076923,0.8229166666666666,3,P1_final_mid_global_context_predictor,1920,480
0.5,480,76,64,57,347,12,0.5289256198347108,0.8421052631578947,0.8589108910891089,0.85625,4,P1_final_mid_global_context_predictor,1920,480
