primary_variant,strong_or_easy_count,strong_or_easy_regression_count,preserve_hinge_active_count,preserve_hinge_coverage_on_regressions,mean_preserve_hinge
P1_final_mid_global_context_predictor,600,160,160,1.0,0.035490709940592446
