prob_bin,count,unsafe_rate,mean_dPSNR,severe_rate
"[0.0,0.2)",1332,0.00975975975975976,3.3841256307768033,0.009009009009009009
"[0.2,0.4)",332,0.060240963855421686,1.2057666261512112,0.03614457831325301
"[0.4,0.6)",219,0.1780821917808219,0.6465642571993614,0.1050228310502283
"[0.6,0.8)",193,0.3160621761658031,0.23483426583245628,0.24870466321243523
"[0.8,1.0)",324,0.6296296296296297,-0.40323412859881363,0.5308641975308642
