name,oof_fold,A0_PSNR,o2_oracle_candidate_PSNR,o2_oracle_dPSNR,o3_oracle_candidate_PSNR,o3_oracle_dPSNR,o3_minus_o2_dPSNR,o2_final_delta_abs_mean,o2_final_delta_rms,o3_mid_delta_abs_mean,o3_mid_delta_rms,o3_final_delta_abs_mean,o3_final_delta_rms,o3_mid_delta_spatial_entropy,o3_final_delta_spatial_entropy,final_context_abs_mean,mid_context_abs_mean
1000_0.74_1.6.png,0,36.9222412109375,47.060447692871094,10.138206481933594,47.530494689941406,10.608253479003906,0.4700469970703125,0.0054653421975672245,0.014605595730245113,0.008908003568649292,0.020884428173303604,0.0031881609465926886,0.008308964781463146,0.9916921854019165,0.9813461303710938,0.037329934537410736,0.08221051841974258
1001_0.89_1.66.png,1,35.00823211669922,45.89215850830078,10.883926391601562,45.87824249267578,10.870010375976562,-0.013916015625,0.00593575881794095,0.017445731908082962,0.00834611151367426,0.017054295167326927,0.0035796924494206905,0.009935716167092323,0.9832609295845032,0.9736727476119995,0.024577274918556213,0.05830584466457367
1003_0.9_1.06.png,2,38.65223693847656,48.86915588378906,10.2169189453125,48.89073181152344,10.238494873046875,0.021575927734375,0.00425859447568655,0.011385145597159863,0.007168942131102085,0.013900527730584145,0.00271347863599658,0.006981814280152321,0.9879649877548218,0.9766882658004761,0.017457563430070877,0.05818717181682587
1004_0.91_1.17.png,3,37.140499114990234,48.0497932434082,10.909294128417969,48.38606262207031,11.245563507080078,0.3362693786621094,0.004763861186802387,0.013246875256299973,0.0073122684843838215,0.014420175924897194,0.0029155449010431767,0.007809544913470745,0.9829503297805786,0.9763838648796082,0.019097715616226196,0.058518826961517334
1005_0.74_1.81.png,4,38.30308532714844,42.3613166809082,4.058231353759766,42.89598846435547,4.592903137207031,0.5346717834472656,0.007561805658042431,0.014083030633628368,0.010483593679964542,0.021528901532292366,0.00479007326066494,0.010431387461721897,0.9825943112373352,0.9813111424446106,0.062066398561000824,0.10290548205375671
1006_0.89_1.55.png,0,37.09952926635742,41.90616226196289,4.806632995605469,42.40204620361328,5.302516937255859,0.4958839416503906,0.007053444627672434,0.01521159615367651,0.011202847585082054,0.02215702459216118,0.004682255908846855,0.011250165291130543,0.979223906993866,0.9776242971420288,0.06836961954832077,0.09658627212047577
1007_0.68_1.25.png,1,38.78367614746094,44.5053825378418,5.721706390380859,45.6355094909668,6.851833343505859,1.130126953125,0.005402220878750086,0.011842255480587482,0.008944757282733917,0.018538428470492363,0.0033595971763134003,0.007615046575665474,0.9812784194946289,0.9820812344551086,0.03996887803077698,0.07542882859706879
1008_0.52_1.98.png,2,39.091495513916016,42.31758117675781,3.226085662841797,43.07585906982422,3.984363555908203,0.7582778930664062,0.007857040502130985,0.013530031777918339,0.01064490620046854,0.022617371752858162,0.0051953839138150215,0.009946554899215698,0.9731429815292358,0.9833223223686218,0.053254351019859314,0.12791810929775238
1009_0.84_0.56.png,3,44.452667236328125,51.37965774536133,6.926990509033203,50.899166107177734,6.446498870849609,-0.48049163818359375,0.0027153082191944122,0.0061737713403999805,0.0037720720283687115,0.007383492309600115,0.0017428501741960645,0.004434944596141577,0.9849549531936646,0.9790825247764587,0.03311043605208397,0.07383128255605698
100_0.65_1.43.png,4,36.1766471862793,45.558311462402344,9.381664276123047,46.62932586669922,10.452678680419922,1.071014404296875,0.005483295768499374,0.015378785319626331,0.007525780238211155,0.020310048013925552,0.0032084560953080654,0.009127132594585419,0.9741537570953369,0.9649457931518555,0.03724130988121033,0.07533478736877441
1010_0.91_1.13.png,0,39.22648620605469,47.694244384765625,8.467758178710938,47.355384826660156,8.128898620605469,-0.33885955810546875,0.00462835980579257,0.011448066681623459,0.006120103411376476,0.012881694361567497,0.0028628690633922815,0.007239870261400938,0.9796050190925598,0.978519082069397,0.06994886696338654,0.10208240151405334
