name,oof_fold,source,final_only_dPSNR,o3_context_dPSNR,rescued_to_nonsevere,rescued_to_nonregression,hard_bottom25,easy_top25,strong_reference,middle50
1415_0.67_1.4.png,1,internal_v219_final_only_spatial_replicate,-1.9535255432128906,0.4426078796386719,1,1,0,0,0,1
1765_0.51_1.47.png,1,internal_v219_final_only_spatial_replicate,-1.9449462890625,-0.915252685546875,0,0,0,0,0,1
511_0.74_0.58.png,1,internal_v219_final_only_spatial_replicate,-1.9361190795898438,-0.25119781494140625,0,0,0,1,1,0
249_0.65_1.99.png,1,internal_v219_final_only_spatial_replicate,-1.9157180786132812,0.6290130615234375,1,1,0,0,0,1
1229_0.6_0.6.png,3,internal_v219_final_only_spatial_replicate,-1.9130630493164062,-5.109554290771484,0,0,0,0,0,1
2039_0.78_1.92.png,1,internal_v219_final_only_spatial_replicate,-1.9111785888671875,0.14791488647460938,1,1,0,0,0,1
2197_0.51_1.2.png,1,internal_v219_final_only_spatial_replicate,-1.834381103515625,-1.7542915344238281,0,0,0,1,1,0
1613_0.56_1.31.png,2,internal_v219_final_only_spatial_replicate,-1.83331298828125,0.124969482421875,1,1,0,1,1,0
747_0.87_0.51.png,4,internal_v219_final_only_spatial_replicate,-1.8242683410644531,0.5643577575683594,1,1,0,1,1,0
2893_0.66_0.92.png,2,internal_v219_final_only_spatial_replicate,-1.8059043884277344,-0.0586700439453125,1,0,0,1,1,0
595_0.78_1.11.png,0,internal_v219_final_only_spatial_replicate,-1.7828369140625,1.4498100280761719,1,1,0,0,0,1
1154_0.96_0.62.png,2,internal_v219_final_only_spatial_replicate,-1.7541923522949219,-1.6829032897949219,0,0,0,1,1,0
725_0.64_0.72.png,0,internal_v219_final_only_spatial_replicate,-1.7392616271972656,-0.17337799072265625,1,0,0,1,1,0
213_0.97_0.85.png,2,internal_v219_final_only_spatial_replicate,-1.7276077270507812,-0.8708152770996094,0,0,0,0,0,1
1918_0.65_0.95.png,1,internal_v219_final_only_spatial_replicate,-1.6931037902832031,-0.3974151611328125,0,0,0,1,1,0
832_0.61_0.64.png,1,internal_v219_final_only_spatial_replicate,-1.6785392761230469,-2.86328125,0,0,0,0,0,1
1639_0.69_1.12.png,2,internal_v219_final_only_spatial_replicate,-1.6771011352539062,0.6657600402832031,1,1,0,1,1,0
1562_1.0_0.93.png,2,internal_v219_final_only_spatial_replicate,-1.6553535461425781,-0.8460502624511719,0,0,0,0,0,1
1058_0.6_1.0.png,1,internal_v219_final_only_spatial_replicate,-1.6300010681152344,-5.775001525878906,0,0,0,0,0,1
2331_0.98_0.96.png,2,internal_v219_final_only_spatial_replicate,-1.6280288696289062,0.058811187744140625,1,1,0,0,0,1
466_0.7_1.58.png,1,internal_v219_final_only_spatial_replicate,-1.6227226257324219,3.324737548828125,1,1,1,0,0,0
1590_0.78_0.63.png,0,internal_v219_final_only_spatial_replicate,-1.6180763244628906,1.5262184143066406,1,1,0,1,1,0
312_0.97_0.58.png,4,internal_v219_final_only_spatial_replicate,-1.6139984130859375,0.03392791748046875,1,1,0,1,1,0
250_0.94_1.08.png,3,internal_v219_final_only_spatial_replicate,-1.6099967956542969,1.0176849365234375,1,1,0,0,0,1
182_0.69_0.53.png,1,internal_v219_final_only_spatial_replicate,-1.5806922912597656,0.7038726806640625,1,1,0,1,1,0
365_0.89_1.63.png,4,internal_v219_final_only_spatial_replicate,-1.5639114379882812,-0.9784507751464844,0,0,1,0,0,0
1372_0.51_0.74.png,2,internal_v219_final_only_spatial_replicate,-1.553924560546875,-2.3618087768554688,0,0,0,1,1,0
1310_0.53_1.28.png,4,internal_v219_final_only_spatial_replicate,-1.5163002014160156,2.5321006774902344,1,1,0,0,0,1
310_0.68_0.53.png,3,internal_v219_final_only_spatial_replicate,-1.5138816833496094,0.5374908447265625,1,1,0,0,0,1
478_0.53_0.59.png,4,internal_v219_final_only_spatial_replicate,-1.5125770568847656,0.9503517150878906,1,1,0,1,1,0
1536_0.73_1.93.png,2,internal_v219_final_only_spatial_replicate,-1.4752883911132812,-1.1798286437988281,0,0,0,0,0,1
198_0.7_0.56.png,4,internal_v219_final_only_spatial_replicate,-1.4540061950683594,2.95794677734375,1,1,0,1,1,0
2847_0.67_0.53.png,1,internal_v219_final_only_spatial_replicate,-1.449127197265625,0.003192901611328125,1,1,0,1,1,0
65_0.52_0.89.png,0,internal_v219_final_only_spatial_replicate,-1.4380264282226562,1.7559165954589844,1,1,0,0,0,1
6_0.57_0.6.png,0,internal_v219_final_only_spatial_replicate,-1.4353828430175781,3.440887451171875,1,1,0,0,0,1
2512_0.6_1.28.png,0,internal_v219_final_only_spatial_replicate,-1.4287452697753906,0.03020477294921875,1,1,0,1,1,0
227_0.91_0.64.png,3,internal_v219_final_only_spatial_replicate,-1.4180259704589844,-0.72540283203125,0,0,0,0,0,1
2485_0.56_1.06.png,2,internal_v219_final_only_spatial_replicate,-1.4076690673828125,-0.6308097839355469,0,0,0,1,1,0
645_0.92_0.79.png,2,internal_v219_final_only_spatial_replicate,-1.3897666931152344,-1.1379585266113281,0,0,0,0,0,1
2426_0.69_1.53.png,3,internal_v219_final_only_spatial_replicate,-1.3767814636230469,0.13531112670898438,1,1,0,0,0,1
1751_0.55_0.84.png,2,internal_v219_final_only_spatial_replicate,-1.3730888366699219,-2.1679840087890625,0,0,0,0,0,1
862_0.69_1.5.png,4,internal_v219_final_only_spatial_replicate,-1.3721733093261719,-1.8283462524414062,0,0,0,0,0,1
1255_0.65_1.08.png,2,internal_v219_final_only_spatial_replicate,-1.3606529235839844,0.4507598876953125,1,1,0,0,0,1
309_0.52_0.96.png,1,internal_v219_final_only_spatial_replicate,-1.34619140625,2.5544815063476562,1,1,0,0,0,1
2181_0.81_0.73.png,4,internal_v219_final_only_spatial_replicate,-1.3410835266113281,0.3671150207519531,1,1,0,1,1,0
14_0.87_0.97.png,2,internal_v219_final_only_spatial_replicate,-1.3331985473632812,0.9250411987304688,1,1,0,0,0,1
1976_0.53_0.82.png,4,internal_v219_final_only_spatial_replicate,-1.3250045776367188,-0.6642303466796875,0,0,0,1,1,0
1640_0.53_0.59.png,3,internal_v219_final_only_spatial_replicate,-1.3149490356445312,-0.32973480224609375,0,0,0,1,1,0
1411_0.54_0.56.png,0,internal_v219_final_only_spatial_replicate,-1.3135719299316406,-0.6101226806640625,0,0,0,0,0,1
2341_0.86_0.68.png,1,internal_v219_final_only_spatial_replicate,-1.3020782470703125,0.1222076416015625,1,1,0,1,1,0
367_0.56_0.63.png,1,internal_v219_final_only_spatial_replicate,-1.2988166809082031,0.01316070556640625,1,1,0,1,1,0
1221_0.76_0.69.png,2,internal_v219_final_only_spatial_replicate,-1.2976760864257812,1.3502998352050781,1,1,0,0,0,1
2223_0.72_1.73.png,2,internal_v219_final_only_spatial_replicate,-1.2905845642089844,-0.6639862060546875,0,0,0,1,1,0
796_0.6_0.64.png,3,internal_v219_final_only_spatial_replicate,-1.2891273498535156,1.5713233947753906,1,1,0,1,1,0
1042_0.91_0.56.png,1,internal_v219_final_only_spatial_replicate,-1.2684249877929688,0.5729331970214844,1,1,0,0,0,1
2676_0.59_0.95.png,4,internal_v219_final_only_spatial_replicate,-1.2597503662109375,1.3961677551269531,1,1,0,1,1,0
1059_0.87_0.7.png,2,internal_v219_final_only_spatial_replicate,-1.2576942443847656,-0.12750244140625,1,0,0,0,0,1
475_0.64_1.59.png,2,internal_v219_final_only_spatial_replicate,-1.256622314453125,-1.5994834899902344,0,0,1,0,0,0
729_0.51_0.72.png,3,internal_v219_final_only_spatial_replicate,-1.2551956176757812,2.590240478515625,1,1,0,0,0,1
2947_0.91_0.89.png,4,internal_v219_final_only_spatial_replicate,-1.2499427795410156,0.7601394653320312,1,1,0,0,0,1
594_0.81_0.51.png,4,internal_v219_final_only_spatial_replicate,-1.2431182861328125,-0.9936599731445312,0,0,0,0,0,1
829_0.57_1.81.png,3,internal_v219_final_only_spatial_replicate,-1.2278671264648438,-1.1012191772460938,0,0,1,0,0,0
2563_0.85_0.62.png,1,internal_v219_final_only_spatial_replicate,-1.2191162109375,-0.2697486877441406,0,0,0,1,1,0
424_0.63_1.0.png,0,internal_v219_final_only_spatial_replicate,-1.217742919921875,2.658672332763672,1,1,0,0,0,1
1563_0.95_1.85.png,3,internal_v219_final_only_spatial_replicate,-1.2158355712890625,-0.777587890625,0,0,1,0,0,0
83_0.64_1.88.png,3,internal_v219_final_only_spatial_replicate,-1.20941162109375,-0.14023590087890625,1,0,0,0,0,1
2615_0.61_1.0.png,4,internal_v219_final_only_spatial_replicate,-1.2012748718261719,0.6049728393554688,1,1,0,1,1,0
319_0.87_1.65.png,0,internal_v219_final_only_spatial_replicate,-1.180593490600586,2.634746551513672,1,1,1,0,0,0
2415_0.55_1.63.png,3,internal_v219_final_only_spatial_replicate,-1.1548614501953125,-0.46994781494140625,0,0,0,0,0,1
1635_0.64_0.55.png,3,internal_v219_final_only_spatial_replicate,-1.1527366638183594,-1.3003158569335938,0,0,0,1,1,0
2569_0.51_1.46.png,1,internal_v219_final_only_spatial_replicate,-1.1472282409667969,0.8154067993164062,1,1,0,1,1,0
370_0.53_0.88.png,2,internal_v219_final_only_spatial_replicate,-1.1382331848144531,1.8191642761230469,1,1,0,0,0,1
181_0.99_0.56.png,1,internal_v219_final_only_spatial_replicate,-1.1378097534179688,-0.12651443481445312,1,0,0,1,1,0
2567_0.52_1.05.png,4,internal_v219_final_only_spatial_replicate,-1.137359619140625,-0.6171951293945312,0,0,0,1,1,0
1969_0.52_1.0.png,3,internal_v219_final_only_spatial_replicate,-1.130584716796875,-0.07917022705078125,1,0,0,0,0,1
1164_0.79_1.96.png,1,internal_v219_final_only_spatial_replicate,-1.1248664855957031,3.2950592041015625,1,1,1,0,0,0
831_0.51_1.4.png,0,internal_v219_final_only_spatial_replicate,-1.1176643371582031,0.42301177978515625,1,1,0,0,0,1
1332_0.75_0.69.png,4,internal_v219_final_only_spatial_replicate,-1.1170082092285156,-0.7594680786132812,0,0,0,1,1,0
1426_0.74_1.06.png,1,internal_v219_final_only_spatial_replicate,-1.1164703369140625,2.393383026123047,1,1,1,0,0,0
2326_0.78_0.7.png,1,internal_v219_final_only_spatial_replicate,-1.1107978820800781,0.23006057739257812,1,1,0,1,1,0
1520_0.69_1.99.png,2,internal_v219_final_only_spatial_replicate,-1.1022224426269531,0.8714179992675781,1,1,0,0,0,1
2504_0.91_1.76.png,2,internal_v219_final_only_spatial_replicate,-1.09661865234375,2.9866981506347656,1,1,0,0,0,1
180_0.86_1.22.png,1,internal_v219_final_only_spatial_replicate,-1.089813232421875,-0.4007225036621094,0,0,0,0,0,1
906_0.81_0.61.png,4,internal_v219_final_only_spatial_replicate,-1.08050537109375,0.27112579345703125,1,1,1,0,0,0
200_0.88_0.55.png,4,internal_v219_final_only_spatial_replicate,-1.0781364440917969,-0.6968269348144531,0,0,0,0,0,1
408_0.9_0.87.png,3,internal_v219_final_only_spatial_replicate,-1.078125,-1.0692634582519531,0,0,0,0,0,1
381_0.57_0.52.png,1,internal_v219_final_only_spatial_replicate,-1.0597457885742188,1.3172035217285156,1,1,0,0,0,1
228_0.81_0.73.png,3,internal_v219_final_only_spatial_replicate,-1.0578079223632812,-0.07590484619140625,1,0,0,0,0,1
2327_0.63_0.89.png,2,internal_v219_final_only_spatial_replicate,-1.0467529296875,0.5753555297851562,1,1,0,1,1,0
1292_0.66_1.45.png,4,internal_v219_final_only_spatial_replicate,-1.0411911010742188,-1.2505073547363281,0,0,1,0,0,0
247_0.55_1.81.png,1,internal_v219_final_only_spatial_replicate,-1.0338325500488281,-2.1549415588378906,0,0,1,0,0,0
1043_0.68_1.87.png,2,internal_v219_final_only_spatial_replicate,-1.0279808044433594,2.2224807739257812,1,1,1,0,0,0
2190_0.51_0.51.png,0,internal_v219_final_only_spatial_replicate,-1.0240211486816406,-0.5423011779785156,0,0,0,1,1,0
204_0.59_0.52.png,0,internal_v219_final_only_spatial_replicate,-1.0213088989257812,0.06046295166015625,1,1,0,1,1,0
2790_0.56_1.84.png,1,internal_v219_final_only_spatial_replicate,-1.0194129943847656,0.6483345031738281,1,1,0,1,1,0
1556_0.51_0.85.png,1,internal_v219_final_only_spatial_replicate,-1.0102996826171875,-0.9465179443359375,0,0,0,1,1,0
790_0.55_1.94.png,3,internal_v219_final_only_spatial_replicate,-1.0044670104980469,1.0814399719238281,1,1,0,0,0,1
764_0.98_1.95.png,3,internal_v219_final_only_spatial_replicate,-1.0024185180664062,-0.905059814453125,0,0,1,0,0,0
2600_0.72_0.68.png,1,internal_v219_final_only_spatial_replicate,-1.0007400512695312,-0.5274200439453125,0,0,0,1,1,0
2027_0.69_0.59.png,1,internal_v219_final_only_spatial_replicate,-0.9964256286621094,1.9187049865722656,1,1,0,0,0,1
2557_0.84_0.68.png,0,internal_v219_final_only_spatial_replicate,-0.9934616088867188,0.97723388671875,1,1,0,1,1,0
2792_0.52_0.69.png,3,internal_v219_final_only_spatial_replicate,-0.9893531799316406,0.7105865478515625,1,1,0,1,1,0
2582_0.53_1.64.png,1,internal_v219_final_only_spatial_replicate,-0.9827194213867188,0.14922714233398438,1,1,0,1,1,0
2425_0.65_0.63.png,2,internal_v219_final_only_spatial_replicate,-0.963104248046875,-1.5210189819335938,0,0,0,1,1,0
1008_0.52_1.98.png,2,internal_v219_final_only_spatial_replicate,-0.9520454406738281,-2.7293357849121094,0,0,0,0,0,1
2469_0.52_1.22.png,0,internal_v219_final_only_spatial_replicate,-0.9465980529785156,-0.6078529357910156,0,0,0,1,1,0
2035_0.56_1.32.png,4,internal_v219_final_only_spatial_replicate,-0.9448318481445312,0.15889358520507812,1,1,0,0,0,1
2071_0.63_1.21.png,1,internal_v219_final_only_spatial_replicate,-0.9443130493164062,-0.3795051574707031,0,0,0,1,1,0
2033_0.61_0.56.png,2,internal_v219_final_only_spatial_replicate,-0.9405784606933594,1.14013671875,1,1,0,1,1,0
2433_1.0_1.49.png,4,internal_v219_final_only_spatial_replicate,-0.93841552734375,-1.3966522216796875,0,0,0,0,0,1
815_0.7_1.68.png,2,internal_v219_final_only_spatial_replicate,-0.93841552734375,-1.5523262023925781,0,0,0,0,0,1
2570_0.99_2.0.png,3,internal_v219_final_only_spatial_replicate,-0.9377975463867188,-0.030475616455078125,1,1,0,0,0,1
925_0.98_1.95.png,3,internal_v219_final_only_spatial_replicate,-0.9374847412109375,-0.00252532958984375,1,1,1,0,0,0
2205_0.53_0.61.png,2,internal_v219_final_only_spatial_replicate,-0.9336166381835938,0.3981742858886719,1,1,0,1,1,0
208_0.52_0.53.png,2,internal_v219_final_only_spatial_replicate,-0.9260063171386719,-0.5117034912109375,0,0,0,1,1,0
2042_0.69_0.65.png,3,internal_v219_final_only_spatial_replicate,-0.9258651733398438,0.19063568115234375,1,1,0,1,1,0
1156_0.91_1.37.png,4,internal_v219_final_only_spatial_replicate,-0.9237022399902344,1.3203392028808594,1,1,0,0,0,1
451_0.68_1.78.png,1,internal_v219_final_only_spatial_replicate,-0.9200325012207031,0.5712623596191406,1,1,0,0,0,1
2791_0.51_1.66.png,2,internal_v219_final_only_spatial_replicate,-0.9156646728515625,0.8094253540039062,1,1,0,1,1,0
2183_0.71_1.28.png,1,internal_v219_final_only_spatial_replicate,-0.9119720458984375,0.3643341064453125,1,1,0,1,1,0
2135_0.51_1.0.png,2,internal_v219_final_only_spatial_replicate,-0.9103507995605469,0.23949813842773438,1,1,0,1,1,0
2108_0.55_1.9.png,1,internal_v219_final_only_spatial_replicate,-0.9095802307128906,1.3565635681152344,1,1,0,0,0,1
2823_0.69_0.64.png,1,internal_v219_final_only_spatial_replicate,-0.90948486328125,0.26396942138671875,1,1,0,1,1,0
1135_0.55_1.74.png,4,internal_v219_final_only_spatial_replicate,-0.8982162475585938,-0.8117218017578125,0,0,1,0,0,0
1240_0.64_0.5.png,0,internal_v219_final_only_spatial_replicate,-0.8949546813964844,1.744659423828125,1,1,0,1,1,0
2793_0.73_0.79.png,4,internal_v219_final_only_spatial_replicate,-0.8840446472167969,0.4595146179199219,1,1,0,1,1,0
1966_0.52_1.48.png,0,internal_v219_final_only_spatial_replicate,-0.8674583435058594,-1.4076499938964844,0,0,0,0,0,1
1626_0.53_1.25.png,4,internal_v219_final_only_spatial_replicate,-0.8656387329101562,1.2444686889648438,1,1,0,1,1,0
2824_0.6_0.54.png,2,internal_v219_final_only_spatial_replicate,-0.8550071716308594,0.4984893798828125,1,1,0,1,1,0
1576_0.98_0.73.png,4,internal_v219_final_only_spatial_replicate,-0.84930419921875,-2.5009841918945312,0,0,0,0,0,1
2523_0.52_1.93.png,2,internal_v219_final_only_spatial_replicate,-0.8492813110351562,-1.5885810852050781,0,0,0,0,0,1
2207_0.53_1.2.png,4,internal_v219_final_only_spatial_replicate,-0.849151611328125,0.5130767822265625,1,1,0,0,0,1
2860_0.92_0.66.png,0,internal_v219_final_only_spatial_replicate,-0.84661865234375,-0.05741119384765625,1,0,0,1,1,0
482_0.6_1.17.png,3,internal_v219_final_only_spatial_replicate,-0.8422470092773438,0.6958351135253906,1,1,0,0,0,1
2643_0.94_1.45.png,3,internal_v219_final_only_spatial_replicate,-0.8411750793457031,1.3787307739257812,1,1,0,0,0,1
1471_0.82_1.95.png,0,internal_v219_final_only_spatial_replicate,-0.8405799865722656,1.9724693298339844,1,1,1,0,0,0
1609_0.5_1.28.png,4,internal_v219_final_only_spatial_replicate,-0.8261604309082031,-2.1783714294433594,0,0,1,0,0,0
2025_0.81_0.67.png,4,internal_v219_final_only_spatial_replicate,-0.82489013671875,1.5385704040527344,1,1,0,0,0,1
2169_0.78_0.79.png,2,internal_v219_final_only_spatial_replicate,-0.8210029602050781,0.14160919189453125,1,1,0,1,1,0
696_0.95_0.69.png,0,internal_v219_final_only_spatial_replicate,-0.8190650939941406,1.0413284301757812,1,1,0,0,0,1
2430_0.56_1.8.png,1,internal_v219_final_only_spatial_replicate,-0.8176536560058594,-0.14617538452148438,1,0,0,0,0,1
2864_0.5_1.92.png,4,internal_v219_final_only_spatial_replicate,-0.8166236877441406,-0.4922447204589844,0,0,0,0,0,1
804_0.99_1.92.png,0,internal_v219_final_only_spatial_replicate,-0.8108711242675781,4.723957061767578,1,1,1,0,0,0
2660_0.52_1.75.png,0,internal_v219_final_only_spatial_replicate,-0.8103256225585938,-0.12953948974609375,1,0,0,0,0,1
2984_0.77_0.51.png,2,internal_v219_final_only_spatial_replicate,-0.8069305419921875,-0.1863861083984375,1,0,0,1,1,0
2079_0.62_1.17.png,2,internal_v219_final_only_spatial_replicate,-0.8036041259765625,0.7938117980957031,1,1,0,0,0,1
1355_0.85_0.57.png,2,internal_v219_final_only_spatial_replicate,-0.8027763366699219,-0.49892425537109375,0,0,0,1,1,0
1810_0.54_1.97.png,2,internal_v219_final_only_spatial_replicate,-0.7995071411132812,-0.23935317993164062,0,0,0,0,0,1
5_0.5_0.89.png,0,internal_v219_final_only_spatial_replicate,-0.7985076904296875,3.643726348876953,1,1,0,0,0,1
2601_0.9_1.5.png,2,internal_v219_final_only_spatial_replicate,-0.795440673828125,0.253509521484375,1,1,0,1,1,0
100_0.65_1.43.png,4,internal_v219_final_only_spatial_replicate,-0.7927780151367188,2.159252166748047,1,1,1,0,0,0
2799_0.58_0.59.png,0,internal_v219_final_only_spatial_replicate,-0.7909278869628906,1.3384819030761719,1,1,0,1,1,0
1839_0.54_0.82.png,0,internal_v219_final_only_spatial_replicate,-0.7890777587890625,-1.2823600769042969,0,0,0,1,1,0
2365_0.53_0.5.png,4,internal_v219_final_only_spatial_replicate,-0.7826919555664062,0.0969696044921875,1,1,0,1,1,0
1184_0.56_0.9.png,1,internal_v219_final_only_spatial_replicate,-0.7821617126464844,0.20633697509765625,1,1,0,1,1,0
214_0.82_1.6.png,2,internal_v219_final_only_spatial_replicate,-0.7794723510742188,0.17052841186523438,1,1,0,0,0,1
1577_0.86_1.16.png,0,internal_v219_final_only_spatial_replicate,-0.77362060546875,-0.5678062438964844,0,0,0,0,0,1
449_0.79_1.15.png,3,internal_v219_final_only_spatial_replicate,-0.7699050903320312,-0.3158683776855469,0,0,0,1,1,0
2981_0.57_1.84.png,4,internal_v219_final_only_spatial_replicate,-0.7572479248046875,0.44781494140625,1,1,0,0,0,1
2572_0.54_1.3.png,0,internal_v219_final_only_spatial_replicate,-0.7554931640625,1.4270248413085938,1,1,0,1,1,0
177_0.65_1.21.png,0,internal_v219_final_only_spatial_replicate,-0.7535400390625,2.9699249267578125,1,1,0,0,0,1
131_0.69_1.1.png,1,internal_v219_final_only_spatial_replicate,-0.7531929016113281,2.5166015625,1,1,0,0,0,1
2870_0.82_1.39.png,0,internal_v219_final_only_spatial_replicate,-0.7492027282714844,1.4848594665527344,1,1,0,0,0,1
394_0.77_1.13.png,2,internal_v219_final_only_spatial_replicate,-0.7480049133300781,0.08058929443359375,1,1,0,0,0,1
1297_0.99_0.69.png,2,internal_v219_final_only_spatial_replicate,-0.7426567077636719,-0.10537338256835938,1,0,0,1,1,0
2510_0.58_1.67.png,4,internal_v219_final_only_spatial_replicate,-0.7426490783691406,1.4101104736328125,1,1,0,1,1,0
1799_0.93_0.72.png,1,internal_v219_final_only_spatial_replicate,-0.7395286560058594,-0.6640090942382812,0,0,0,1,1,0
1280_0.67_0.76.png,1,internal_v219_final_only_spatial_replicate,-0.7392005920410156,0.19521713256835938,1,1,0,1,1,0
395_0.5_1.02.png,3,internal_v219_final_only_spatial_replicate,-0.7382888793945312,1.3014373779296875,1,1,0,0,0,1
129_0.95_1.3.png,4,internal_v219_final_only_spatial_replicate,-0.734588623046875,1.0626945495605469,1,1,0,0,0,1
2806_0.61_1.73.png,4,internal_v219_final_only_spatial_replicate,-0.7279624938964844,2.4719810485839844,1,1,0,1,1,0
2638_0.62_1.93.png,4,internal_v219_final_only_spatial_replicate,-0.726287841796875,-0.2361297607421875,0,0,0,0,0,1
2152_0.55_1.31.png,4,internal_v219_final_only_spatial_replicate,-0.7252388000488281,-0.13103103637695312,1,0,0,1,1,0
2886_0.56_1.65.png,0,internal_v219_final_only_spatial_replicate,-0.7226486206054688,0.3727569580078125,1,1,0,0,0,1
97_0.52_0.61.png,2,internal_v219_final_only_spatial_replicate,-0.7212066650390625,1.0237464904785156,1,1,0,0,0,1
1766_0.84_0.74.png,2,internal_v219_final_only_spatial_replicate,-0.717742919921875,0.5264205932617188,1,1,0,0,0,1
2866_0.62_1.51.png,1,internal_v219_final_only_spatial_replicate,-0.7146720886230469,2.394786834716797,1,1,0,0,0,1
