split,mapper,K,scale,policy,count,open_count,keep_count,open_keep_count,initial_weighted_delta_l1,projection_weighted_delta_l1,weighted_delta_l1_drop,mean_gain,mean_oracle_gain,oracle_recovery,hard_bottom25_gain,hard_bottom25_oracle_gain,easy_top25_gain,strong_reference_cut_psnr,strong_regressions,severe_regressions
oof,global_plus_spatial_kenel_knn_9,16,0.75,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.009843824831448923,0.2236826190627804,0.11672046979268393,0.452876833597819,0.2577311558761217,0.3271916987101237,1.1043257853190105,0.002407012939453125,42.756771087646484,1,6
oof,global_plus_spatial_kenel_knn_9,16,1.0,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.009537379489404887,0.24784993709306474,0.15470166079203287,0.452876833597819,0.3415976471196956,0.43685399119059243,1.1043257853190105,0.0031280110677083333,42.756771087646484,1,10
oof,spatial_priors_kenel_knn_9,16,0.25,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.011511062446321005,0.09219861150075212,0.0382498664855957,0.452876833597819,0.0844597551650518,0.1046759541829427,1.1043257853190105,0.0007247060139973958,42.756771087646484,0,0
oof,spatial_priors_kenel_knn_9,16,0.5,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.01061316035589768,0.1630102127950521,0.07599328422546386,0.452876833597819,0.16780121787583052,0.20962018585205078,1.1043257853190105,0.0013945668538411459,42.756771087646484,1,2
oof,spatial_priors_kenel_knn_9,16,0.75,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.010038417700210212,0.20833636607550649,0.1130940850575765,0.452876833597819,0.24972371441284769,0.31458837127685546,1.1043257853190105,0.002008061726888021,42.756771087646484,1,3
oof,spatial_priors_kenel_knn_9,16,1.0,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.009846685015536904,0.22345705525417967,0.14940160751342774,0.452876833597819,0.32989456830133435,0.4192576192220052,1.1043257853190105,0.0025637919108072917,42.756771087646484,1,11
oof,spatial_priors_ridge_10,16,0.25,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.011548419536087599,0.08925250482132538,0.03836895243326823,0.452876833597819,0.08472270954654769,0.10425870768229166,1.1043257853190105,0.0008349100748697917,42.756771087646484,0,1
oof,spatial_priors_ridge_10,16,0.5,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.010706031730197229,0.15568606153324485,0.07609846623738607,0.452876833597819,0.16803347089501589,0.20895399475097656,1.1043257853190105,0.0016141408284505209,42.756771087646484,0,5
oof,spatial_priors_ridge_10,16,0.75,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.010202246025305499,0.19541630924404169,0.11303066698710124,0.452876833597819,0.24958368059841862,0.3137944310506185,1.1043257853190105,0.0023350067138671873,42.756771087646484,0,9
oof,spatial_priors_ridge_10,16,1.0,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.010082270337537336,0.2048779985060003,0.14899950472513834,0.452876833597819,0.32900668276942285,0.41838570404052733,1.1043257853190105,0.002995061238606771,42.756771087646484,1,15
