split,mapper,K,scale,policy,count,open_count,keep_count,open_keep_count,initial_weighted_delta_l1,projection_weighted_delta_l1,weighted_delta_l1_drop,mean_gain,mean_oracle_gain,oracle_recovery,hard_bottom25_gain,hard_bottom25_oracle_gain,easy_top25_gain,strong_reference_cut_psnr,strong_regressions,severe_regressions
oof,convir_spatial_kenel_knn_9,16,0.25,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.01144202364999564,0.09764324490941843,0.04050817998250326,0.452876833597819,0.08944635048053017,0.1114578348795573,1.1043257853190105,0.0007627156575520834,42.756771087646484,0,0
oof,convir_spatial_kenel_knn_9,16,0.5,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.010434612278909258,0.17709111913708686,0.0807777442932129,0.452876833597819,0.17836581229268228,0.22368731689453125,1.1043257853190105,0.001488042195638021,42.756771087646484,0,4
oof,convir_spatial_kenel_knn_9,16,0.75,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.009720464013190312,0.23341127118536203,0.1207061595916748,0.452876833597819,0.2665319809643187,0.3364800389607747,1.1043257853190105,0.0021748250325520834,42.756771087646484,1,5
oof,convir_spatial_kenel_knn_9,16,1.0,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.00936779540432884,0.2612239126593786,0.16017093149820963,0.452876833597819,0.3536743759351814,0.4495535634358724,1.1043257853190105,0.0028219960530598957,42.756771087646484,1,11
oof,global_mean_coeff,16,0.25,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.01227320534127039,0.032093440366786644,0.013004595438639324,0.452876833597819,0.028715523678537642,0.03156936645507812,1.1043257853190105,0.00043921915690104166,42.756771087646484,1,0
oof,global_mean_coeff,16,0.5,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.01197995199025092,0.05522039328524772,0.02561126136779785,0.452876833597819,0.056552376866647464,0.06265499114990235,1.1043257853190105,0.0008383026123046875,42.756771087646484,1,3
oof,global_mean_coeff,16,0.75,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.011800395464196941,0.06938082933761226,0.03780735969543457,0.452876833597819,0.08348265331895892,0.0932361323038737,1.1043257853190105,0.001196868896484375,42.756771087646484,1,6
oof,global_mean_coeff,16,1.0,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.011732625897030275,0.0747253670341787,0.04958051172892253,0.452876833597819,0.1094790195714734,0.12329109191894531,1.1043257853190105,0.0015147603352864583,42.756771087646484,2,26
oof,global_plus_spatial_kenel_knn_9,16,0.25,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.01147817686237071,0.0947920800802948,0.039251497904459635,0.452876833597819,0.08667146339244469,0.10851169331868489,1.1043257853190105,0.0008410746256510416,42.756771087646484,0,1
oof,global_plus_spatial_kenel_knn_9,16,0.5,apply_all_candidate,3000,1324,3000,1324,0.012680155144233448,0.010512500224251067,0.17094861185260543,0.07819432703653971,0.452876833597819,0.17266135345306893,0.21764754740397135,1.1043257853190105,0.0016440327962239584,42.756771087646484,1,2
