mapper,K,scale,split,gate_pass,primary_feature,primary_direction,primary_threshold,secondary_feature,secondary_direction,secondary_threshold,count,open_count,keep_count,open_keep_count,coverage,initial_weighted_delta_l1,projection_weighted_delta_l1,weighted_delta_l1_drop,mean_gain,mean_oracle_gain,oracle_recovery,hard_bottom25_gain,hard_bottom25_oracle_gain,easy_top25_gain,strong_reference_cut_psnr,strong_regressions,severe_regressions,strong_rate
spatial_priors_ridge_10,16,1.0,oof,False,weighted_residual_norm,high,0.009209617488433332,nn_distance,low,11.120915794372559,3000,1324,263,263,0.08766666666666667,0.012680155144233448,0.010898213601820328,0.14052994794968998,0.07915816561381023,0.452876833597819,0.1747896110846493,0.25270545705159503,1.1043257853190105,0.0,42.756771087646484,0,0,0.0
spatial_priors_kenel_knn_9,16,0.75,oof,False,weighted_residual_norm,high,0.0,proxy_score,low,0.9999998807907104,3000,1324,2851,1175,0.9503333333333334,0.012680155144233448,0.01073349009138962,0.1535206021299442,0.08736189460754394,0.452876833597819,0.19290431332843666,0.22799813079833983,1.1043257853190105,0.002008061726888021,42.756771087646484,1,0,0.0003333333333333333
spatial_priors_kenel_knn_9,16,1.0,oof,False,weighted_residual_norm,high,0.009458644937817264,nn_distance,low,7.370157051086426,3000,1324,213,213,0.071,0.012680155144233448,0.011150084279841405,0.120666572844566,0.06320473416646322,0.452876833597819,0.13956274527080956,0.21502274831136067,1.1043257853190105,0.0,42.756771087646484,0,0,0.0
spatial_priors_ridge_10,16,0.75,oof,False,pred_low_energy,high,6.302955080172978e-05,proxy_score,low,0.9999998807907104,3000,1324,1391,537,0.46366666666666667,0.012680155144233448,0.01106784599899641,0.12715216232746712,0.06959179751078287,0.452876833597819,0.1536660574088549,0.19743899790445962,1.1043257853190105,0.000626495361328125,42.756771087646484,0,0,0.0
convir_spatial_kenel_knn_9,16,0.75,oof,False,pred_abs_mean,high,0.009935311134904623,M_safe_mean,low,0.3306018602848053,3000,1324,272,228,0.09066666666666667,0.012680155144233448,0.011224493648386543,0.11479839791304892,0.05066928100585937,0.452876833597819,0.11188313741580486,0.1704156036376953,1.1043257853190105,0.0,42.756771087646484,0,0,0.0
global_plus_spatial_kenel_knn_9,16,0.5,oof,False,weighted_residual_norm,high,0.0,proxy_score,low,0.9999998807907104,3000,1324,2851,1175,0.9503333333333334,0.012680155144233448,0.011062825567007621,0.12754809060529038,0.06053536287943522,0.452876833597819,0.133668490831205,0.15928785959879557,1.1043257853190105,0.0016440327962239584,42.756771087646484,1,0,0.0003333333333333333
global_plus_spatial_kenel_knn_9,16,0.75,oof,False,nn_distance,low,16.890914535522462,nn_distance,high,3.1998576164245605,3000,1324,570,570,0.19,0.012680155144233448,0.01124335025785425,0.11331130179685653,0.05761113421122233,0.452876833597819,0.12721148430918497,0.15675773366292317,1.1043257853190105,0.0021522369384765626,42.756771087646484,1,0,0.0003333333333333333
spatial_priors_kenel_knn_9,16,0.5,oof,False,weighted_residual_norm,high,0.0,proxy_score,low,0.9999998807907104,3000,1324,2851,1175,0.9503333333333334,0.012680155144233448,0.011151107184954425,0.12058590308135053,0.05855284945170085,0.452876833597819,0.1292908912706698,0.15161483510335286,1.1043257853190105,0.0013945668538411459,42.756771087646484,1,0,0.0003333333333333333
convir_spatial_kenel_knn_9,16,1.0,oof,False,pred_low_energy,high,0.0002027952272328547,M_safe_mean,high,0.22158311605453485,3000,1324,71,71,0.023666666666666666,0.012680155144233448,0.011526810153234824,0.09095669397413726,0.03663363202412923,0.452876833597819,0.08089093834431378,0.14447074127197265,1.1043257853190105,0.0,42.756771087646484,0,0,0.0
global_plus_spatial_kenel_knn_9,16,1.0,oof,False,nn_distance,low,16.890914535522462,M_safe_mean,high,0.22158311605453485,3000,1324,124,124,0.04133333333333333,0.012680155144233448,0.011641775990521333,0.081890098496495,0.04091688028971354,0.452876833597819,0.09034880403277619,0.13465233357747397,1.1043257853190105,0.0,42.756771087646484,0,0,0.0
spatial_priors_ridge_10,16,0.5,oof,False,pred_low_energy,high,6.302955080172978e-05,proxy_score,low,0.9999998807907104,3000,1324,1391,537,0.46366666666666667,0.012680155144233448,0.011419055962241782,0.0994545545891981,0.04655301793416341,0.452876833597819,0.10279399271614145,0.13097816975911458,1.1043257853190105,0.0004417572021484375,42.756771087646484,0,0,0.0
convir_spatial_kenel_knn_9,16,0.5,oof,False,pred_abs_mean,high,0.005429363343864679,kenel_confidence,low,0.1390775591135025,3000,1324,904,514,0.30133333333333334,0.012680155144233448,0.01151953235556955,0.09153064575804613,0.04064550336201986,0.452876833597819,0.08974957504254993,0.12294776153564453,1.1043257853190105,0.000104095458984375,42.756771087646484,0,0,0.0
