name,true_delta_psnr,baseline_delta_psnr,depth_surplus_psnr,normal_delta_psnr,shuffle_delta_psnr,zero_delta_psnr
1007_0.68_1.25.png,-0.23743057250976562,-0.09062957763671875,-0.14680099487304688,-0.14223861694335938,-0.22209930419921875,-0.09062957763671875
1008_0.52_1.98.png,0.021942138671875,0.07643508911132812,-0.054492950439453125,0.07391738891601562,0.044391632080078125,0.07643508911132812
1020_0.5_0.98.png,-0.4732246398925781,-0.4405632019042969,-0.03266143798828125,-0.4135551452636719,-0.431427001953125,-0.4405632019042969
1028_0.97_1.41.png,-0.15420913696289062,-0.12183380126953125,-0.032375335693359375,-0.14434051513671875,-0.13407516479492188,-0.12183380126953125
1032_0.6_0.6.png,-0.1273193359375,0.058380126953125,-0.185699462890625,0.08484268188476562,-0.044464111328125,0.058380126953125
1034_0.55_0.77.png,0.21085357666015625,-0.050014495849609375,0.2608680725097656,-0.0131988525390625,-0.01415252685546875,-0.050014495849609375
1036_0.69_1.69.png,0.15764617919921875,0.038394927978515625,0.11925125122070312,0.05780792236328125,0.08994102478027344,0.038394927978515625
1042_0.91_0.56.png,-0.17646408081054688,-0.12870407104492188,-0.047760009765625,-0.08008575439453125,-0.11420440673828125,-0.12870407104492188
1051_0.69_0.54.png,-0.2226409912109375,-0.398193359375,0.1755523681640625,-0.2674102783203125,-0.31813812255859375,-0.398193359375
1056_0.85_1.39.png,0.188385009765625,0.00652313232421875,0.18186187744140625,0.08127593994140625,0.08742141723632812,0.00652313232421875
1058_0.6_1.0.png,0.1289520263671875,0.05179595947265625,0.07715606689453125,0.24139022827148438,0.13176345825195312,0.05179595947265625
105_0.74_1.06.png,0.17997360229492188,0.20125579833984375,-0.021282196044921875,0.09886550903320312,0.12668228149414062,0.20125579833984375
1066_0.58_1.42.png,0.236663818359375,0.06776046752929688,0.16890335083007812,0.09379959106445312,0.11182785034179688,0.06776046752929688
1070_0.79_1.57.png,-0.0062103271484375,-0.119598388671875,0.1133880615234375,-0.07491683959960938,-0.0404052734375,-0.119598388671875
1074_0.59_1.24.png,0.45023345947265625,0.279266357421875,0.17096710205078125,0.2810020446777344,0.32649993896484375,0.279266357421875
1078_0.96_0.54.png,0.09023284912109375,0.0588836669921875,0.03134918212890625,0.027740478515625,0.04959869384765625,0.0588836669921875
1081_0.66_1.5.png,0.216400146484375,0.06170654296875,0.154693603515625,0.09283447265625,0.1257171630859375,0.06170654296875
1087_0.68_1.22.png,0.120941162109375,0.037693023681640625,0.08324813842773438,0.032901763916015625,0.06383132934570312,0.037693023681640625
1088_0.57_0.97.png,0.10117340087890625,0.04082489013671875,0.0603485107421875,0.06979751586914062,0.071807861328125,0.04082489013671875
1093_0.65_1.34.png,0.20580291748046875,0.08704376220703125,0.1187591552734375,0.0804595947265625,0.09995651245117188,0.08704376220703125
1095_0.9_0.64.png,-0.006511688232421875,-0.14569091796875,0.13917922973632812,-0.16876983642578125,-0.10837554931640625,-0.14569091796875
1096_0.72_0.86.png,0.09910964965820312,-0.0574493408203125,0.15655899047851562,-0.050502777099609375,-0.0284271240234375,-0.0574493408203125
1097_0.85_1.71.png,0.05198478698730469,-0.010564804077148438,0.06254959106445312,-0.02297210693359375,-0.012542724609375,-0.010564804077148438
1103_0.88_1.95.png,-0.0134124755859375,-0.06876564025878906,0.05535316467285156,-0.06871414184570312,-0.06302261352539062,-0.06876564025878906
1107_0.98_1.25.png,0.09499740600585938,-0.04113578796386719,0.13613319396972656,-0.050815582275390625,-0.0028781890869140625,-0.04113578796386719
110_0.55_1.08.png,-0.052623748779296875,0.18011856079101562,-0.2327423095703125,0.045665740966796875,0.029022216796875,0.18011856079101562
1110_0.92_0.77.png,0.2618255615234375,0.1206512451171875,0.14117431640625,0.1038055419921875,0.119476318359375,0.1206512451171875
1115_0.58_1.94.png,0.37149810791015625,0.23552322387695312,0.13597488403320312,0.28462982177734375,0.3178215026855469,0.23552322387695312
1120_0.78_1.11.png,-0.202606201171875,-0.18131256103515625,-0.02129364013671875,-0.16851425170898438,-0.18284988403320312,-0.18131256103515625
1123_0.7_1.0.png,0.1941680908203125,0.11297988891601562,0.08118820190429688,0.19330596923828125,0.18844985961914062,0.11297988891601562
1128_0.8_1.45.png,-0.072662353515625,-0.12314987182617188,0.050487518310546875,-0.13754653930664062,-0.12129592895507812,-0.12314987182617188
1129_0.92_1.33.png,0.2297210693359375,0.10426712036132812,0.12545394897460938,0.09194183349609375,0.13296127319335938,0.10426712036132812
1130_0.94_1.44.png,0.17859268188476562,0.0401611328125,0.13843154907226562,0.035602569580078125,0.052768707275390625,0.0401611328125
1131_0.66_1.99.png,0.17617034912109375,0.0345458984375,0.14162445068359375,0.139801025390625,0.12879562377929688,0.0345458984375
1143_0.73_1.33.png,0.24649429321289062,0.09244155883789062,0.154052734375,0.13384628295898438,0.1278533935546875,0.09244155883789062
114_0.75_1.45.png,0.054141998291015625,0.01984405517578125,0.034297943115234375,-0.01692962646484375,0.023773193359375,0.01984405517578125
1172_0.76_1.83.png,0.12796401977539062,0.0072021484375,0.12076187133789062,0.035869598388671875,0.051761627197265625,0.0072021484375
1173_0.59_1.12.png,-0.15937423706054688,-0.2578926086425781,0.09851837158203125,-0.2779579162597656,-0.28908538818359375,-0.2578926086425781
1177_0.71_1.64.png,0.23189163208007812,0.0528717041015625,0.17901992797851562,0.055084228515625,0.09024810791015625,0.0528717041015625
1180_0.68_0.5.png,0.47682952880859375,0.11155319213867188,0.3652763366699219,0.19088363647460938,0.23559951782226562,0.11155319213867188
1185_0.94_1.35.png,-0.2704811096191406,-0.03380584716796875,-0.23667526245117188,0.012615203857421875,-0.0772247314453125,-0.03380584716796875
1187_0.82_1.57.png,-0.5208702087402344,-0.3502464294433594,-0.170623779296875,-0.2538604736328125,-0.273834228515625,-0.3502464294433594
1190_0.56_1.66.png,-0.036762237548828125,-0.12500762939453125,0.08824539184570312,-0.10233306884765625,-0.08978652954101562,-0.12500762939453125
1192_0.85_0.98.png,0.05084991455078125,-0.12554931640625,0.17639923095703125,-0.09976959228515625,-0.07159805297851562,-0.12554931640625
1193_0.97_1.06.png,0.036468505859375,-0.07775115966796875,0.11421966552734375,0.0302581787109375,-0.018047332763671875,-0.07775115966796875
1194_0.88_1.52.png,-0.27564239501953125,-0.22833251953125,-0.04730987548828125,-0.17679977416992188,-0.2364959716796875,-0.22833251953125
1197_0.84_0.85.png,0.067138671875,-0.08233261108398438,0.14947128295898438,-0.08331680297851562,-0.045703887939453125,-0.08233261108398438
119_0.6_1.7.png,0.15142822265625,0.23643112182617188,-0.08500289916992188,0.19406890869140625,0.20548248291015625,0.23643112182617188
11_0.68_1.56.png,0.046512603759765625,-0.12678909301757812,0.17330169677734375,-0.05319976806640625,-0.042179107666015625,-0.12678909301757812
1200_0.97_0.52.png,0.15362167358398438,-0.014242172241210938,0.1678638458251953,-0.018251419067382812,0.033405303955078125,-0.014242172241210938
1201_0.75_1.76.png,0.19824981689453125,0.019802093505859375,0.17844772338867188,0.0413970947265625,0.045459747314453125,0.019802093505859375
1202_0.79_1.51.png,0.19924545288085938,-0.0208587646484375,0.22010421752929688,-0.010089874267578125,0.009197235107421875,-0.0208587646484375
1203_0.79_1.82.png,0.171661376953125,-0.011661529541015625,0.18332290649414062,0.003574371337890625,0.0966644287109375,-0.011661529541015625
1206_0.81_1.09.png,0.13652420043945312,0.050067901611328125,0.086456298828125,0.05224609375,0.09557723999023438,0.050067901611328125
1209_0.92_0.65.png,0.19868850708007812,0.006732940673828125,0.19195556640625,0.056659698486328125,0.04341888427734375,0.006732940673828125
