candidate,outer_fold,selector_type,feature_group,risk_bin,count,risk_score_min,risk_score_max,predicted_severe_rate_proxy,observed_severe_rate,observed_strong_rate,observed_positive_rate,mean_dPSNR
l1_fdf_lite_s004_g025_bm2,1,logistic,input_only,9,120,0.8459629395462094,1.0269558691540306,0.9030896150698379,0.35833333333333334,0.5416666666666666,0.4166666666666667,-0.07550640106201172
l2_fdf_lite_s002_g025_bm2,0,logistic,input_only,0,120,0.4047608044261184,0.5400620585134351,0.5006189215023847,0.11666666666666667,0.25833333333333336,0.625,0.0334436575571696
l2_fdf_lite_s002_g025_bm2,0,logistic,input_only,1,120,0.5403181783575853,0.5781513943942191,0.5604281792979905,0.10833333333333334,0.31666666666666665,0.5916666666666667,0.035954793294270836
l2_fdf_lite_s002_g025_bm2,0,logistic,input_only,2,120,0.5791106310090997,0.610387803156341,0.594835993754054,0.03333333333333333,0.275,0.6,0.07895259857177735
l2_fdf_lite_s002_g025_bm2,0,logistic,input_only,3,120,0.6114064053051091,0.6441866589372444,0.6283942764066399,0.075,0.275,0.6416666666666667,0.03260889053344727
l2_fdf_lite_s002_g025_bm2,0,logistic,input_only,4,120,0.6452957175105091,0.6657965999662295,0.6565013030553399,0.041666666666666664,0.275,0.6583333333333333,0.08853750228881836
l2_fdf_lite_s002_g025_bm2,0,logistic,input_only,5,120,0.6659984341777685,0.6918563442711361,0.6797923720044915,0.10833333333333334,0.20833333333333334,0.7083333333333334,0.08671647707621256
l2_fdf_lite_s002_g025_bm2,0,logistic,input_only,6,120,0.6919789137353346,0.7259577385934565,0.7094070184453776,0.1,0.3,0.5916666666666667,0.04850419362386068
l2_fdf_lite_s002_g025_bm2,0,logistic,input_only,7,120,0.7284111461782938,0.7636575312233921,0.7439265482702045,0.10833333333333334,0.26666666666666666,0.625,0.05262330373128255
l2_fdf_lite_s002_g025_bm2,0,logistic,input_only,8,120,0.7640453118671295,0.8116884105168647,0.7880716285586336,0.16666666666666666,0.3333333333333333,0.6166666666666667,0.034943644205729166
l2_fdf_lite_s002_g025_bm2,0,logistic,input_only,9,120,0.8135976598903403,1.0155850418495609,0.877828351251197,0.25,0.325,0.5833333333333334,0.02093505859375
l2_fdf_lite_s002_g025_bm2,1,logistic,input_only,0,120,0.381521553954823,0.5499886024649707,0.5011903164936614,0.058333333333333334,0.275,0.5916666666666667,0.03756489753723145
l2_fdf_lite_s002_g025_bm2,1,logistic,input_only,1,120,0.5514396597000416,0.5930230871396167,0.575301139121314,0.05,0.19166666666666668,0.7083333333333334,0.08261087735493979
l2_fdf_lite_s002_g025_bm2,1,logistic,input_only,2,120,0.5933996645215381,0.6271561578728342,0.611648667964784,0.08333333333333333,0.275,0.6083333333333333,0.03821733792622884
l2_fdf_lite_s002_g025_bm2,1,logistic,input_only,3,120,0.6274753270173841,0.6591660375737992,0.644280471922275,0.09166666666666666,0.24166666666666667,0.6666666666666666,0.06416710217793782
l2_fdf_lite_s002_g025_bm2,1,logistic,input_only,4,120,0.6592924420579899,0.6890805485356848,0.6747822122425519,0.08333333333333333,0.2833333333333333,0.5666666666666667,0.04697853724161784
l2_fdf_lite_s002_g025_bm2,1,logistic,input_only,5,120,0.6890944047805684,0.7232894445865009,0.7067158290645243,0.06666666666666667,0.225,0.6833333333333333,0.05508829752604167
l2_fdf_lite_s002_g025_bm2,1,logistic,input_only,6,120,0.723450675477294,0.7563570482963626,0.7394781744844497,0.06666666666666667,0.19166666666666668,0.6916666666666667,0.09239355723063152
l2_fdf_lite_s002_g025_bm2,1,logistic,input_only,7,120,0.7572283938662566,0.7965444610594189,0.7744227795149325,0.09166666666666666,0.275,0.6,0.045725504557291664
l2_fdf_lite_s002_g025_bm2,1,logistic,input_only,8,120,0.7971067149680625,0.8420257021407371,0.814153385825451,0.058333333333333334,0.20833333333333334,0.7166666666666667,0.10852572123209635
l2_fdf_lite_s002_g025_bm2,1,logistic,input_only,9,120,0.8420567085345693,1.0222967064855208,0.8988737111702335,0.25833333333333336,0.44166666666666665,0.425,-0.03037853240966797
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,0,120,0.4032747048475869,0.5535597822981553,0.5119293752953494,0.09166666666666666,0.23333333333333334,0.6666666666666666,0.056330362955729164
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,1,120,0.5547578336603164,0.5873923546142331,0.5723576860777062,0.11666666666666667,0.3416666666666667,0.575,0.03194147745768229
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,2,120,0.5877811828517929,0.6202541844846811,0.6041784424670318,0.1,0.3,0.6,0.08918744723002116
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,3,120,0.6203434763291233,0.6536149457462181,0.6376868419541707,0.06666666666666667,0.26666666666666666,0.6583333333333333,0.04698646863301595
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,4,120,0.6538631206652551,0.6739653423715238,0.6648128981467979,0.10833333333333334,0.25833333333333336,0.6666666666666666,0.09998353322347005
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,5,120,0.6741574841317779,0.7006959574213397,0.6870343212767819,0.06666666666666667,0.2,0.7083333333333334,0.11411218643188477
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,6,120,0.7011634255273322,0.7313137542262644,0.7155720001317417,0.11666666666666667,0.2916666666666667,0.625,0.07348635991414389
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,7,120,0.7313835366517935,0.7641522729499244,0.7472262075252504,0.15,0.30833333333333335,0.6333333333333333,0.0559665044148763
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,8,120,0.7641707778535617,0.8122354372371784,0.7889784509292417,0.15833333333333333,0.3416666666666667,0.5833333333333334,0.045239861806233725
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,9,120,0.8123954812645242,1.011400736456426,0.8740954836374517,0.275,0.38333333333333336,0.5333333333333333,0.0006142298380533855
l3_fdf_lite_s004_g015_bm2,1,logistic,input_only,0,120,0.38076517014873096,0.5513114637850061,0.503634313874168,0.058333333333333334,0.2833333333333333,0.6,0.04752632776896159
l3_fdf_lite_s004_g015_bm2,1,logistic,input_only,1,120,0.5519460614959953,0.5968381088506782,0.5787485032473297,0.058333333333333334,0.19166666666666668,0.7083333333333334,0.09397851626078288
l3_fdf_lite_s004_g015_bm2,1,logistic,input_only,2,120,0.5979687871332345,0.6310574021889012,0.6159239491138904,0.125,0.3,0.6,0.046830272674560545
l3_fdf_lite_s004_g015_bm2,1,logistic,input_only,3,120,0.6318866345738432,0.6635253187162261,0.6484809825003779,0.10833333333333334,0.23333333333333334,0.6833333333333333,0.07628671328226726
l3_fdf_lite_s004_g015_bm2,1,logistic,input_only,4,120,0.6638129764555025,0.6939445122267816,0.6798550673968002,0.1,0.2916666666666667,0.6,0.06691746711730957
l3_fdf_lite_s004_g015_bm2,1,logistic,input_only,5,120,0.6948722563040377,0.7289091040248841,0.711349703000947,0.125,0.25,0.6833333333333333,0.04788972536722819
l3_fdf_lite_s004_g015_bm2,1,logistic,input_only,6,120,0.7300995899606683,0.7625650057302121,0.7441831651693992,0.041666666666666664,0.18333333333333332,0.7583333333333333,0.13364623387654623
l3_fdf_lite_s004_g015_bm2,1,logistic,input_only,7,120,0.7641813496789823,0.7992034239367588,0.7796963402295831,0.1,0.3333333333333333,0.5666666666666667,0.033664766947428384
l3_fdf_lite_s004_g015_bm2,1,logistic,input_only,8,120,0.8001888339040005,0.842491574433029,0.81715392717684,0.05,0.23333333333333334,0.7333333333333333,0.1467585563659668
l3_fdf_lite_s004_g015_bm2,1,logistic,input_only,9,120,0.8426035501444734,1.0236839181847388,0.8998111150910787,0.3,0.48333333333333334,0.425,-0.048174603780110674
