variant,outer_fold,selector_type,feature_group,deployable,coverage_target,threshold,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,selected_positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,false_reject_good_count,false_accept_severe_count,selected_group_counts,backend,calibration_fold,model_train_count,calibration_count,eval_count,top_features
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.96,0.36020567241422224,1200,1200,1.0,0.06138484319051107,0.0607956059773763,0.03940761566162109,1.6061415274937946e-05,0.625,0.625,42.755948066711426,97,351,175.5,150,75.0,0.05432997385660807,0.042001349131266276,0.0445552651087443,0,150,"{""gain"": 569, ""neutral"": 83, ""ssim_regression"": 197, ""strong_regression"": 201, ""worst_regression"": 150}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.95,0.36020567241422224,1200,1200,1.0,0.06138484319051107,0.0607956059773763,0.03940761566162109,1.6061415274937946e-05,0.625,0.625,42.755948066711426,97,351,175.5,150,75.0,0.05432997385660807,0.042001349131266276,0.0445552651087443,0,150,"{""gain"": 569, ""neutral"": 83, ""ssim_regression"": 197, ""strong_regression"": 201, ""worst_regression"": 150}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.94,0.36020567241422224,1200,1200,1.0,0.06138484319051107,0.0607956059773763,0.03940761566162109,1.6061415274937946e-05,0.625,0.625,42.755948066711426,97,351,175.5,150,75.0,0.05432997385660807,0.042001349131266276,0.0445552651087443,0,150,"{""gain"": 569, ""neutral"": 83, ""ssim_regression"": 197, ""strong_regression"": 201, ""worst_regression"": 150}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.93,0.35724675150150625,1200,1142,0.9516666666666667,0.06299113591512044,0.0607956059773763,0.047208671569824216,1.8019576867421468e-05,0.5958333333333333,0.6260945709281961,42.755948066711426,76,330,165.0,133,66.5,0.053422005971272786,0.04211085001627604,0.045177124341328936,34,133,"{""gain"": 546, ""neutral"": 83, ""ssim_regression"": 183, ""strong_regression"": 197, ""worst_regression"": 133}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.92,0.3534261812040443,1200,1128,0.94,0.06384351412455241,0.0607956059773763,0.0468139394124349,1.6882469256718954e-05,0.5916666666666667,0.6294326241134752,42.755948066711426,74,326,163.0,129,64.5,0.05358010609944661,0.042438570658365884,0.045662824312845865,38,129,"{""gain"": 542, ""neutral"": 77, ""ssim_regression"": 183, ""strong_regression"": 197, ""worst_regression"": 129}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.9,0.23987332795196842,1200,1104,0.92,0.06370349248250326,0.06167423248291016,0.04421735127766927,1.6429722309112548e-05,0.5833333333333334,0.6340579710144928,42.755948066711426,67,313,156.5,122,61.0,0.0536509895324707,0.041910746892293294,0.04474493185679118,48,122,"{""gain"": 532, ""neutral"": 76, ""ssim_regression"": 183, ""strong_regression"": 191, ""worst_regression"": 122}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,1.0,1.282873624603732,1200,1198,0.9983333333333333,0.06108649253845215,0.0607956059773763,0.03940761566162109,1.6042639811833698e-05,0.6241666666666666,0.6252086811352254,42.755948066711426,97,350,175.0,150,75.0,0.05404071172078451,0.04182038307189941,0.04424307664235433,1,150,"{""gain"": 568, ""neutral"": 83, ""ssim_regression"": 197, ""strong_regression"": 200, ""worst_regression"": 150}",pure_python_logistic,same_as_model_train_due_to_two_fold_source,1200,1200,1200,airlight_fallback_mean;input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.99,1.0328955687301542,1200,1174,0.9783333333333334,0.05998956998189291,0.06581239064534505,0.037826614379882814,1.654083530108134e-05,0.6133333333333333,0.626916524701874,42.755948066711426,97,339,169.5,142,71.0,0.053486331303914385,0.04097902615865072,0.043209919929504396,14,142,"{""gain"": 558, ""neutral"": 83, ""ssim_regression"": 194, ""strong_regression"": 197, ""worst_regression"": 142}",pure_python_logistic,same_as_model_train_due_to_two_fold_source,1200,1200,1200,airlight_fallback_mean;input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.98,0.9823057226893267,1200,1164,0.97,0.06048511823018392,0.06377150217692057,0.03956558227539062,1.647497216860453e-05,0.61,0.6288659793814433,42.755948066711426,95,333,166.5,139,69.5,0.053645458221435544,0.04139879862467448,0.04351648489634196,18,139,"{""gain"": 554, ""neutral"": 83, ""ssim_regression"": 194, ""strong_regression"": 194, ""worst_regression"": 139}",pure_python_logistic,same_as_model_train_due_to_two_fold_source,1200,1200,1200,airlight_fallback_mean;input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.97,0.9563803703767229,1200,1154,0.9616666666666667,0.05875651359558105,0.06321698506673178,0.03419732411702474,1.63443386554718e-05,0.6041666666666666,0.6282495667244368,42.755948066711426,94,332,166.0,139,69.5,0.05256840705871582,0.04081638018290202,0.043131295839945474,25,139,"{""gain"": 549, ""neutral"": 83, ""ssim_regression"": 190, ""strong_regression"": 193, ""worst_regression"": 139}",pure_python_logistic,same_as_model_train_due_to_two_fold_source,1200,1200,1200,airlight_fallback_mean;input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.96,0.9388532864253852,1200,1150,0.9583333333333334,0.05841046969095866,0.06321698506673178,0.03419732411702474,1.633743445078532e-05,0.6016666666666667,0.6278260869565218,42.755948066711426,94,332,166.0,139,69.5,0.052010498046875,0.04048053423563639,0.043003875414530435,27,139,"{""gain"": 547, ""neutral"": 83, ""ssim_regression"": 188, ""strong_regression"": 193, ""worst_regression"": 139}",pure_python_logistic,same_as_model_train_due_to_two_fold_source,1200,1200,1200,airlight_fallback_mean;input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.95,0.9272193249234788,1200,1146,0.955,0.058917115529378256,0.06321698506673178,0.03622390747070312,1.617377003033956e-05,0.6,0.6282722513089005,42.755948066711426,92,330,165.0,137,68.5,0.051980295181274415,0.040489851633707684,0.042959192593892415,29,137,"{""gain"": 545, ""neutral"": 83, ""ssim_regression"": 188, ""strong_regression"": 193, ""worst_regression"": 137}",pure_python_logistic,same_as_model_train_due_to_two_fold_source,1200,1200,1200,airlight_fallback_mean;input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.94,0.9162755686816074,1200,1128,0.94,0.061117273966471354,0.06313042958577474,0.04511109670003255,1.5405466159184772e-05,0.595,0.6329787234042553,42.755948066711426,86,322,161.0,131,65.5,0.052478726704915366,0.040940648714701336,0.043685105641682945,34,131,"{""gain"": 541, ""neutral"": 79, ""ssim_regression"": 186, ""strong_regression"": 191, ""worst_regression"": 131}",pure_python_logistic,same_as_model_train_due_to_two_fold_source,1200,1200,1200,airlight_fallback_mean;input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.93,0.8960853338826199,1200,1112,0.9266666666666666,0.06104761759440104,0.06313042958577474,0.048465067545572914,1.6402999560038248e-05,0.585,0.6312949640287769,42.755948066711426,82,318,159.0,127,63.5,0.05186920166015625,0.040727670987447104,0.04363816261291504,46,127,"{""gain"": 531, ""neutral"": 79, ""ssim_regression"": 184, ""strong_regression"": 191, ""worst_regression"": 127}",pure_python_logistic,same_as_model_train_due_to_two_fold_source,1200,1200,1200,airlight_fallback_mean;input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.92,0.881508284383801,1200,1100,0.9166666666666666,0.05954137961069743,0.06260212580362956,0.048465067545572914,1.627594232559204e-05,0.5766666666666667,0.6290909090909091,42.755948066711426,82,316,158.0,127,63.5,0.05098457972208659,0.039893598556518556,0.04286668459574382,55,127,"{""gain"": 524, ""neutral"": 79, ""ssim_regression"": 181, ""strong_regression"": 189, ""worst_regression"": 127}",pure_python_logistic,same_as_model_train_due_to_two_fold_source,1200,1200,1200,airlight_fallback_mean;input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.9,0.8700425287247657,1200,1092,0.91,0.059317015012105304,0.06260212580362956,0.046270713806152344,1.5741388003031414e-05,0.575,0.6318681318681318,42.755948066711426,79,311,155.5,126,63.0,0.05047698974609375,0.039850654602050783,0.04267184893290202,57,126,"{""gain"": 522, ""neutral"": 78, ""ssim_regression"": 181, ""strong_regression"": 185, ""worst_regression"": 126}",pure_python_logistic,same_as_model_train_due_to_two_fold_source,1200,1200,1200,airlight_fallback_mean;input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,1.0,0.3590021877776478,1200,1200,1.0,0.06138484319051107,0.0607956059773763,0.03940761566162109,1.6061415274937946e-05,0.625,0.625,42.755948066711426,97,351,175.5,150,75.0,0.05432997385660807,0.042001349131266276,0.0445552651087443,0,150,"{""gain"": 569, ""neutral"": 83, ""ssim_regression"": 197, ""strong_regression"": 201, ""worst_regression"": 150}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.99,0.341395510369666,1200,1198,0.9983333333333333,0.06186183929443359,0.0607956059773763,0.03940761566162109,1.6327351331710816e-05,0.625,0.6260434056761269,42.755948066711426,97,349,174.5,148,74.0,0.05461186408996582,0.04204128583272298,0.044477264086405434,0,148,"{""gain"": 569, ""neutral"": 83, ""ssim_regression"": 197, ""strong_regression"": 201, ""worst_regression"": 148}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.98,0.341395510369666,1200,1198,0.9983333333333333,0.06186183929443359,0.0607956059773763,0.03940761566162109,1.6327351331710816e-05,0.625,0.6260434056761269,42.755948066711426,97,349,174.5,148,74.0,0.05461186408996582,0.04204128583272298,0.044477264086405434,0,148,"{""gain"": 569, ""neutral"": 83, ""ssim_regression"": 197, ""strong_regression"": 201, ""worst_regression"": 148}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.97,0.34050698769735255,1200,1176,0.98,0.06431960105895997,0.0607956059773763,0.049238662719726566,1.7748773097991942e-05,0.6158333333333333,0.6284013605442177,42.755948066711426,89,341,170.5,140,70.0,0.05541643778483073,0.04324684460957845,0.045600965817769366,9,140,"{""gain"": 563, ""neutral"": 79, ""ssim_regression"": 193, ""strong_regression"": 201, ""worst_regression"": 140}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.96,0.3404795076147037,1200,1176,0.98,0.06431960105895997,0.0607956059773763,0.049238662719726566,1.7748773097991942e-05,0.6158333333333333,0.6284013605442177,42.755948066711426,89,341,170.5,140,70.0,0.05541643778483073,0.04324684460957845,0.045600965817769366,9,140,"{""gain"": 563, ""neutral"": 79, ""ssim_regression"": 193, ""strong_regression"": 201, ""worst_regression"": 140}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.95,0.33926006531357833,1200,1166,0.9716666666666667,0.06447442054748535,0.06167423248291016,0.04972942352294922,1.7778327067693073e-05,0.6125,0.630360205831904,42.755948066711426,87,335,167.5,138,69.0,0.05512383143107096,0.04277817090352376,0.044919190406799314,13,138,"{""gain"": 559, ""neutral"": 79, ""ssim_regression"": 193, ""strong_regression"": 197, ""worst_regression"": 138}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.94,0.33926006531357833,1200,1166,0.9716666666666667,0.06447442054748535,0.06167423248291016,0.04972942352294922,1.7778327067693073e-05,0.6125,0.630360205831904,42.755948066711426,87,335,167.5,138,69.0,0.05512383143107096,0.04277817090352376,0.044919190406799314,13,138,"{""gain"": 559, ""neutral"": 79, ""ssim_regression"": 193, ""strong_regression"": 197, ""worst_regression"": 138}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;depth_mean;depth_std;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.93,0.33926006531357833,1200,1166,0.9716666666666667,0.06447442054748535,0.06167423248291016,0.04972942352294922,1.7778327067693073e-05,0.6125,0.630360205831904,42.755948066711426,87,335,167.5,138,69.0,0.05512383143107096,0.04277817090352376,0.044919190406799314,13,138,"{""gain"": 559, ""neutral"": 79, ""ssim_regression"": 193, ""strong_regression"": 197, ""worst_regression"": 138}",pure_python_boosted_stumps,same_as_model_train_due_to_two_fold_source,1200,1200,1200,input_brightness_mean;depth_mean;depth_std;input_texture_mean
