coverage,mean_dPSNR,hard_bottom25_dPSNR,dSSIM,positive_ratio,worst_per_600,strong_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,false_reject_good_count,false_accept_severe_count,max_outer_worst_per_600,variant,selector_type,feature_group,deployable,coverage_target,outer_reports,selector_score,strict_gate_pass,relaxed_exploratory_gate_pass,strict_gate_checks,relaxed_gate_checks
0.8979166666666667,0.0756353219350179,0.08129714965820312,1.6929184397061666e-05,0.5829166666666667,63.75,145.25,0.0712602663040161,0.05721162001291911,0.062346882820129394,53.5,127.5,72.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_cf_delta,False,0.9,2,0.04455698262850441,False,True,"{""coverage"": false, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9225,0.07588500181833903,0.08157650629679361,1.6286298632621764e-05,0.595,67.25,151.75,0.0717188278834025,0.057356371879577636,0.06253272533416748,39.5,134.5,73.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_cf_delta,False,0.92,2,0.041336952575047825,False,True,"{""coverage"": false, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9279166666666667,0.07562387625376384,0.08248052597045899,1.661583781242371e-05,0.5979166666666667,68.5,153.25,0.07132326285044352,0.05722892761230469,0.0620543893178304,36.5,137.0,74.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_cf_delta,False,0.93,2,0.04005083050727845,False,True,"{""coverage"": false, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9512499999999999,0.0748519484202067,0.08248052597045899,1.716372867425283e-05,0.6091666666666666,73.0,160.25,0.07128671487172444,0.05729311148325602,0.06171043713887532,24.0,146.0,75.0,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_cf_delta,False,0.94,2,0.03474008714358009,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9516666666666667,0.07474159558614095,0.08248052597045899,1.7134621739387515e-05,0.6091666666666666,73.25,160.5,0.07126650969187417,0.05732711315155029,0.06174590905507406,24.0,146.5,75.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_cf_delta,False,0.95,2,0.03438503686587015,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9675,0.072826140721639,0.08209439595540365,1.7077450950940448e-05,0.6166666666666667,77.5,165.5,0.07066183408101401,0.05650142987569173,0.06051032066345215,15.5,155.0,82.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_cf_delta,False,0.96,2,0.028199014822642005,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9716666666666667,0.07358478228251139,0.08209439595540365,1.7029692729314167e-05,0.62,77.5,165.75,0.07125001907348633,0.05690685272216797,0.06102361520131429,12.0,155.0,82.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_cf_delta,False,0.97,2,0.02907921746571858,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9829166666666667,0.07317004362742106,0.08209439595540365,1.6627709070841473e-05,0.6254166666666667,79.0,168.5,0.07115432898203533,0.05636664390563965,0.06013026078542073,6.5,158.0,82.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_cf_delta,False,0.98,2,0.0271251252969106,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9925,0.07164080937703451,0.08209439595540365,1.5752737720807393e-05,0.6287499999999999,81.0,171.0,0.07046923796335856,0.055716268221537274,0.05957689126332601,2.5,162.0,86.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_cf_delta,False,0.99,2,0.02358479406038922,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9983333333333333,0.07140827496846516,0.08191897710164388,1.5974665681521096e-05,0.6308333333333334,82.25,173.25,0.07014965057373046,0.055950109163920084,0.05984126249949137,0.0,164.5,87.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_cf_delta,False,1.0,2,0.021927133496602372,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.8979166666666667,0.0756353219350179,0.08129714965820312,1.6929184397061666e-05,0.5829166666666667,63.75,145.25,0.0712602663040161,0.05721162001291911,0.062346882820129394,53.5,127.5,72.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_trans_gt,False,0.9,2,0.04455698262850441,False,True,"{""coverage"": false, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.925,0.07656535943349202,0.08248052597045899,1.6411393880844115e-05,0.5975,67.25,151.75,0.07199782053629558,0.05769743760426839,0.06270363807678223,37.0,134.5,73.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_trans_gt,False,0.92,2,0.0423351640065511,False,True,"{""coverage"": false, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9291666666666667,0.07549428780873615,0.08248052597045899,1.6649340589841208e-05,0.5983333333333334,69.0,153.75,0.07120206832885742,0.057193482716878255,0.062003728548685716,36.0,138.0,74.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_trans_gt,False,0.93,2,0.03942806288401285,False,True,"{""coverage"": false, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9445833333333333,0.07521598180135092,0.08248052597045899,1.7072583238283795e-05,0.6066666666666667,72.0,158.0,0.0714971113204956,0.05760241667429606,0.06212364514668782,26.5,144.0,75.0,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_trans_gt,False,0.94,2,0.03625234665870665,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9475,0.07485776583353679,0.08248052597045899,1.676929493745168e-05,0.6075,72.5,159.0,0.07126071612040202,0.05743937810262044,0.061886315345764165,26.0,145.0,75.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_trans_gt,False,0.95,2,0.03531700474421184,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9645833333333333,0.07289446671803793,0.08209439595540365,1.6791746020317078e-05,0.6154166666666667,77.25,164.5,0.07079802831013998,0.056665678024291996,0.06067924340566,16.5,154.5,82.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_trans_gt,False,0.96,2,0.02862943662007649,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9766666666666666,0.07357179959615072,0.08209439595540365,1.6962538162867227e-05,0.6229166666666667,78.0,166.75,0.07122101465861003,0.0567013676961263,0.060328261057535804,8.5,156.0,82.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_trans_gt,False,0.97,2,0.02856188411712645,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9829166666666667,0.07317004362742106,0.08209439595540365,1.6627709070841473e-05,0.6254166666666667,79.0,168.5,0.07115432898203533,0.05636664390563965,0.06013026078542073,6.5,158.0,82.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_trans_gt,False,0.98,2,0.0271251252969106,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9916666666666667,0.07141291936238607,0.08209439595540365,1.5871773163477578e-05,0.6279166666666667,81.0,171.0,0.07032691478729249,0.05558694203694661,0.059435272216796876,3.5,162.0,86.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_trans_gt,False,0.99,2,0.023318888902664182,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9983333333333333,0.07140827496846516,0.08191897710164388,1.5974665681521096e-05,0.6308333333333334,82.25,173.25,0.07014965057373046,0.055950109163920084,0.05984126249949137,0.0,164.5,87.5,l1_fdf_lite_s004_g025_bm2,gbdt,diagnostic_with_trans_gt,False,1.0,2,0.021927133496602372,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9,0.07595861275990803,0.08117598215738933,1.7127965887387596e-05,0.58375,63.5,145.75,0.0714204454421997,0.0574380366007487,0.0627251958847046,52.5,127.0,72.5,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,0.9,2,0.0450156751155853,False,True,"{""coverage"": false, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9641666666666666,0.07303300062815349,0.08117598215738933,1.70548011859258e-05,0.6145833333333334,75.0,164.0,0.0711978530883789,0.05651682217915853,0.060319530169169105,17.5,150.0,81.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,0.92,2,0.030490007464090967,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9641666666666666,0.07303300062815349,0.08117598215738933,1.70548011859258e-05,0.6145833333333334,75.0,164.0,0.0711978530883789,0.05651682217915853,0.060319530169169105,17.5,150.0,81.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,0.93,2,0.030490007464090967,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9641666666666666,0.07303300062815349,0.08117598215738933,1.70548011859258e-05,0.6145833333333334,75.0,164.0,0.0711978530883789,0.05651682217915853,0.060319530169169105,17.5,150.0,81.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,0.94,2,0.030490007464090967,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9641666666666666,0.07303300062815349,0.08117598215738933,1.70548011859258e-05,0.6145833333333334,75.0,164.0,0.0711978530883789,0.05651682217915853,0.060319530169169105,17.5,150.0,81.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,0.95,2,0.030490007464090967,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9683333333333333,0.07302335421244303,0.08061443328857422,1.703341801961263e-05,0.61625,75.75,165.25,0.07138617197672525,0.05683013121287028,0.06076474666595459,15.5,151.5,82.5,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,0.96,2,0.029601554997762035,False,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
