variant,coverage_target,count,selected_count,coverage,mean_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,mean_ssim_delta,positive_ratio,selected_positive_ratio,strong_reference_cut_psnr,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_surplus,true_vs_shuffle_surplus,true_vs_normal_surplus,selected_group_counts
l1_fdf_lite_s004_g025_bm2,0.05,9000,450,0.05,0.03156091499328613,0.009205457051595051,0.05113519287109375,3.6384198400709366e-06,0.05,1.0,42.76437759399414,0,0,0.01777951282925076,0.013220753987630209,0.0144001219007704,"{""gain"": 391, ""ssim_regression"": 59}"
l1_fdf_lite_s004_g025_bm2,0.1,9000,900,0.1,0.05383104197184245,0.024366322835286457,0.07352286444769965,6.864938471052382e-06,0.1,1.0,42.76437759399414,0,0,0.0322663508521186,0.02376451619466146,0.02602634578280979,"{""gain"": 784, ""ssim_regression"": 116}"
l1_fdf_lite_s004_g025_bm2,0.15,9000,1350,0.15,0.07163915273878309,0.04007724083794488,0.08979459635416667,1.0255614916483561e-05,0.15,1.0,42.76437759399414,0,0,0.04428220642937554,0.032544920179578996,0.035739164352416995,"{""gain"": 1180, ""ssim_regression"": 170}"
l1_fdf_lite_s004_g025_bm2,0.2,9000,1800,0.2,0.08646190537346735,0.055980313618977866,0.10333646138509114,1.2806600994533962e-05,0.2,1.0,42.76437759399414,0,0,0.05499959076775445,0.040560185538397894,0.044615716298421225,"{""gain"": 1571, ""ssim_regression"": 229}"
l1_fdf_lite_s004_g025_bm2,0.25,9000,2250,0.25,0.09897188822428385,0.07007586330837674,0.11372735426161024,1.5435099601745607e-05,0.25,1.0,42.76437759399414,0,0,0.06476908493041993,0.04793594381544325,0.05256616338094076,"{""gain"": 1956, ""ssim_regression"": 294}"
l1_fdf_lite_s004_g025_bm2,0.3,9000,2700,0.3,0.10944209162394206,0.08245644293891059,0.12204233127170139,1.7632444699605305e-05,0.3,1.0,42.76437759399414,0,0,0.07323886256747776,0.05431475936041938,0.05945033645629883,"{""gain"": 2323, ""ssim_regression"": 377}"
l1_fdf_lite_s004_g025_bm2,0.35,9000,3150,0.35,0.11820591608683269,0.09264707777235243,0.13110020446777343,1.9407934612698024e-05,0.35,1.0,42.76437759399414,0,0,0.08104174465603299,0.060067754957411026,0.06588555399576823,"{""gain"": 2665, ""ssim_regression"": 485}"
l1_fdf_lite_s004_g025_bm2,0.4,9000,3600,0.4,0.12542211447821722,0.10187381998697917,0.13735561794704862,2.0648916562398274e-05,0.4,1.0,42.76437759399414,0,0,0.08811448054843479,0.06542847781711154,0.0717596558464898,"{""gain"": 2986, ""ssim_regression"": 614}"
l1_fdf_lite_s004_g025_bm2,0.45,9000,4050,0.45,0.13118250062730577,0.10731874593098958,0.14311265394422742,2.1923138035668267e-05,0.45,1.0,42.76437759399414,0,0,0.09409471384684245,0.0700315990447998,0.07688754950629341,"{""gain"": 3308, ""ssim_regression"": 742}"
l1_fdf_lite_s004_g025_bm2,0.5,9000,4500,0.5,0.13558081499735514,0.1127542241414388,0.14646431477864583,2.2944397396511503e-05,0.5,1.0,42.76437759399414,0,0,0.09896231778462727,0.07389838939242893,0.08103551716274686,"{""gain"": 3608, ""ssim_regression"": 892}"
l1_fdf_lite_s004_g025_bm2,0.55,9000,4950,0.55,0.13866796684265137,0.11677796851264106,0.1492896508110894,2.3430592483944364e-05,0.55,1.0,42.76437759399414,0,0,0.10273226038614909,0.07704342524210613,0.08453474892510308,"{""gain"": 3891, ""ssim_regression"": 1059}"
l1_fdf_lite_s004_g025_bm2,0.6,9000,5400,0.6,0.1404716239505344,0.11869268883599175,0.15058179389105902,2.3815188142988417e-05,0.6,1.0,42.76437759399414,0,0,0.10610271241929796,0.07977840593126086,0.08731687800089519,"{""gain"": 4147, ""ssim_regression"": 1253}"
l1_fdf_lite_s004_g025_bm2,0.65,9000,5850,0.65,0.14086862585279677,0.11909836239284939,0.15086087036132811,2.3857831954956053e-05,0.6373333333333333,0.9805128205128205,42.76437759399414,0,0,0.10838073539733886,0.08170020484924316,0.08951009453667534,"{""gain"": 4159, ""neutral"": 215, ""ssim_regression"": 1476}"
l1_fdf_lite_s004_g025_bm2,0.7,9000,6300,0.7,0.13975212732950845,0.11795247565375434,0.14976166110568576,2.3522085613674586e-05,0.6373333333333333,0.9104761904761904,42.76437759399414,0,0,0.10952615186903211,0.08284735276963975,0.09075066630045572,"{""gain"": 4159, ""neutral"": 407, ""ssim_regression"": 1734}"
l1_fdf_lite_s004_g025_bm2,0.75,9000,6750,0.75,0.13701581658257378,0.1147985585530599,0.14683596632215712,2.2688289483388267e-05,0.6373333333333333,0.8497777777777777,42.76437759399414,78,0,0.10962839762369792,0.08327317746480306,0.09095678159925673,"{""gain"": 4159, ""neutral"": 467, ""ssim_regression"": 1843, ""strong_regression"": 281}"
l1_fdf_lite_s004_g025_bm2,0.8,9000,7200,0.8,0.13234039243062337,0.10992417822943794,0.14208969116210937,2.1344992849561904e-05,0.6373333333333333,0.7966666666666666,42.76437759399414,193,0,0.10792167684766982,0.08237930891248915,0.08980994139777289,"{""gain"": 4159, ""neutral"": 467, ""ssim_regression"": 1843, ""strong_regression"": 731}"
l1_fdf_lite_s004_g025_bm2,0.85,9000,7650,0.85,0.12540734163920084,0.10202057647705078,0.13500115797254775,2.000914017359416e-05,0.6373333333333333,0.7498039215686274,42.76437759399414,309,0,0.10519582027859158,0.08057582240634495,0.08796980815463595,"{""gain"": 4159, ""neutral"": 467, ""ssim_regression"": 1843, ""strong_regression"": 1181}"
l1_fdf_lite_s004_g025_bm2,0.9,9000,8100,0.9,0.11556509187486437,0.092584718492296,0.12573411051432293,1.818232403861152e-05,0.6373333333333333,0.7081481481481482,42.76437759399414,416,201,0.10043754090203179,0.0775081672668457,0.08452832052442763,"{""gain"": 4159, ""neutral"": 467, ""ssim_regression"": 1843, ""strong_regression"": 1430, ""worst_regression"": 201}"
l1_fdf_lite_s004_g025_bm2,0.95,9000,8550,0.95,0.10130523618062337,0.08129120635986328,0.10846126641167535,1.5715307659573024e-05,0.6373333333333333,0.6708771929824562,42.76437759399414,550,651,0.09349574979146322,0.07280599445766874,0.0792472972869873,"{""gain"": 4159, ""neutral"": 467, ""ssim_regression"": 1843, ""strong_regression"": 1430, ""worst_regression"": 651}"
l1_fdf_lite_s004_g025_bm2,1.0,9000,9000,1.0,0.07296757613288031,0.05882253095838759,0.0610559573703342,-2.4550815423329672e-05,0.6373333333333333,0.6373333333333333,42.76437759399414,745,1101,0.08061944092644585,0.06391497400071885,0.06964034059312608,"{""gain"": 4159, ""neutral"": 467, ""ssim_regression"": 1843, ""strong_regression"": 1430, ""worst_regression"": 1101}"
l2_fdf_lite_s002_g025_bm2,0.05,9000,450,0.05,0.024053615358140733,0.01314289771185981,0.03329579332139757,3.64579094780816e-06,0.05,1.0,42.76437759399414,0,0,0.009812269422743056,0.006808128145005968,0.0073678633371988935,"{""gain"": 398, ""ssim_regression"": 52}"
l2_fdf_lite_s002_g025_bm2,0.1,9000,900,0.1,0.04063217396206326,0.025560232374403212,0.049266927083333335,6.944881545172797e-06,0.1,1.0,42.76437759399414,0,0,0.01834955999586317,0.012719301011827257,0.013800440258449979,"{""gain"": 798, ""ssim_regression"": 102}"
