selected_threshold,density_bin,need_bin,count,pred_high_fraction,target_high_fraction
0.41755766421556473,low,low,71226,0.11325920309999157,0.0
0.41755766421556473,low,mid,42702,0.17048381808814575,0.0
0.41755766421556473,low,high,25017,0.16624695207259063,1.0
0.41755766421556473,mid,low,41898,0.12024440307413242,0.0
0.41755766421556473,mid,mid,42417,0.14364523657967324,0.0
0.41755766421556473,mid,high,36262,0.21460482047322266,1.0
0.41755766421556473,high,low,29824,0.16915906652360516,0.0
0.41755766421556473,high,mid,43355,0.3486333756198824,0.0
0.41755766421556473,high,high,60515,0.33224820292489465,1.0
