selected_threshold,name,hard_negative_pixels,false_strong_pixels,false_strong_rate,pred_mean,pred_max,target_mean
0.41755766421556473,1012_0.85_1.28.png,0,0,nan,0.3385385274887085,0.45180946588516235,0.5695059299468994
0.41755766421556473,1016_0.8_1.72.png,127,0,0.0,0.38977736234664917,0.4963299632072449,0.5156025886535645
0.41755766421556473,1023_0.5_1.87.png,283,10,0.0353356890459364,0.35710859298706055,0.45234033465385437,0.5677728056907654
0.41755766421556473,103_0.75_1.59.png,0,0,nan,0.3742606043815613,0.500332772731781,0.8088023662567139
0.41755766421556473,1075_0.76_1.99.png,15,0,0.0,0.3701528310775757,0.4621334969997406,0.8100170493125916
0.41755766421556473,1122_0.94_0.53.png,582,0,0.0,0.2885875701904297,0.40083423256874084,0.4339447617530823
0.41755766421556473,1140_0.67_1.42.png,186,0,0.0,0.37962067127227783,0.4617469906806946,0.7617408037185669
0.41755766421556473,1143_0.73_1.33.png,45,0,0.0,0.3702887296676636,0.4465438425540924,0.6186282634735107
0.41755766421556473,1155_0.63_1.27.png,650,0,0.0,0.33712124824523926,0.4277000427246094,0.5089103579521179
0.41755766421556473,119_0.6_1.7.png,101,0,0.0,0.353476345539093,0.44240689277648926,0.6471067667007446
0.41755766421556473,1292_0.66_1.45.png,301,10,0.03322259136212625,0.38687843084335327,0.4566345512866974,0.6509321331977844
0.41755766421556473,1326_0.77_0.97.png,367,0,0.0,0.3696989119052887,0.49681663513183594,0.45326316356658936
0.41755766421556473,1376_0.65_1.6.png,13,0,0.0,0.3770095109939575,0.45745059847831726,0.49216699600219727
0.41755766421556473,1410_0.76_1.08.png,579,0,0.0,0.3519003987312317,0.4674716889858246,0.48357895016670227
0.41755766421556473,1435_0.87_0.57.png,548,0,0.0,0.29759398102760315,0.42794257402420044,0.30332237482070923
0.41755766421556473,1456_0.66_1.83.png,105,26,0.24761904761904763,0.4160705804824829,0.49201807379722595,0.671294093132019
0.41755766421556473,1474_0.92_0.89.png,149,0,0.0,0.3716379404067993,0.4591767191886902,0.6922495365142822
0.41755766421556473,1528_0.91_1.9.png,188,11,0.05851063829787234,0.44273120164871216,0.5607048273086548,0.6714928150177002
0.41755766421556473,1531_0.52_1.01.png,1588,115,0.07241813602015114,0.3175015449523926,0.5035356879234314,0.3671378493309021
0.41755766421556473,1537_0.52_1.24.png,630,208,0.33015873015873015,0.3820328712463379,0.5254164934158325,0.4676494300365448
0.41755766421556473,1538_0.61_0.54.png,2192,1149,0.5241788321167883,0.36534130573272705,0.514835774898529,0.3054172098636627
