variant,eval_pixels,need_pearson,need_spearman,need_auroc_high_vs_low,need_auprc_high,need_pred_high_coverage,need_target_high_coverage,target_high_recall,target_high_precision,high_need_recall_in_low_density_regions,need_monotonic_pairs,need_monotonic_valid_pairs,low_context_false_strong_global,low_context_false_strong_per_image_mean,low_context_false_strong_per_image_p90,low_context_false_strong_per_image_p95,hard_negative_top5_mean,AUROC_high_vs_hard_negative
d7a_hn_ordinal,393216,0.34228055597018314,0.3221391004376839,0.7121118049811005,0.40483863935367104,0.0,0.3097381591796875,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.5046743750572205,0.7501750758622396
d7b_topk_hn_ordinal,393216,0.3064673692400241,0.28023349220667015,0.6860853854823105,0.38808661073821354,0.0,0.3097381591796875,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.509785532951355,0.7183796139343468
d7s_shuffled_topk,393216,0.328655886441344,0.3232856656637852,0.7141445238063266,0.43668144589118885,0.0,0.3097381591796875,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.49625855684280396,0.7211674003699264
