variant,eval_pixels,need_pearson,need_spearman,need_auroc_high_vs_low,need_auprc_high,need_pred_high_coverage,need_target_high_coverage,target_high_recall,target_high_precision,high_need_recall_in_low_density_regions,need_monotonic_pairs,need_monotonic_valid_pairs,low_context_false_strong_global,low_context_false_strong_per_image_mean,low_context_false_strong_per_image_p90,low_context_false_strong_per_image_p95,hard_negative_top5_mean,AUROC_high_vs_hard_negative
d7s2_density_only_control,393216,0.316146833907099,0.33682641219606896,0.7198187820897388,0.42793509424647846,0.122894287109375,0.3097381591796875,0.1860847003957502,0.46900091052065224,0.030699124595275212,4,4,0.004450621963889591,0.003286920307414728,0.006923076923076923,0.030303030303030304,0.5482270121574402,0.8398202647800053
